ITS_ID,Observed,beta_div_metacomm_mean,abund_null_dev_stoch,abund_null_dev_det,Domain,Grass
SRR13801317,207,0.845494227,0.237498346,0.251080503,Fungi,SCSC
SRR13801316,206,0.794676014,0.186680133,0.200262291,Fungi,SCSC
SRR13801315,176,0.79621346,0.188217579,0.201799736,Fungi,SCSC
SRR13801314,175,0.853950732,0.245954851,0.259537009,Fungi,SCSC
SRR13801313,185,0.861578055,0.253582174,0.267164331,Fungi,SCSC
SRR13801312,164,0.845381778,0.237385897,0.250968054,Fungi,SCSC
SRR13801310,173,0.871257944,0.263262063,0.276844221,Fungi,SCSC
SRR13801309,157,0.822508506,0.214512625,0.228094782,Fungi,SCSC
SRR13801220,100,0.959461587,0.351465706,0.365047863,Fungi,SCSC
SRR13801217,72,0.968357075,0.360361194,0.373943351,Fungi,SCSC
SRR13801221,97,0.972920706,0.364924825,0.378506982,Fungi,SCSC
SRR13801216,70,0.943788594,0.335792713,0.34937487,Fungi,SCSC
SRR13801215,90,0.966589312,0.358593431,0.372175588,Fungi,SCSC
SRR13801214,95,0.982597729,0.374601848,0.388184005,Fungi,SCSC
SRR13801213,103,0.971256598,0.363260717,0.376842874,Fungi,SCSC
SRR13801212,167,0.954068322,0.346072441,0.359654598,Fungi,SCSC
SRR13801211,98,0.944831916,0.336836035,0.350418193,Fungi,SCSC
SRR13801210,103,0.974346304,0.366350423,0.37993258,Fungi,SCSC
SRR13801179,104,0.933830413,0.325834532,0.339416689,Fungi,SCSC
SRR13801178,96,0.92576707,0.317771189,0.331353347,Fungi,SCSC
SRR13801177,114,0.944807633,0.336811752,0.35039391,Fungi,SCSC
SRR13801176,156,0.911392407,0.303396526,0.316978684,Fungi,SCSC
SRR13801127,123,0.965585115,0.357589234,0.371171391,Fungi,SCSC
SRR13801125,153,0.941192173,0.333196292,0.346778449,Fungi,SCSC
SRR13801124,195,0.928594993,0.320599112,0.334181269,Fungi,SCSC
SRR13801123,183,0.944207145,0.336211264,0.349793421,Fungi,SCSC
SRR13801122,146,0.934662759,0.326666878,0.340249035,Fungi,SCSC
SRR13801121,131,0.942551056,0.334555175,0.348137332,Fungi,SCSC
SRR13801120,144,0.908623989,0.300628108,0.314210265,Fungi,SCSC
SRR13801074,182,0.889985855,0.281989974,0.295572131,Fungi,SCSC
SRR13801073,176,0.88622693,0.278231049,0.291813206,Fungi,SCSC
SRR13801075,227,0.897927021,0.28993114,0.303513297,Fungi,SCSC
SRR13801071,141,0.914655974,0.306660093,0.32024225,Fungi,SCSC
SRR13801069,128,0.937532454,0.329536573,0.34311873,Fungi,SCSC
SRR13801068,168,0.897629459,0.289633578,0.303215736,Fungi,SCSC
SRR13801067,140,0.902689861,0.29469398,0.308276137,Fungi,SCSC
SRR13801066,184,0.853478862,0.245482981,0.259065138,Fungi,SCSC
SRR13801065,198,0.90022088,0.292224999,0.305807157,Fungi,SCSC
SRR13801064,234,0.846532125,0.238536244,0.252118401,Fungi,SCSC
SRR13801576,64,0.948688458,0.340692577,0.354274735,Fungi,SCSC
SRR13801574,47,0.945417839,0.337421958,0.351004115,Fungi,SCSC
SRR13801572,79,0.938210452,0.330214571,0.343796728,Fungi,SCSC
SRR13801569,92,0.917078215,0.309082334,0.322664491,Fungi,SCSC
SRR13801175,82,0.947804271,0.33980839,0.353390548,Fungi,SCSC
SRR13801174,69,0.969946217,0.361950336,0.375532493,Fungi,SCSC
SRR13801173,71,0.96649964,0.358503759,0.372085916,Fungi,SCSC
SRR13801352,172,0.938417997,0.330422116,0.344004273,Fungi,SCSC
SRR13801351,167,0.950810391,0.34281451,0.356396668,Fungi,SCSC
SRR13801353,123,0.950704681,0.3427088,0.356290957,Fungi,SCSC
SRR13801424,175,0.944027297,0.336031416,0.349613573,Fungi,SCSC
SRR13801422,177,0.92803072,0.320034839,0.333616996,Fungi,SCSC
SRR13801421,175,0.936066401,0.32807052,0.341652677,Fungi,SCSC
SRR13801420,139,0.94768632,0.339690439,0.353272597,Fungi,SCSC
SRR13801419,136,0.959053874,0.351057994,0.364640151,Fungi,SCSC
SRR13801418,108,0.928343639,0.320347758,0.333929915,Fungi,SCSC
SRR13801417,102,0.948863442,0.340867561,0.354449719,Fungi,SCSC
SRR13801416,172,0.924596606,0.316600726,0.330182883,Fungi,SCSC
SRR13801529,82,0.894108257,0.286112376,0.299694533,Fungi,SCSC
SRR13801528,118,0.89061137,0.282615489,0.296197647,Fungi,SCSC
SRR13801527,105,0.907410464,0.299414583,0.31299674,Fungi,SCSC
SRR13801530,89,0.932761479,0.324765598,0.338347756,Fungi,SCSC
SRR13801526,115,0.968026124,0.360030243,0.373612401,Fungi,SCSC
SRR13801522,116,0.939313406,0.331317525,0.344899682,Fungi,SCSC
SRR13801521,91,0.969099524,0.361103643,0.374685801,Fungi,SCSC
SRR13800958,126,0.935242131,0.32724625,0.340828407,Fungi,SCSC
SRR13800956,92,0.96616023,0.358164349,0.371746507,Fungi,SCSC
SRR13801130,113,0.943231234,0.335235353,0.34881751,Fungi,SCSC
SRR13801129,134,0.948137672,0.340141791,0.353723948,Fungi,SCSC
SRR13801128,134,0.937585518,0.329589637,0.343171795,Fungi,SCSC
SRR13801131,105,0.911662807,0.303666926,0.317249083,Fungi,SCSC
SRR13801397,129,0.94004232,0.332046439,0.345628596,Fungi,SCSC
SRR13801396,209,0.949137545,0.341141664,0.354723822,Fungi,SCSC
SRR13801395,118,0.941041656,0.333045775,0.346627932,Fungi,SCSC
SRR13801393,143,0.937567299,0.329571418,0.343153575,Fungi,SCSC
SRR13801392,120,0.961295982,0.353300101,0.366882258,Fungi,SCSC
SRR13801391,104,0.970589376,0.362593495,0.376175652,Fungi,SCSC
SRR13801390,122,0.958381163,0.350385282,0.363967439,Fungi,SCSC
SRR13801389,122,0.963700554,0.355704673,0.369286831,Fungi,SCSC
SRR13801435,114,0.939572242,0.331576361,0.345158518,Fungi,SCSC
SRR13801434,95,0.91351995,0.305524069,0.319106226,Fungi,SCSC
SRR13801433,102,0.935552114,0.327556233,0.34113839,Fungi,SCSC
SRR13801437,89,0.942151635,0.334155754,0.347737911,Fungi,SCSC
SRR13801432,104,0.912062395,0.304066514,0.317648671,Fungi,SCSC
SRR13801431,104,0.899909307,0.291913426,0.305495583,Fungi,SCSC
SRR13801430,118,0.888329314,0.280333433,0.293915591,Fungi,SCSC
SRR13801429,111,0.917688103,0.309692222,0.32327438,Fungi,SCSC
SRR13801428,78,0.882761576,0.274765695,0.288347852,Fungi,SCSC
SRR13801427,66,0.895712234,0.287716353,0.30129851,Fungi,SCSC
SRR13801426,68,0.9134772,0.305481319,0.319063476,Fungi,SCSC
SRR13801007,52,0.924242017,0.316246136,0.329828293,Fungi,SCSC
SRR13801266,266,0.826508792,0.218512911,0.232095068,Fungi,SCSC
SRR13801265,241,0.798237795,0.190241914,0.203824071,Fungi,SCSC
SRR13801264,296,0.820478463,0.212482582,0.22606474,Fungi,SCSC
SRR13801267,225,0.788951998,0.180956117,0.194538274,Fungi,SCSC
SRR13801263,185,0.87608407,0.268088189,0.281670347,Fungi,SCSC
SRR13801261,214,0.879464761,0.27146888,0.285051037,Fungi,SCSC
SRR13801260,241,0.838754464,0.230758583,0.244340741,Fungi,SCSC
SRR13801259,254,0.811398521,0.20340264,0.216984797,Fungi,SCSC
SRR13801258,221,0.837637714,0.229641833,0.24322399,Fungi,SCSC
SRR13801257,263,0.83093924,0.222943359,0.236525516,Fungi,SCSC
SRR13801256,226,0.84030012,0.232304239,0.245886396,Fungi,SCSC
SRR13801097,231,0.834343324,0.226347444,0.239929601,Fungi,SCSC
SRR13801095,219,0.828576238,0.220580357,0.234162514,Fungi,SCSC
SRR13801098,237,0.809736673,0.201740792,0.21532295,Fungi,SCSC
SRR13801093,191,0.822278597,0.214282716,0.227864873,Fungi,SCSC
SRR13801092,201,0.858074647,0.250078766,0.263660923,Fungi,SCSC
SRR13801091,251,0.889854377,0.281858496,0.295440653,Fungi,SCSC
SRR13801090,211,0.847787727,0.239791846,0.253374004,Fungi,SCSC
SRR13801089,205,0.830605453,0.222609572,0.236191729,Fungi,SCSC
SRR13801088,237,0.826155135,0.218159254,0.231741412,Fungi,SCSC
SRR13801087,211,0.813238387,0.205242507,0.218824664,Fungi,SCSC
SRR13801511,170,0.868639378,0.260643497,0.274225655,Fungi,SCSC
SRR13801510,177,0.923236152,0.315240271,0.328822428,Fungi,SCSC
SRR13801509,197,0.89526814,0.287272259,0.300854416,Fungi,SCSC
SRR13801512,186,0.830394238,0.222398357,0.235980514,Fungi,SCSC
SRR13801508,191,0.828385421,0.22038954,0.233971697,Fungi,SCSC
SRR13801507,205,0.86081627,0.252820389,0.266402547,Fungi,SCSC
SRR13801506,208,0.857977939,0.249982058,0.263564215,Fungi,SCSC
SRR13801505,192,0.8244917,0.216495819,0.230077976,Fungi,SCSC
SRR13801503,199,0.931517388,0.323521507,0.337103665,Fungi,SCSC
SRR13801502,198,0.860435434,0.252439553,0.26602171,Fungi,SCSC
SRR13801501,154,0.888561493,0.280565612,0.29414777,Fungi,SCSC
SRR13801500,211,0.874469713,0.266473832,0.280055989,Fungi,SCSC
SRR13801224,95,0.95280511,0.344809229,0.358391386,Fungi,SCSC
SRR13801567,91,0.948040233,0.340044352,0.35362651,Fungi,SCSC
SRR13801488,183,0.794153295,0.186157415,0.199739572,Fungi,SCSC
SRR13801487,194,0.796967166,0.188971285,0.202553442,Fungi,SCSC
SRR13801486,196,0.793095524,0.185099643,0.198681801,Fungi,SCSC
SRR13801490,207,0.791451506,0.183455625,0.197037782,Fungi,SCSC
SRR13801485,223,0.799111479,0.191115598,0.204697755,Fungi,SCSC
SRR13801484,201,0.791150266,0.183154385,0.196736542,Fungi,SCSC
SRR13801483,209,0.83190064,0.223904759,0.237486916,Fungi,SCSC
SRR13801481,179,0.794294827,0.186298946,0.199881103,Fungi,SCSC
SRR13801480,227,0.794703178,0.186707297,0.200289454,Fungi,SCSC
SRR13801479,174,0.781761511,0.17376563,0.187347788,Fungi,SCSC
SRR13801477,187,0.785575391,0.17757951,0.191161667,Fungi,SCSC
