"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU862",31,25.802,21,31,"NS"
"OTU5274",12,10.092,7,13,"NS"
"OTU1636",16,12.946,10,16,"NS"
"OTU5153",5,4.2,3,5,"NS"
"OTU25532",5,4.818,3,6,"NS"
"OTU10935",9,8.644,6,11,"NS"
"OTU475",3,4.766,3,6,"NS"
"OTU6620",5,4.842,3,6,"NS"
"OTU41977",7,13.74,10,17,"Specialists"
"OTU944",33,32.098,27,37,"NS"
"OTU2008",20,14.56,11,19,"Generalists"
"OTU5538",3,4.124,2.475,5,"NS"
"OTU15990",3,2.704,2,3,"NS"
"OTU428",15,13.448,10,17,"NS"
"OTU2626",2,1.904,1,2,"NS"
"OTU335",65,67.478,62,73,"NS"
"OTU876",3,2.686,2,3,"NS"
"OTU9960",3,2.73,2,3,"NS"
"OTU5075",3,2.74,2,3,"NS"
"OTU61766",2,1.898,1,2,"NS"
"OTU18274",4,5.312,4,7,"NS"
"OTU16959",9,7.37,5,10,"NS"
"OTU3487",1,6.916,5,9,"Specialists"
"OTU4623",9,8.33,6,11,"NS"
"OTU4308",28,17.398,13,22,"Generalists"
"OTU6642",6,22.508,17,27.525,"Specialists"
"OTU20036",2,1.882,1,2,"NS"
"OTU5675",6,8.304,6,11,"NS"
"OTU21958",9,7.45,5,10,"NS"
"OTU58012",2,4.114,2,5,"NS"
"OTU4989",3,2.724,2,3,"NS"
"OTU48764",32,54.382,47.475,61,"Specialists"
"OTU10939",4,3.446,2,4,"NS"
"OTU22199",2,1.906,1,2,"NS"
"OTU18099",4,3.48,2,4,"NS"
"OTU794",24,20.122,16,25,"NS"
"OTU48900",2,1.904,1,2,"NS"
"OTU1451",29,23.442,18,29,"NS"
"OTU14849",6,5.88,4,8,"NS"
"OTU6324",8,8.342,6,11,"NS"
"OTU1938",14,11.254,8,15,"NS"
"OTU21293",27,66.116,61,71,"Specialists"
"OTU2497",13,10.548,7,14,"NS"
"OTU15676",2,1.906,1,2,"NS"
"OTU6549",28,20.994,16,26,"Generalists"
"OTU4722",2,1.9,1,2,"NS"
"OTU22752",19,12.758,10,16,"Generalists"
"OTU34801",6,5.95,4,8,"NS"
"OTU55890",6,16.808,13,21,"Specialists"
"OTU3643",25,18.898,15,24,"Generalists"
"OTU3164",29,21.68,17,26,"Generalists"
"OTU4761",10,7.304,5,10,"NS"
"OTU12598",4,4.782,3,6,"NS"
"OTU14487",10,7.904,5,10,"NS"
"OTU5805",15,10.628,8,13,"Generalists"
"OTU9000",8,5.908,4,8,"NS"
"OTU2254",10,12.56,9,16,"NS"
"OTU37019",21,23.958,19,29,"NS"
"OTU5316",3,5.938,4,8,"Specialists"
"OTU2512",26,15.768,12,20,"Generalists"
"OTU1850",35,22.738,18,28,"Generalists"
"OTU15337",9,6.45,5,8,"Generalists"
"OTU996",10,15.314,11,19,"Specialists"
"OTU4137",18,12.664,9,16,"Generalists"
"OTU5110",31,17.624,14,22,"Generalists"
"OTU38028",2,1.902,1,2,"NS"
"OTU95165",13,8.288,6,11,"Generalists"
"OTU5800",2,4.078,3,5,"Specialists"
"OTU6448",17,10.552,7,14,"Generalists"
"OTU55800",18,11.64,8,15,"Generalists"
"OTU147",64,72.738,68.475,76,"Specialists"
"OTU1104",18,11.552,8,15,"Generalists"
"OTU1784",15,9.766,7,13,"Generalists"
"OTU347",28,29.934,25,36,"NS"
"OTU3712",16,11.736,8,15,"Generalists"
"OTU8805",9,12.758,9,16,"NS"
"OTU4887",7,5.434,4,7,"NS"
"OTU2906",7,6.468,4.475,8,"NS"
"OTU21723",23,14.918,11,19,"Generalists"
"OTU207",48,47.908,41,54,"NS"
"OTU1408",9,8.406,6,11,"NS"
"OTU11715",3,2.704,2,3,"NS"
"OTU56171",21,32.01,26.475,38,"Specialists"
"OTU2594",12,8.276,6,11,"Generalists"
"OTU2517",5,9.49,7,12,"Specialists"
"OTU6829",21,14.026,11,17,"Generalists"
"OTU14631",21,21.63,17,27,"NS"
"OTU6119",14,9.838,7,13,"Generalists"
"OTU366",47,43.696,38,50,"NS"
"OTU23376",3,3.522,2,4,"NS"
"OTU4824",13,15.208,11,19,"NS"
"OTU1672",35,27.772,22,33,"Generalists"
"OTU25158",12,24.726,19.475,30,"Specialists"
"OTU1081",13,9.55,7,12,"Generalists"
"OTU6981",14,10.608,8,14,"NS"
"OTU23877",2,1.894,1,2,"NS"
"OTU2195",20,14.682,11,18,"Generalists"
"OTU83533",39,21.504,17,26,"Generalists"
"OTU308",20,12.558,9,16,"Generalists"
"OTU54812",12,16.31,12,20,"NS"
"OTU2272",8,5.936,4,8,"NS"
"OTU98161",10,17.672,14,22,"Specialists"
"OTU2994",27,34.756,29,41,"Specialists"
"OTU3592",5,4.136,3,5,"NS"
"OTU20919",8,6.48,4,8,"NS"
"OTU1030",16,14.674,11,18,"NS"
"OTU2599",5,4.748,3,6,"NS"
"OTU1160",35,32.374,27,38,"NS"
"OTU4481",3,3.418,2,4,"NS"
"OTU3930",3,3.412,2,4,"NS"
"OTU4102",10,7.892,5,10,"NS"
"OTU3478",6,4.738,3,6,"NS"
"OTU8680",12,9.49,7,12,"NS"
"OTU6099",16,12.558,9,17,"NS"
"OTU6009",4,3.464,2,4,"NS"
"OTU19116",20,14.54,11,18,"Generalists"
"OTU1128",18,13.276,10,17,"Generalists"
"OTU1420",7,7.49,5,10,"NS"
"OTU3007",4,3.446,2,4,"NS"
"OTU4007",29,18.202,14,22,"Generalists"
"OTU1671",23,28.646,24,34,"Specialists"
"OTU1237",35,28.666,23,34,"Generalists"
"OTU7154",1,3.502,2,4,"Specialists"
"OTU4180",16,11.526,8,14,"Generalists"
"OTU924",17,12.778,10,17,"NS"
"OTU11688",5,6,4,8,"NS"
"OTU1264",20,13.862,10,18,"Generalists"
"OTU3274",5,4.778,3,6,"NS"
"OTU3810",23,17.042,13,21,"Generalists"
"OTU26594",10,7.382,5,10,"NS"
"OTU661",39,31.104,26.475,37,"Generalists"
"OTU2395",13,14.272,11,18,"NS"
"OTU4681",5,5.954,4,8,"NS"
"OTU2505",5,7.442,5,10,"NS"
"OTU11980",10,8.768,6,11,"NS"
"OTU9695",2,1.882,1,2,"NS"
"OTU654",44,28.3,23,34,"Generalists"
"OTU16554",7,5.982,4,8,"NS"
"OTU15804",7,5.386,3.475,7,"NS"
"OTU3679",46,31.202,25,37,"Generalists"
"OTU33406",29,22.994,18,28,"Generalists"
"OTU1054",26,14.696,11,18,"Generalists"
"OTU9159",5,4.176,3,5,"NS"
"OTU1325",4,6.968,5,9,"Specialists"
"OTU13489",2,1.886,1,2,"NS"
"OTU1375",2,1.916,1,2,"NS"
"OTU60144",25,32.652,28,38,"Specialists"
"OTU303",15,10.238,7,13,"Generalists"
"OTU39239",12,24.298,19,29,"Specialists"
"OTU3188",11,9.084,6,12,"NS"
"OTU4703",31,23.92,19,29,"Generalists"
"OTU3229",6,4.772,3,6,"NS"
"OTU3597",11,8.306,6,11,"NS"
"OTU6213",1,2.728,2,3,"Specialists"
"OTU36181",2,2.708,2,3,"NS"
"OTU6963",11,10.48,7,13,"NS"
"OTU372",3,3.424,2,4,"NS"
"OTU5843",5,5.384,3.475,7,"NS"
"OTU1016",2,3.474,2,4,"NS"
"OTU84576",21,15.472,12,19,"Generalists"
"OTU8999",7,5.388,4,7,"NS"
"OTU4096",5,6.444,5,8,"NS"
"OTU43555",5,5.264,3,7,"NS"
"OTU6288",12,7.812,5,10,"Generalists"
"OTU9350",2,1.894,1,2,"NS"
"OTU1180",5,4.146,3,5,"NS"
"OTU1024",18,15.598,12,20,"NS"
"OTU2168",23,14.72,11,18.525,"Generalists"
"OTU17743",10,8.352,6,11,"NS"
"OTU159",27,39.986,34,46,"Specialists"
"OTU48756",28,19.244,14.475,23,"Generalists"
"OTU9727",10,8.36,6,11,"NS"
"OTU4389",20,15.988,12,20,"NS"
"OTU5607",11,10.872,8,14,"NS"
"OTU2805",12,8.788,6,11,"Generalists"
"OTU1531",37,21.142,16,26.525,"Generalists"
"OTU8077",10,11.554,8,15,"NS"
"OTU1208",12,32.512,27,39,"Specialists"
"OTU12936",10,7.778,6,10,"NS"
"OTU37090",2,2.748,2,3,"NS"
"OTU6840",2,2.666,2,3,"NS"
"OTU51570",5,4.76,3,6,"NS"
"OTU350",8,13.47,10,17,"Specialists"
"OTU5713",3,3.444,2,4,"NS"
"OTU2545",8,8.256,6,11,"NS"
"OTU11692",3,2.732,2,3,"NS"
"OTU5253",53,37.184,31,44,"Generalists"
"OTU3443",25,16.454,13,21,"Generalists"
"OTU23697",38,19.226,15,24,"Generalists"
"OTU4926",6,4.792,3,6,"NS"
"OTU21099",1,1.906,1,2,"NS"
"OTU2853",55,34.778,29,41,"Generalists"
"OTU1532",2,2.72,2,3,"NS"
"OTU2354",32,25.162,20,30.525,"Generalists"
"OTU6969",4,5.888,4,8,"NS"
"OTU135",17,34.972,29,40,"Specialists"
"OTU2130",7,9.898,7,13,"NS"
"OTU2035",9,9.466,7,12,"NS"
"OTU5867",3,2.71,2,3,"NS"
"OTU32297",8,8.798,6,11,"NS"
"OTU57615",13,10.02,7,13,"NS"
"OTU2287",20,12.568,9,16,"Generalists"
"OTU8401",6,4.768,3,6,"NS"
"OTU24164",19,13.816,10,18,"Generalists"
"OTU54177",5,5.92,4,8,"NS"
"OTU6538",7,13.908,10,17,"Specialists"
"OTU13536",2,1.912,1,2,"NS"
"OTU23219",4,3.454,2,4,"NS"
"OTU3699",5,9.442,6.475,12,"Specialists"
"OTU7234",7,5.96,4,8,"NS"
"OTU1307",45,31.05,26,37,"Generalists"
"OTU73874",12,9.078,6,12,"NS"
"OTU2487",24,13.578,10,17,"Generalists"
"OTU5673",4,4.11,3,5,"NS"
"OTU14893",5,4.12,3,5,"NS"
"OTU36934",4,5.312,3,7,"NS"
"OTU61857",9,6.956,5,9,"NS"
"OTU2723",4,4.82,3,6,"NS"
"OTU4101",2,1.908,1,2,"NS"
"OTU31045",9,9.09,6,12,"NS"
"OTU1887",25,23.776,20,28,"NS"
"OTU4187",11,8.658,6,11,"NS"
"OTU6427",3,2.722,2,3,"NS"
"OTU29884",18,26.826,22,32,"Specialists"
"OTU13871",2,1.908,1,2,"NS"
"OTU18213",2,1.896,1,2,"NS"
"OTU5271",3,2.716,2,3,"NS"
"OTU12534",15,11.836,9,15,"NS"
"OTU15448",2,1.866,1,2,"NS"
"OTU8843",4,4.162,3,5,"NS"
"OTU41034",1,1.872,1,2,"NS"
"OTU4197",4,4.724,3,6,"NS"
"OTU86464",12,12.35,9,16,"NS"
"OTU9116",1,1.912,1,2,"NS"
"OTU84",18,23.67,19,28,"Specialists"
"OTU15489",3,4.742,3,6,"NS"
"OTU2420",24,15.136,11,19,"Generalists"
"OTU8302",28,15.848,12,20,"Generalists"
"OTU75614",4,4.136,3,5,"NS"
"OTU1539",5,5.404,4,7,"NS"
"OTU2300",8,16.834,12,21,"Specialists"
"OTU1098",22,24.69,20,30.525,"NS"
"OTU1667",50,35.646,30,41,"Generalists"
"OTU10548",3,4.166,3,5,"NS"
"OTU29391",1,4.746,3,6,"Specialists"
"OTU69376",4,3.444,2,4,"NS"
"OTU175",22,28.226,23,34,"Specialists"
"OTU52935",5,6.396,4,9,"NS"
"OTU1068",2,1.89,1,2,"NS"
"OTU15314",4,4.792,3,6,"NS"
"OTU92513",10,7.362,5,10,"NS"
"OTU3716",19,23.058,18,28,"NS"
"OTU6406",18,14.532,11,18,"NS"
"OTU3432",1,2.704,2,3,"Specialists"
"OTU9786",11,8.34,6,11,"NS"
"OTU1010",32,30.096,24,36,"NS"
"OTU746",5,7.404,5,9.52499999999998,"NS"
"OTU85",39,42.474,36.475,49,"NS"
"OTU3227",21,15.036,11,19,"Generalists"
"OTU694",15,12.104,9,15,"NS"
"OTU4927",4,9.882,7,13,"Specialists"
"OTU68725",4,5.386,4,7,"NS"
"OTU1540",15,18.942,15,23,"NS"
"OTU3476",6,5.858,4,8,"NS"
"OTU2854",2,3.444,2,4,"NS"
"OTU12221",5,4.76,3,6,"NS"
"OTU516",41,28.006,23,33,"Generalists"
"OTU10629",8,7.93,6,10,"NS"
"OTU214",1,2.688,2,3,"Specialists"
"OTU18637",3,5.386,4,7,"Specialists"
"OTU48451",5,5.364,4,7,"NS"
"OTU29920",3,12.8,10,17,"Specialists"
"OTU55212",5,10.81,8,14,"Specialists"
"OTU3485",4,3.448,2,4,"NS"
"OTU3756",2,1.914,1,2,"NS"
"OTU8588",12,30.03,24,36,"Specialists"
"OTU51418",7,9.232,7,12,"NS"
"OTU84488",6,5.962,4,8,"NS"
"OTU3670",2,1.914,1,2,"NS"
"OTU3690",6,4.79,3,6,"NS"
"OTU14045",22,13.32,10,17,"Generalists"
"OTU2715",5,4.782,3,6,"NS"
"OTU3193",52,33.924,28,40,"Generalists"
"OTU4639",13,32.72,27.475,39,"Specialists"
"OTU667",49,44.214,38,50.525,"NS"
"OTU12390",3,2.666,1,3,"NS"
"OTU1730",1,3.45,2,4,"Specialists"
"OTU1313",14,13.776,10,18,"NS"
"OTU2042",19,18.248,14,22.525,"NS"
"OTU5859",56,39.214,32,45,"Generalists"
"OTU2630",4,7.496,5,10,"Specialists"
"OTU1332",20,14.704,11,19,"Generalists"
"OTU15080",5,4.762,3,6,"NS"
"OTU8185",2,4.132,3,5,"Specialists"
"OTU2406",10,11.526,8,15,"NS"
"OTU4124",6,7.408,5,10,"NS"
"OTU1105",41,27.334,22,33,"Generalists"
"OTU44877",14,15.848,12,20,"NS"
"OTU3958",11,9.172,6,12,"NS"
"OTU998",23,36.898,31,43,"Specialists"
"OTU5102",8,8.688,6,11,"NS"
"OTU85816",4,3.456,2,4,"NS"
"OTU494",15,9.9,7,13,"Generalists"
"OTU16818",9,15.614,12,19,"Specialists"
"OTU1493",1,3.484,2,4,"Specialists"
"OTU54625",18,43.666,37,50,"Specialists"
"OTU14150",3,4.142,3,5,"NS"
"OTU1683",30,17.952,14,22,"Generalists"
"OTU3339",1,2.724,2,3,"Specialists"
"OTU3630",38,24.354,20,30,"Generalists"
"OTU35947",6,15.666,12,19.525,"Specialists"
"OTU3780",2,1.89,1,2,"NS"
"OTU593",45,46.144,40,52,"NS"
"OTU10569",24,16.5,12,20.525,"Generalists"
"OTU58098",6,5.364,4,7,"NS"
"OTU10826",3,2.714,2,3,"NS"
"OTU20532",2,1.894,1,2,"NS"
"OTU157",11,57.936,51.475,64,"Specialists"
"OTU2206",9,17.9,14,22.525,"Specialists"
"OTU64244",4,5.998,4,8,"NS"
"OTU2094",13,16.032,12,20.525,"NS"
"OTU1898",22,24.28,20,29,"NS"
"OTU1165",21,34.198,28.475,40,"Specialists"
"OTU6265",6,5.366,3.475,7,"NS"
"OTU7652",12,9.108,6,12,"NS"
"OTU2953",7,6.49,4,8,"NS"
"OTU2076",26,18.062,14,22,"Generalists"
"OTU76647",15,13.88,10.475,17,"NS"
"OTU44558",2,1.896,1,2,"NS"
"OTU14587",3,3.47,2,4,"NS"
"OTU1999",34,25.894,21,31,"Generalists"
"OTU640",48,53.602,47,60,"NS"
"OTU66998",45,39.93,34,46,"NS"
"OTU2175",34,31.214,26.475,37,"NS"
"OTU1504",18,25.184,20,31,"Specialists"
"OTU6292",12,11.466,8,15,"NS"
"OTU6372",12,9.82,7,13,"NS"
"OTU2433",36,31.596,26,37,"NS"
"OTU3991",6,4.756,3,6,"NS"
"OTU1330",59,39.64,33,45,"Generalists"
"OTU2570",11,18.454,15,23,"Specialists"
"OTU1361",24,17.704,14,22,"Generalists"
"OTU16196",14,17.134,13,22,"NS"
"OTU6200",4,3.42,2,4,"NS"
"OTU41762",42,29.406,24,36,"Generalists"
"OTU71768",26,25.132,20,30,"NS"
"OTU1213",29,40.434,34,46,"Specialists"
"OTU1161",16,47.516,41,54,"Specialists"
"OTU37085",5,12.888,9,17,"Specialists"
"OTU17054",2,4.162,3,5,"Specialists"
"OTU3493",21,24.636,19,30,"NS"
"OTU51994",3,3.472,2,4,"NS"
"OTU22",9,17.066,13,21,"Specialists"
"OTU605",13,12.514,9,16,"NS"
"OTU4342",2,5.826,4,8,"Specialists"
"OTU9674",3,4.08,3,5,"NS"
"OTU3054",4,4.154,3,5,"NS"
"OTU9581",9,7.344,5,10,"NS"
"OTU2795",5,7.91,6,10,"Specialists"
"OTU838",1,4.178,3,5,"Specialists"
"OTU599",10,11.406,8,15,"NS"
"OTU5838",7,5.908,4,8,"NS"
"OTU2224",6,10.806,8,14,"Specialists"
"OTU1974",3,2.722,2,3,"NS"
"OTU1031",55,40.982,35,48,"Generalists"
"OTU12419",12,23.646,19,29,"Specialists"
"OTU1317",22,18.754,15,24,"NS"
"OTU3059",16,13.628,10,17,"NS"
"OTU4627",11,8.738,6,11,"NS"
"OTU4737",3,6.468,4,9,"Specialists"
"OTU1851",3,4.122,2,5,"NS"
"OTU6018",11,7.968,5,10,"Generalists"
"OTU3882",3,16.776,13,21,"Specialists"
"OTU2239",8,6.426,4.475,8,"NS"
"OTU55740",6,4.804,3,6,"NS"
"OTU16762",3,3.498,2,4,"NS"
"OTU76117",10,13.994,10,18,"NS"
"OTU21695",4,3.446,2,4,"NS"
"OTU373",9,9.216,7,12,"NS"
"OTU1235",45,39.468,34,46.525,"NS"
"OTU1327",5,5.452,4,7,"NS"
"OTU35156",2,1.896,1,2,"NS"
"OTU5836",26,21.582,17,26.525,"NS"
"OTU10981",7,6.48,4,8.52499999999998,"NS"
"OTU38",16,33.064,28,39,"Specialists"
"OTU8958",9,6.464,4,8,"Generalists"
"OTU18084",41,20.956,17,25,"Generalists"
"OTU58415",14,17.51,13,22,"NS"
"OTU788",32,22.902,18,27,"Generalists"
"OTU21543",3,2.736,2,3,"NS"
"OTU572",29,21.996,18,27,"Generalists"
"OTU14625",3,4.134,3,5,"NS"
"OTU18601",2,1.896,1,2,"NS"
"OTU1598",10,11.176,8,14,"NS"
"OTU5365",4,6.908,5,9,"Specialists"
"OTU15485",26,17.948,14,22,"Generalists"
"OTU4828",15,11.77,8,15,"NS"
"OTU7857",2,1.9,1,2,"NS"
"OTU7425",4,6.434,4,8,"NS"
"OTU556",39,36.74,31,43,"NS"
"OTU3293",3,4.152,3,5,"NS"
"OTU51586",3,2.744,2,3,"NS"
"OTU569",36,28.448,23,34,"Generalists"
"OTU56786",17,17.182,13,21,"NS"
"OTU139",45,65.416,60,71,"Specialists"
"OTU146",54,56.844,51,62,"NS"
"OTU802",53,31.944,27,38,"Generalists"
"OTU14586",5,4.812,3,6,"NS"
"OTU80319",2,3.4,2,4,"NS"
"OTU1639",36,21.662,17,26,"Generalists"
"OTU533",7,17.462,13,22,"Specialists"
"OTU2653",26,16.432,13,21,"Generalists"
"OTU869",6,13.286,10,17,"Specialists"
"OTU3817",1,3.424,2,4,"Specialists"
"OTU27759",5,8.656,6,11,"Specialists"
"OTU3385",17,14.658,11,18,"NS"
"OTU327",51,51.602,45,58,"NS"
"OTU1886",3,2.716,2,3,"NS"
"OTU6663",21,17.374,13,22,"NS"
"OTU4726",65,65.356,60,71,"NS"
"OTU2932",3,6.506,5,8,"Specialists"
"OTU6907",13,10.524,8,14,"NS"
"OTU6768",3,2.7,2,3,"NS"
"OTU58952",14,11.216,8,14,"NS"
"OTU14529",10,10.954,8,14,"NS"
"OTU587",5,7.844,5,10,"NS"
"OTU53305",2,2.694,2,3,"NS"
"OTU1256",44,37.548,31,44,"NS"
"OTU2210",7,7.98,5,10,"NS"
"OTU7444",7,5.91,4,8,"NS"
"OTU2393",2,1.908,1,2,"NS"
"OTU340",1,11.598,8,15,"Specialists"
"OTU817",38,43.524,37,49.525,"NS"
"OTU2263",11,7.454,5,10,"Generalists"
"OTU4933",1,1.908,1,2,"NS"
"OTU792",22,21.586,17,26.525,"NS"
"OTU10291",13,14.296,11,18,"NS"
"OTU19328",16,22.696,18,28,"Specialists"
"OTU5208",28,33.208,28,39,"NS"
"OTU325",9,10.92,8,14,"NS"
"OTU49258",10,7.952,6,11,"NS"
"OTU3717",14,10.212,7,13,"Generalists"
"OTU96576",14,11.138,8,14,"NS"
"OTU1873",5,5.836,4,8,"NS"
"OTU33",20,15.13,11,19,"Generalists"
"OTU274",51,46.086,40,53,"NS"
"OTU8186",5,4.85,3,6,"NS"
"OTU98547",12,14.954,11,19,"NS"
"OTU5515",1,13.146,10,16.525,"Specialists"
"OTU8790",5,4.18,3,5,"NS"
"OTU11364",11,23.832,19,28,"Specialists"
"OTU3422",4,3.43,2,4,"NS"
"OTU6542",1,1.896,1,2,"NS"
"OTU3632",22,47.354,41,53,"Specialists"
"OTU21025",3,2.69,2,3,"NS"
"OTU43981",16,11.346,8,14,"Generalists"
"OTU7540",16,10.9,8,14,"Generalists"
"OTU7538",7,5.942,4,8,"NS"
"OTU1757",14,11.786,9,15,"NS"
"OTU1275",2,1.898,1,2,"NS"
"OTU9507",2,1.874,1,2,"NS"
"OTU8141",6,4.804,3,6,"NS"
"OTU4247",3,3.496,2,4,"NS"
"OTU8695",6,6.416,4,9,"NS"
"OTU12646",1,1.914,1,2,"NS"
"OTU34006",7,5.958,4,8,"NS"
"OTU3857",12,15.592,12,20,"NS"
"OTU666",20,11.468,8.475,15,"Generalists"
"OTU3322",3,4.132,3,5,"NS"
"OTU17490",2,3.416,2,4,"NS"
"OTU1562",2,2.722,2,3,"NS"
"OTU13577",3,2.716,2,3,"NS"
"OTU2422",41,22.918,18,28,"Generalists"
"OTU719",5,7.91,6,10,"Specialists"
"OTU30028",7,31.932,26,38,"Specialists"
"OTU6495",9,9.12,6,12,"NS"
"OTU907",1,1.916,1,2,"NS"
"OTU6940",3,9.864,7,13,"Specialists"
"OTU4831",8,8.38,6,11,"NS"
"OTU80031",3,2.702,2,3,"NS"
"OTU3819",1,4.794,3,6,"Specialists"
"OTU12487",6,4.748,3,6,"NS"
"OTU38392",3,2.676,1.475,3,"NS"
"OTU10493",9,8.58,6,11,"NS"
"OTU13956",4,3.448,2,4,"NS"
"OTU15704",10,10.186,7,13,"NS"
"OTU5776",10,8.304,6,11,"NS"
"OTU49144",5,4.146,2,5,"NS"
"OTU22075",4,3.446,2,4,"NS"
"OTU3823",7,5.854,4,8,"NS"
"OTU2398",22,18.262,14,23,"NS"
"OTU3898",22,19.012,15,24,"NS"
"OTU3169",22,18.14,14,22.525,"NS"
"OTU7119",2,2.692,2,3,"NS"
"OTU3854",6,4.802,3,6,"NS"
"OTU459",26,28.282,23,34,"NS"
"OTU23178",4,3.414,2,4,"NS"
"OTU5366",4,4.144,3,5,"NS"
"OTU6569",10,9.11,7,12,"NS"
"OTU2233",11,12.236,9,16,"NS"
"OTU12055",2,1.896,1,2,"NS"
"OTU982",70,74.74,72,78,"Specialists"
"OTU9723",8,6.02,4,8,"NS"
"OTU2106",27,20.278,16,25,"Generalists"
"OTU1899",15,18.58,14,23,"NS"
"OTU72354",5,5.902,4,8,"NS"
"OTU3839",5,4.672,3,6,"NS"
"OTU6036",12,16.168,12,21,"NS"
"OTU588",13,13.72,10,18,"NS"
"OTU20838",1,1.908,1,2,"NS"
"OTU79882",9,6.346,4,8,"Generalists"
"OTU4345",17,12.938,9,17,"NS"
"OTU13377",8,10.536,7,14,"NS"
"OTU4362",18,11.51,9,15,"Generalists"
"OTU4975",12,13.476,10,17,"NS"
"OTU1592",20,15.156,11,19,"Generalists"
"OTU2688",3,3.432,2,4,"NS"
"OTU12764",20,13.058,9,16,"Generalists"
"OTU4717",2,1.894,1,2,"NS"
"OTU294",66,49.41,43,55,"Generalists"
"OTU7520",36,37.316,32,44,"NS"
"OTU861",4,12.556,9,17,"Specialists"
"OTU14401",4,4.16,3,5,"NS"
"OTU6224",18,12.786,10,16,"Generalists"
"OTU5862",3,4.84,3,6,"NS"
"OTU10389",5,4.694,3,6,"NS"
"OTU6453",14,12.448,9,16,"NS"
"OTU10191",5,4.784,3,6,"NS"
"OTU1553",15,16.94,13,21,"NS"
"OTU1939",2,6.97,5,9,"Specialists"
"OTU17485",4,4.144,3,5,"NS"
"OTU8155",17,13.462,10,17,"NS"
"OTU4495",7,6.504,4,9,"NS"
"OTU5411",27,22.342,17,28,"NS"
"OTU5233",8,7.03,5,9,"NS"
"OTU4432",3,7.884,5,10,"Specialists"
"OTU73892",2,1.884,1,2,"NS"
"OTU4165",7,9.064,6,12,"NS"
"OTU728",43,27.124,22,32,"Generalists"
"OTU9625",7,8.208,6,11,"NS"
"OTU36280",21,22.874,18,28,"NS"
"OTU1896",23,17.594,13,22,"Generalists"
"OTU2309",22,24.23,19.475,30,"NS"
"OTU5063",11,11.534,8,15,"NS"
"OTU5709",3,5.364,3,7,"NS"
"OTU5753",24,15.096,11,19,"Generalists"
"OTU10994",6,8.232,5,11,"NS"
"OTU310",8,11.14,8,14,"NS"
"OTU17145",24,17.37,14,22,"Generalists"
"OTU2442",2,1.882,1,2,"NS"
"OTU21823",21,20.828,16,25,"NS"
"OTU33060",36,40.82,34,47,"NS"
"OTU2980",12,9.558,7,12,"NS"
"OTU92210",3,3.46,2,4,"NS"
"OTU787",23,15.678,12,19,"Generalists"
"OTU1142",3,2.672,2,3,"NS"
"OTU14794",3,2.65,2,3,"NS"
"OTU7361",2,4.102,2.475,5,"Specialists"
"OTU12553",5,4.168,3,5,"NS"
"OTU114",24,44.872,38,51,"Specialists"
"OTU609",3,2.706,2,3,"NS"
"OTU6948",14,13.044,10,17,"NS"
"OTU19036",8,6.454,4,8,"NS"
"OTU4600",26,19.696,16,24,"Generalists"
"OTU96596",22,17.194,13,21,"Generalists"
"OTU1136",8,6.412,4,8,"NS"
"OTU21919",2,1.904,1,2,"NS"
"OTU11695",5,4.794,3,6,"NS"
"OTU27846",14,9.898,7,13,"Generalists"
"OTU2810",16,11.226,8,15,"Generalists"
"OTU3094",4,4.116,3,5,"NS"
"OTU297",52,41.686,36,48,"Generalists"
"OTU12610",3,3.424,2,4,"NS"
"OTU3364",5,11.844,9,15,"Specialists"
"OTU1981",3,5.912,4,8,"Specialists"
"OTU3252",11,8.73,6,11,"NS"
"OTU4343",5,10.176,7,13,"Specialists"
"OTU7167",2,1.91,1,2,"NS"
"OTU4359",4,5.488,4,7,"NS"
"OTU9052",4,4.802,3,6,"NS"
"OTU2999",5,6.518,4,9,"NS"
"OTU4375",29,20.728,16,25,"Generalists"
"OTU5133",14,16.442,12,20,"NS"
"OTU136",20,12.918,10,16,"Generalists"
"OTU21070",5,4.766,3,6,"NS"
"OTU11412",3,4.808,3,6,"NS"
"OTU3707",2,2.722,2,3,"NS"
"OTU1972",12,11.24,8,14.525,"NS"
"OTU15941",2,1.922,1,2,"NS"
"OTU2642",12,11.134,8,14,"NS"
"OTU2768",7,5.422,4,7,"NS"
"OTU8875",3,3.43,2,4,"NS"
"OTU3960",23,16.874,12.475,21,"Generalists"
"OTU1305",5,4.69,3,6,"NS"
"OTU8254",9,6.506,4,8,"Generalists"
"OTU2329",4,5.31,4,7,"NS"
"OTU463",20,14.762,11,19,"Generalists"
"OTU2469",4,6.93,5,9,"Specialists"
"OTU97858",3,2.694,2,3,"NS"
"OTU3037",7,6.984,5,9,"NS"
"OTU4591",6,5.426,4,7,"NS"
"OTU7059",8,6.946,5,9,"NS"
"OTU4609",28,18.082,14,22,"Generalists"
"OTU3251",11,8.786,6,12,"NS"
"OTU1739",20,13.722,10,17,"Generalists"
"OTU66735",9,6.9,5,9,"NS"
"OTU1283",63,52.45,46,59,"Generalists"
"OTU6965",25,20.4,16,25,"NS"
"OTU16076",4,3.474,2,4,"NS"
"OTU1579",27,24.084,19,29,"NS"
"OTU28955",9,9.836,7,13,"NS"
"OTU18255",13,9.418,6.475,12,"Generalists"
"OTU877",4,5.31,3,7,"NS"
"OTU4455",17,10.142,7,13,"Generalists"
