"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU1393",4,22.232,16,28,"Specialists"
"OTU10268",4,7.004,4,11,"NS"
"OTU9278",4,6.7,4,10,"NS"
"OTU11941",3,21.766,17,27,"Specialists"
"OTU2690",4,5.794,3,9,"NS"
"OTU2000",2,1.394,1,2,"NS"
"OTU2008",5,3.49,2,6,"NS"
"OTU11370",4,2.554,1,4,"NS"
"OTU604",4,2.054,1,3,"Generalists"
"OTU11085",2,1.9,1,3,"NS"
"OTU1334",12,3.312,2,5,"Generalists"
"OTU2375",20,9.198,6,13,"Generalists"
"OTU3860",11,4.112,2,7,"Generalists"
"OTU11251",4,4.488,2,7,"NS"
"OTU3434",9,6.116,3.475,9,"NS"
"OTU12785",4,2.182,1,4,"NS"
"OTU12031",3,4.498,2,7,"NS"
"OTU11478",3,4.528,2,7,"NS"
"OTU11597",2,1.364,1,2,"NS"
"OTU1970",10,17.36,12.475,22,"Specialists"
"OTU8663",8,5.896,3,9,"NS"
"OTU8795",8,7.244,4,11,"NS"
"OTU359",3,1.686,1,3,"NS"
"OTU10530",3,3.346,2,5.52499999999998,"NS"
"OTU6557",4,2.168,1,4,"NS"
"OTU7706",3,1.638,1,3,"NS"
"OTU1799",5,12.948,9,18,"Specialists"
"OTU8300",3,2.302,1,4,"NS"
"OTU4471",3,5.618,3,9,"NS"
"OTU3721",10,6.126,3,9,"Generalists"
"OTU2686",9,5.32,3,8,"Generalists"
"OTU1484",5,13.912,9,19,"Specialists"
"OTU7089",4,2.794,1,5,"NS"
"OTU3821",13,7.608,4,11,"Generalists"
"OTU5158",5,3.576,2,6,"NS"
"OTU3949",11,6.276,3,9,"Generalists"
"OTU4796",6,4.064,2,7,"NS"
"OTU2368",7,12.42,8,17,"Specialists"
"OTU5604",1,1.388,1,2,"NS"
"OTU10629",1,1.664,1,3,"NS"
"OTU10803",1,1.858,1,3,"NS"
"OTU4593",6,4.536,2,7,"NS"
"OTU1957",6,11.08,7,15.525,"Specialists"
"OTU1492",9,10.274,6,15,"NS"
"OTU3122",17,9.43,6,13,"Generalists"
"OTU6313",12,11.45,7,16,"NS"
"OTU2046",2,1.628,1,3,"NS"
"OTU9800",2,1.392,1,2,"NS"
"OTU7400",4,3.262,2,5,"NS"
"OTU3483",5,6.07,3,9,"NS"
"OTU7979",5,3.622,2,6,"NS"
"OTU11548",1,1.398,1,2,"NS"
"OTU5824",3,4.356,2,7,"NS"
"OTU10851",5,3.56,2,6,"NS"
"OTU10490",5,3.538,2,6,"NS"
"OTU8354",2,4.46,2,7,"NS"
"OTU6102",1,1.676,1,3,"NS"
"OTU2442",7,5.42,3,9,"NS"
"OTU2852",12,7.54,4,11,"Generalists"
"OTU910",21,8.668,5,12,"Generalists"
"OTU2438",8,6.704,4,10,"NS"
"OTU78",2,1.404,1,2,"NS"
"OTU1976",3,1.64,1,3,"NS"
"OTU3218",4,2.44,1,4,"NS"
"OTU3429",5,3.054,1,5,"NS"
"OTU10060",2,2.922,1,5,"NS"
"OTU11602",2,1.704,1,3,"NS"
"OTU3491",4,8.358,5,12,"Specialists"
"OTU1050",1,21.174,16,26,"Specialists"
"OTU4739",1,7.16,4,11,"Specialists"
"OTU2902",1,4.71,2,8,"Specialists"
"OTU7590",3,4.014,2,6,"NS"
"OTU6049",1,2.034,1,3,"NS"
"OTU10697",1,4.894,2,8,"Specialists"
"OTU8286",2,6.114,3,9,"Specialists"
"OTU11789",3,3.632,2,6,"NS"
"OTU6425",4,3.584,2,6,"NS"
"OTU1437",3,7.902,5,11,"Specialists"
"OTU9744",1,3.95,2,6,"Specialists"
"OTU138",6,2.294,1,4,"Generalists"
"OTU3068",1,1.388,1,2,"NS"
"OTU8371",1,2.286,1,4,"NS"
"OTU7476",2,3.512,2,6,"NS"
"OTU8347",1,1.866,1,3,"NS"
"OTU4401",2,2.698,1,4.52499999999998,"NS"
"OTU2578",1,1.398,1,2,"NS"
"OTU9950",1,1.656,1,3,"NS"
"OTU5464",1,1.416,1,2,"NS"
"OTU1077",1,2.182,1,4,"NS"
"OTU12705",8,5.462,3,8,"NS"
"OTU8873",2,2.814,1,5,"NS"
"OTU3435",1,1.404,1,2,"NS"
"OTU12313",2,2.058,1,3,"NS"
"OTU6154",14,4.23,2,7,"Generalists"
"OTU8900",4,3.332,2,5,"NS"
"OTU4900",2,2.492,1,4,"NS"
"OTU10335",3,1.886,1,3,"NS"
"OTU9305",3,1.858,1,3,"NS"
"OTU10547",1,1.404,1,2,"NS"
"OTU5962",2,3.124,1,5,"NS"
"OTU4376",1,3.202,2,5,"Specialists"
"OTU2594",3,6.044,3,9,"NS"
"OTU5336",8,12.646,8,17,"NS"
"OTU6752",2,2.058,1,4,"NS"
"OTU3022",1,1.38,1,2,"NS"
"OTU5667",4,3.148,1,5,"NS"
"OTU12731",1,1.386,1,2,"NS"
"OTU6792",2,1.404,1,2,"NS"
"OTU2123",2,2.024,1,3,"NS"
"OTU7830",3,3.846,2,6,"NS"
"OTU11128",2,1.384,1,2,"NS"
"OTU6000",1,2.798,1,5,"NS"
"OTU104",1,2.104,1,3.52499999999998,"NS"
"OTU5321",2,1.416,1,2,"NS"
"OTU4390",6,4.862,3,7.52499999999998,"NS"
"OTU6881",5,2.426,1,4,"Generalists"
"OTU8677",4,1.876,1,3,"Generalists"
"OTU4766",8,4.466,2,7,"Generalists"
"OTU8263",4,3.356,1,6,"NS"
"OTU10213",1,1.678,1,3,"NS"
"OTU2553",1,1.658,1,3,"NS"
"OTU10868",2,2.204,1,4,"NS"
"OTU8166",4,2.748,1,5,"NS"
"OTU10587",2,2.984,1,5,"NS"
"OTU353",2,1.37,1,2,"NS"
"OTU9863",1,1.396,1,2,"NS"
"OTU10404",1,1.416,1,2,"NS"
"OTU2763",2,3.774,2,6,"NS"
"OTU1504",1,1.644,1,3,"NS"
"OTU12342",1,1.4,1,2,"NS"
"OTU2836",1,1.37,1,2,"NS"
"OTU9894",2,2.348,1,4,"NS"
"OTU4348",4,5.908,3,9,"NS"
"OTU4931",6,3.842,2,7,"NS"
"OTU332",8,2.97,1,5,"Generalists"
"OTU7643",13,6.744,4,10,"Generalists"
"OTU5049",6,5.768,3,9,"NS"
"OTU5508",2,1.646,1,3,"NS"
"OTU1401",1,1.408,1,2,"NS"
"OTU667",5,20.668,15,27,"Specialists"
"OTU5268",5,3.808,2,6,"NS"
"OTU6854",2,2.048,1,3,"NS"
"OTU296",1,1.664,1,3,"NS"
"OTU11011",1,2.236,1,4,"NS"
"OTU12499",5,3.402,2,6,"NS"
"OTU654",8,29.342,23.475,35.525,"Specialists"
"OTU11600",2,1.4,1,2,"NS"
"OTU7735",4,2.322,1,4,"NS"
"OTU529",2,2.194,1,4,"NS"
"OTU7082",3,2.04,1,3,"NS"
"OTU704",3,2.448,1,4,"NS"
"OTU13",5,2.346,1,4,"Generalists"
"OTU11598",1,1.686,1,3,"NS"
"OTU2609",3,2.122,1,4,"NS"
"OTU2464",4,4.522,2,7,"NS"
"OTU3284",2,9.536,6,13,"Specialists"
"OTU7901",1,5.342,3,8.52499999999998,"Specialists"
"OTU10193",4,2.936,1,5,"NS"
"OTU4131",4,7.264,4,11,"NS"
"OTU12437",1,2.22,1,4,"NS"
"OTU240",4,3.36,1,6,"NS"
"OTU3819",1,1.348,1,2,"NS"
"OTU882",6,6.59,4,10,"NS"
"OTU10231",2,1.68,1,3,"NS"
"OTU297",12,21.126,16,26,"Specialists"
"OTU2086",5,12.816,8,18,"Specialists"
"OTU2872",5,8.242,5,12,"NS"
"OTU8378",3,2.046,1,3,"NS"
"OTU5757",3,3.57,2,6,"NS"
"OTU7991",5,3.218,1,5,"NS"
"OTU10023",1,2.692,1,4,"NS"
"OTU10411",1,2.23,1,4,"NS"
"OTU4652",11,3.238,2,5,"Generalists"
"OTU7543",1,2.996,1,5,"NS"
"OTU6586",3,4.256,2,7,"NS"
"OTU4187",14,11.368,7,16,"NS"
"OTU3873",3,3.008,1,5,"NS"
"OTU305",5,2.988,1,5,"NS"
"OTU1909",2,1.704,1,3,"NS"
"OTU12755",2,1.858,1,3,"NS"
"OTU10869",1,1.976,1,4,"NS"
"OTU10534",3,2.188,1,4,"NS"
"OTU12757",1,1.416,1,2,"NS"
"OTU11896",8,3.052,1.475,5,"Generalists"
"OTU803",2,2.704,1,5,"NS"
"OTU4283",3,4.7,2,8,"NS"
"OTU5075",2,3.534,2,6,"NS"
"OTU314",5,11.81,7,16,"Specialists"
"OTU7405",1,2.668,1,4,"NS"
"OTU7083",1,1.86,1,3,"NS"
"OTU5905",1,3.894,2,7,"Specialists"
"OTU966",2,2.18,1,4,"NS"
"OTU2006",1,2.098,1,4,"NS"
"OTU10236",12,6.738,4,10,"Generalists"
"OTU3874",1,2.474,1,4,"NS"
"OTU12416",2,1.89,1,3,"NS"
"OTU7972",1,1.646,1,3,"NS"
"OTU126",3,3.038,1,5,"NS"
"OTU8681",2,2.198,1,4,"NS"
"OTU379",5,10.054,6,14,"Specialists"
"OTU7548",2,1.384,1,2,"NS"
"OTU4710",1,1.65,1,3,"NS"
"OTU9014",3,2.564,1,4,"NS"
"OTU11630",3,1.792,1,3,"NS"
"OTU1355",1,16.684,11,22,"Specialists"
"OTU2935",1,4.29,2,7,"Specialists"
"OTU3288",1,5.396,3,9,"Specialists"
"OTU3521",8,9.512,6,13,"NS"
"OTU5846",1,2.344,1,4,"NS"
"OTU11294",1,1.4,1,2,"NS"
"OTU4024",2,6.934,4,10.525,"Specialists"
"OTU4637",4,2.744,1,5,"NS"
"OTU6909",4,2.462,1,4,"NS"
"OTU5121",1,1.884,1,3,"NS"
"OTU400",2,11.462,8,16,"Specialists"
"OTU3760",1,7.162,4,11,"Specialists"
"OTU13031",1,4.708,3,7,"Specialists"
"OTU4955",2,3.156,1,5,"NS"
"OTU6612",1,2.644,1,5,"NS"
"OTU1051",2,17.65,13,23,"Specialists"
"OTU5710",2,2.078,1,4,"NS"
"OTU6185",2,2.302,1,4,"NS"
"OTU9959",4,3.908,2,6,"NS"
"OTU5324",1,12.068,8,16,"Specialists"
"OTU2113",3,5.414,3,8,"NS"
"OTU1618",9,10.428,7,14,"NS"
"OTU1730",1,6.92,4,10,"Specialists"
"OTU5310",2,1.434,1,2,"NS"
"OTU4296",1,2.9,1,5,"NS"
"OTU4307",2,4.208,2,7,"NS"
"OTU4522",5,3.866,2,6,"NS"
"OTU11712",7,5.91,3,9,"NS"
"OTU5212",7,6.086,3,9,"NS"
"OTU5150",4,5.192,3,8,"NS"
"OTU6775",2,1.438,1,2,"NS"
"OTU1327",8,9.78,6,14,"NS"
"OTU3414",4,5.358,3,8,"NS"
"OTU8142",5,4.928,2,8,"NS"
"OTU435",1,22.376,17,28,"Specialists"
"OTU3070",5,8.326,5,12,"NS"
"OTU5288",4,4.524,2,7,"NS"
"OTU12280",1,1.36,1,2,"NS"
"OTU238",1,1.396,1,2,"NS"
"OTU418",6,7.514,4,11,"NS"
"OTU7517",2,1.396,1,2,"NS"
"OTU1380",2,4.094,2,7,"NS"
"OTU959",2,4.222,2,7,"NS"
"OTU2552",2,3.154,1,5,"NS"
"OTU668",4,2.612,1,4,"NS"
"OTU434",1,1.376,1,2,"NS"
"OTU206",8,4.312,2,7,"Generalists"
"OTU3345",5,6.768,4,10,"NS"
"OTU3510",9,7.038,4,11,"NS"
"OTU7137",2,1.4,1,2,"NS"
"OTU7988",3,2.302,1,4,"NS"
"OTU6862",1,2.492,1,4,"NS"
"OTU295",3,4.604,2,7,"NS"
"OTU4275",1,2.044,1,3.52499999999998,"NS"
"OTU10520",2,2.326,1,4,"NS"
"OTU739",2,1.428,1,2,"NS"
"OTU3189",18,12.414,8,16.525,"Generalists"
"OTU3905",10,5.294,3,8,"Generalists"
"OTU10154",4,4.208,2,7,"NS"
"OTU2394",2,2.792,1,5,"NS"
"OTU779",2,1.89,1,3,"NS"
"OTU4424",3,5.316,2,8,"NS"
"OTU10403",1,1.396,1,2,"NS"
"OTU2773",2,1.39,1,2,"NS"
"OTU4668",2,4.992,3,8,"Specialists"
"OTU1075",7,7.802,4,11,"NS"
"OTU4086",2,1.376,1,2,"NS"
"OTU3332",1,1.666,1,3,"NS"
"OTU8274",1,2.05,1,4,"NS"
"OTU5519",1,2.302,1,4,"NS"
"OTU3162",9,8.586,5,12,"NS"
"OTU12991",1,2.422,1,4,"NS"
"OTU11592",2,3.68,2,6,"NS"
"OTU1503",4,4.35,2,7,"NS"
"OTU2881",2,2.75,1,4.52499999999998,"NS"
"OTU646",1,1.38,1,2,"NS"
"OTU5153",5,3.966,2,7,"NS"
"OTU1467",1,1.41,1,2,"NS"
"OTU2707",7,3.78,2,6,"Generalists"
"OTU5953",1,6.724,4,10,"Specialists"
"OTU4058",1,1.676,1,3,"NS"
"OTU1569",3,3.056,1,5,"NS"
"OTU2020",1,6.922,4,10.525,"Specialists"
"OTU2263",7,19.512,14,25,"Specialists"
"OTU3406",9,8.754,5,13,"NS"
"OTU9286",1,1.388,1,2,"NS"
"OTU2704",4,4.844,2,8,"NS"
"OTU4418",1,7.06,4,10,"Specialists"
"OTU5060",5,5.414,3,8,"NS"
"OTU8828",1,2,1,3,"NS"
"OTU10633",2,1.932,1,3,"NS"
"OTU954",1,6.022,4,9,"Specialists"
"OTU601",1,1.644,1,3,"NS"
"OTU693",1,1.652,1,3,"NS"
"OTU6649",2,2.97,1,5,"NS"
"OTU5595",2,3.052,1,5,"NS"
"OTU9392",2,1.44,1,2,"NS"
"OTU11682",2,1.394,1,2,"NS"
"OTU1005",3,5.126,3,8,"NS"
"OTU909",1,3.674,2,6,"Specialists"
"OTU2989",2,2.372,1,4,"NS"
"OTU417",1,1.38,1,2,"NS"
"OTU232",1,1.39,1,2,"NS"
"OTU2359",1,2.296,1,4,"NS"
"OTU4077",1,1.678,1,3,"NS"
"OTU2032",2,3.232,2,5.52499999999998,"NS"
"OTU371",5,7.014,4,10,"NS"
"OTU3226",1,3.352,2,5.52499999999998,"Specialists"
"OTU1330",5,3.532,1,6,"NS"
"OTU5821",2,1.648,1,3,"NS"
"OTU6610",11,27.194,21,34,"Specialists"
"OTU6150",1,2.058,1,4,"NS"
"OTU8565",1,1.402,1,2,"NS"
"OTU951",1,1.854,1,3,"NS"
"OTU10337",2,1.878,1,3,"NS"
"OTU3513",1,2.022,1,3,"NS"
"OTU6533",1,1.662,1,3,"NS"
"OTU4721",1,1.836,1,3,"NS"
"OTU5766",2,1.4,1,2,"NS"
"OTU12659",1,1.87,1,3,"NS"
"OTU8897",2,2.03,1,3,"NS"
"OTU1315",2,3.756,2,6,"NS"
"OTU950",1,14.558,10,19,"Specialists"
"OTU8406",6,5.428,3,9,"NS"
"OTU865",1,13.446,9,18,"Specialists"
"OTU2262",4,5.64,3,9,"NS"
"OTU3858",3,2.158,1,4,"NS"
"OTU167",8,41.462,35,50,"Specialists"
"OTU2882",2,2.09,1,4,"NS"
"OTU1474",1,2.298,1,4,"NS"
"OTU8518",4,1.894,1,3,"Generalists"
"OTU10899",2,1.388,1,2,"NS"
"OTU5722",1,1.41,1,2,"NS"
"OTU12012",2,1.886,1,3,"NS"
"OTU3889",1,3.556,1.475,6,"Specialists"
"OTU1875",1,2.934,1,5,"NS"
"OTU12703",2,2.328,1,4,"NS"
"OTU7147",1,2.266,1,4,"NS"
"OTU1578",1,1.65,1,3,"NS"
"OTU7618",2,1.86,1,3,"NS"
"OTU3769",2,4.99,2,8,"NS"
"OTU7662",5,3.25,2,6,"NS"
"OTU12110",6,4.636,2,7,"NS"
"OTU7526",3,8.2,5,12,"Specialists"
"OTU7150",3,2.788,1,5,"NS"
"OTU6703",1,1.83,1,3,"NS"
"OTU12704",1,1.396,1,2,"NS"
"OTU88",6,2.942,1,5,"Generalists"
"OTU9200",2,2.324,1,4,"NS"
"OTU11187",1,1.408,1,2,"NS"
"OTU4707",2,1.394,1,2,"NS"
"OTU6217",5,16.598,11,22,"Specialists"
"OTU12356",5,2.568,1,4,"Generalists"
"OTU12633",4,6.504,4,10,"NS"
"OTU4779",2,1.658,1,3,"NS"
"OTU5594",2,12.174,8,17,"Specialists"
"OTU7373",7,4.442,2,7,"NS"
"OTU10518",2,1.386,1,2,"NS"
"OTU1187",8,9.65,6,13.525,"NS"
"OTU4429",4,5.61,3,9,"NS"
"OTU5744",1,1.896,1,3,"NS"
"OTU9065",1,1.362,1,2,"NS"
"OTU9925",4,2.288,1,4,"NS"
"OTU11176",1,2.004,1,3,"NS"
"OTU1627",2,1.41,1,2,"NS"
"OTU1333",1,2.788,1,5,"NS"
"OTU2269",1,1.646,1,3,"NS"
"OTU11181",1,1.944,1,3,"NS"
"OTU1017",2,1.442,1,2,"NS"
"OTU6592",6,3.748,2,6,"NS"
"OTU8359",1,1.414,1,2,"NS"
"OTU1948",1,1.382,1,2,"NS"
"OTU4317",1,4.63,2,7,"Specialists"
"OTU12532",2,5.098,3,8,"Specialists"
"OTU539",1,1.388,1,2,"NS"
"OTU1480",2,1.858,1,3,"NS"
"OTU1908",3,17.208,12,22,"Specialists"
"OTU3702",2,4.368,2,7,"NS"
"OTU10692",4,5.766,3,9,"NS"
"OTU79",1,1.37,1,2,"NS"
"OTU12194",1,1.402,1,2,"NS"
"OTU4802",1,1.382,1,2,"NS"
"OTU796",1,1.41,1,2,"NS"
"OTU175",5,5.304,3,8.52499999999998,"NS"
"OTU3610",1,1.432,1,2,"NS"
"OTU1345",6,19.096,14,25,"Specialists"
"OTU2883",4,5.692,3,9,"NS"
"OTU5143",3,3.48,2,6,"NS"
"OTU9542",1,2.038,1,4,"NS"
"OTU4394",2,7.066,4,10,"Specialists"
"OTU7152",2,2.68,1,5,"NS"
"OTU2848",1,2.002,1,3,"NS"
"OTU9063",1,1.792,1,3,"NS"
"OTU7145",2,1.388,1,2,"NS"
"OTU10399",3,5.11,3,8,"NS"
"OTU5984",2,2.436,1,4,"NS"
"OTU12439",3,1.65,1,3,"NS"
"OTU3586",2,3.788,2,6,"NS"
"OTU2392",3,8.854,5,13,"Specialists"
"OTU7144",1,1.418,1,2,"NS"
"OTU8384",1,2.878,1,5,"NS"
"OTU7748",3,3.458,2,6,"NS"
"OTU4085",10,5.35,3,8,"Generalists"
"OTU629",2,1.374,1,2,"NS"
"OTU5532",4,3.366,1.475,6,"NS"
"OTU6426",4,3.548,2,6,"NS"
"OTU6200",1,2.18,1,4,"NS"
"OTU10408",1,3.138,1,5,"NS"
"OTU7475",1,5.874,3,9,"Specialists"
"OTU11075",1,2.014,1,3,"NS"
"OTU9561",1,1.36,1,2,"NS"
"OTU59",3,13.192,9,18,"Specialists"
"OTU60",2,1.384,1,2,"NS"
"OTU6417",2,4.098,2,7,"NS"
"OTU798",2,9.792,6,14,"Specialists"
"OTU2809",1,7.972,5,11,"Specialists"
"OTU8945",2,3.436,2,5,"NS"
"OTU9908",4,1.846,1,3,"Generalists"
"OTU6605",1,2.222,1,4,"NS"
"OTU12418",3,2.05,1,4,"NS"
"OTU11051",3,1.664,1,3,"NS"
"OTU1784",2,15.632,11,21,"Specialists"
"OTU6919",1,2.168,1,4,"NS"
"OTU2324",10,6.856,4,10,"NS"
"OTU1805",1,1.392,1,2,"NS"
"OTU9979",1,5.506,3,9,"Specialists"
"OTU2466",1,1.902,1,3,"NS"
"OTU1703",8,10.644,7,15,"NS"
"OTU5173",2,2.16,1,4,"NS"
"OTU2695",4,15.11,11,20,"Specialists"
"OTU12136",1,1.384,1,2,"NS"
"OTU5409",7,3.408,2,6,"Generalists"
"OTU4186",3,1.836,1,3,"NS"
"OTU12419",1,1.406,1,2,"NS"
"OTU2476",1,8.094,5,12,"Specialists"
"OTU4983",1,3.55,2,5.52499999999998,"Specialists"
"OTU2944",1,7.122,4,11,"Specialists"
"OTU2452",1,9.04,6,13,"Specialists"
"OTU3106",1,2.628,1,4,"NS"
"OTU8669",1,2.34,1,4,"NS"
"OTU5285",1,1.674,1,3,"NS"
"OTU922",1,2.134,1,4,"NS"
"OTU8155",1,2.344,1,4,"NS"
"OTU6310",1,3.218,1,5,"NS"
"OTU12143",1,1.424,1,2,"NS"
"OTU477",2,1.402,1,2,"NS"
"OTU266",4,2.432,1,4,"NS"
"OTU4028",1,1.4,1,2,"NS"
"OTU7204",7,2.532,1,4,"Generalists"
"OTU11138",1,1.92,1,3,"NS"
"OTU3807",1,1.388,1,2,"NS"
"OTU3242",1,25.646,19.475,32,"Specialists"
"OTU3882",3,3.006,1,5,"NS"
"OTU52",1,2.082,1,4,"NS"
"OTU6624",8,6.972,4,10,"NS"
"OTU6485",2,2.664,1,4.52499999999998,"NS"
"OTU5331",1,1.388,1,2,"NS"
"OTU5581",1,4.21,2,7,"Specialists"
"OTU239",3,2.128,1,4,"NS"
"OTU3570",1,1.368,1,2,"NS"
"OTU1191",2,1.4,1,2,"NS"
"OTU7296",4,4.528,2,7.52499999999998,"NS"
"OTU4207",3,4.382,2,7,"NS"
"OTU6761",2,1.378,1,2,"NS"
"OTU145",3,2.81,1,5,"NS"
"OTU11799",1,2.806,1,5,"NS"
"OTU276",1,1.36,1,2,"NS"
"OTU8375",6,2.978,1,5,"Generalists"
"OTU824",2,3.362,2,6,"NS"
"OTU11964",5,3.138,1,5,"NS"
"OTU8061",2,2.024,1,3,"NS"
"OTU11277",2,9.662,6,14,"Specialists"
"OTU1318",3,1.678,1,3,"NS"
"OTU3007",5,5.27,3,8,"NS"
"OTU3270",17,9.554,6,13,"Generalists"
"OTU3066",1,8.13,5,12,"Specialists"
"OTU2927",1,6.162,3,9.52499999999998,"Specialists"
"OTU5492",1,2.838,1,5,"NS"
"OTU6705",1,2.886,1,5,"NS"
"OTU1237",8,6.838,4,10,"NS"
"OTU6848",2,2.41,1,4,"NS"
"OTU5455",4,3.458,2,5.52499999999998,"NS"
"OTU7378",2,2.024,1,4,"NS"
"OTU402",2,1.426,1,2,"NS"
"OTU374",2,12.05,8,16,"Specialists"
"OTU11331",2,1.646,1,3,"NS"
"OTU5578",2,2.708,1,4,"NS"
"OTU1486",1,17.48,12,23,"Specialists"
"OTU2470",3,8.732,5,13,"Specialists"
"OTU2843",3,3.94,2,6,"NS"
"OTU10104",1,2.218,1,4,"NS"
"OTU8928",1,1.696,1,3,"NS"
"OTU10954",1,2.406,1,4,"NS"
"OTU9124",1,2.078,1,4,"NS"
"OTU9004",1,1.428,1,2,"NS"
"OTU1295",1,5.584,3,8,"Specialists"
"OTU2106",1,1.418,1,2,"NS"
"OTU10562",1,1.408,1,2,"NS"
"OTU945",1,1.392,1,2,"NS"
"OTU10948",1,1.9,1,3,"NS"
"OTU1519",1,2.396,1,4,"NS"
"OTU7375",3,2.466,1,4,"NS"
"OTU5151",1,15.394,10,21,"Specialists"
"OTU3904",2,3.09,1,5,"NS"
"OTU4595",2,8.84,5,13,"Specialists"
"OTU5552",1,2.612,1,4,"NS"
"OTU2308",2,2.326,1,4,"NS"
"OTU7068",3,3.166,1,5,"NS"
"OTU3215",1,1.394,1,2,"NS"
"OTU6581",1,2.568,1,4,"NS"
"OTU3837",1,3.344,2,5,"Specialists"
"OTU714",1,2.18,1,4,"NS"
"OTU12761",1,3.428,2,6,"Specialists"
"OTU7426",1,2.204,1,4,"NS"
"OTU451",1,1.668,1,3,"NS"
"OTU1411",1,1.392,1,2,"NS"
"OTU4358",1,2,1,3,"NS"
"OTU11209",1,1.368,1,2,"NS"
"OTU887",2,1.388,1,2,"NS"
"OTU1858",2,11.498,7.475,16,"Specialists"
"OTU2318",1,16.324,11,22,"Specialists"
"OTU12116",1,3.134,1,5,"NS"
"OTU6636",1,2.892,1,5,"NS"
"OTU11212",1,2.168,1,4,"NS"
"OTU7318",3,2.272,1,4,"NS"
"OTU2954",1,1.398,1,2,"NS"
"OTU5870",1,3.004,1,5,"NS"
"OTU7393",1,1.886,1,3,"NS"
"OTU5522",1,3.442,2,6,"Specialists"
"OTU1566",3,3.556,2,6,"NS"
"OTU393",1,1.38,1,2,"NS"
"OTU3161",1,1.648,1,3,"NS"
"OTU2583",1,2.038,1,3,"NS"
"OTU3112",1,10.08,7,15,"Specialists"
"OTU851",1,1.412,1,2,"NS"
"OTU2777",1,4.488,2,7,"Specialists"
"OTU11632",2,1.656,1,3,"NS"
"OTU8697",2,2.572,1,4,"NS"
"OTU1018",1,1.354,1,2,"NS"
"OTU1985",2,1.382,1,2,"NS"
"OTU4667",1,3.578,2,6,"Specialists"
"OTU9675",1,3.812,2,6,"Specialists"
"OTU10064",1,1.404,1,2,"NS"
"OTU8457",2,3.654,2,6,"NS"
"OTU12493",1,1.674,1,3,"NS"
"OTU2213",7,6.136,3,9,"NS"
"OTU6393",2,3.034,1,5,"NS"
"OTU12742",2,1.672,1,3,"NS"
"OTU6552",9,9.202,5.475,13,"NS"
"OTU12467",3,2.048,1,3,"NS"
"OTU7181",1,1.674,1,3,"NS"
"OTU9141",2,1.894,1,3,"NS"
"OTU1131",4,2.382,1,4,"NS"
"OTU4565",2,5.752,3,9,"Specialists"
"OTU9285",3,2.826,1,5,"NS"
"OTU9762",2,1.984,1,3,"NS"
"OTU12468",3,1.992,1,3.52499999999998,"NS"
"OTU9766",1,1.406,1,2,"NS"
"OTU4379",8,4.856,3,8,"NS"
"OTU319",1,1.388,1,2,"NS"
"OTU4706",2,4.468,2,7,"NS"
"OTU6748",5,3.038,1,5,"NS"
"OTU8409",2,1.392,1,2,"NS"
"OTU8617",1,2.534,1,4,"NS"
"OTU101",7,5.4,3,8,"NS"
"OTU7132",1,3.084,1,5,"NS"
"OTU11506",3,2.048,1,3,"NS"
"OTU5495",2,4.61,2,7,"NS"
"OTU8636",1,2.51,1,4,"NS"
"OTU3446",3,9.47,6,13,"Specialists"
"OTU805",2,1.644,1,3,"NS"
"OTU4143",2,6.904,4,11,"Specialists"
"OTU9362",1,1.39,1,2,"NS"
"OTU7537",3,2.566,1,4,"NS"
"OTU1365",7,11.428,7.475,16,"Specialists"
"OTU7336",2,1.706,1,3,"NS"
"OTU11156",1,4.232,2,7,"Specialists"
"OTU11248",1,1.652,1,3,"NS"
"OTU2270",10,11.372,7,16,"NS"
"OTU11603",1,1.394,1,2,"NS"
"OTU3697",1,7.088,4,10,"Specialists"
"OTU7821",1,4.398,2,7.52499999999998,"Specialists"
"OTU589",1,2.496,1,4,"NS"
"OTU8985",1,2.208,1,4,"NS"
"OTU8035",1,2.592,1,4,"NS"
"OTU10041",1,1.384,1,2,"NS"
"OTU3597",1,1.708,1,3,"NS"
"OTU7180",2,2.036,1,4,"NS"
"OTU12627",1,1.696,1,3,"NS"
"OTU6648",3,2.328,1,4,"NS"
"OTU9026",1,1.422,1,2,"NS"
"OTU1001",2,2.162,1,4,"NS"
"OTU3232",2,1.682,1,3,"NS"
"OTU4255",3,3.81,2,6,"NS"
"OTU12351",2,1.362,1,2,"NS"
"OTU1116",1,19.13,14,25,"Specialists"
"OTU1158",1,1.97,1,3,"NS"
"OTU5370",3,1.626,1,3,"NS"
"OTU4315",1,2.914,1,5,"NS"
"OTU3322",5,8.162,5,11.525,"NS"
"OTU1451",2,1.402,1,2,"NS"
"OTU7216",1,2.044,1,4,"NS"
"OTU1508",1,1.4,1,2,"NS"
"OTU6637",2,3.968,2,6,"NS"
"OTU8156",1,1.41,1,2,"NS"
"OTU11895",1,1.4,1,2,"NS"
"OTU2821",3,10.994,7,15,"Specialists"
"OTU5420",1,3.546,2,6,"Specialists"
"OTU2457",1,11.724,7,16,"Specialists"
"OTU12025",1,1.84,1,3,"NS"
"OTU1236",12,24.216,19,30,"Specialists"
"OTU11984",1,1.414,1,2,"NS"
"OTU1053",1,1.876,1,3,"NS"
"OTU3387",3,3.502,2,6,"NS"
"OTU8117",1,1.856,1,3,"NS"
"OTU2022",2,16.39,12,22,"Specialists"
