"","rich_current_names","sobs","chao","shannonH","simpson_inv","simpsonD","simpsoneven","shannoneven"
"SRR13800970","SRR13800970",182,237.647058823529,3.35748278249963,0.922589441326012,0.0774105586739883,0.0709787603735739,0.645172649535085
"SRR13800969","SRR13800969",195,220.107142857143,3.57231265263032,0.941090253025364,0.0589097469746356,0.087051895341074,0.677472587083498
"SRR13800972","SRR13800972",213,313.625,3.18095574465259,0.89183484626963,0.10816515373037,0.0434043267987609,0.593318857904786
"SRR13800968","SRR13800968",199,236.935483870968,3.49536456629617,0.947178877648772,0.0528211223512279,0.0951347757195826,0.660336912767553
"SRR13800967","SRR13800967",182,212.441176470588,2.65647638842438,0.85217073094844,0.14782926905156,0.0371679135651351,0.510467520155433
"SRR13800966","SRR13800966",194,235.129032258065,3.33229014081577,0.92953993462314,0.0704600653768598,0.0731568889084596,0.632570209788694
"SRR13800965","SRR13800965",174,207.055555555556,3.18410606459335,0.898304147961152,0.101695852038848,0.0565128893810357,0.617187814419848
"SRR13800964","SRR13800964",177,237.055555555556,3.41364027780084,0.936088311138441,0.0639116888615586,0.0883988142820376,0.659494113224468
"SRR13800963","SRR13800963",169,216.3,3.05621402950209,0.895948867396797,0.104051132603203,0.0568678073488984,0.595764984718206
"SRR13800961","SRR13800961",192,241.038461538462,3.30693421874902,0.921218921796211,0.078781078203789,0.0661114756497816,0.628994223436389
"SRR13800960","SRR13800960",189,220.888888888889,3.49569025118016,0.945958436114969,0.0540415638850309,0.0979062208906737,0.6668941177697
"SRR13800933","SRR13800933",204,306.214285714286,3.60459169048868,0.946505569009611,0.0534944309903889,0.0916349738385747,0.677794351135557
"SRR13800932","SRR13800932",185,266.058823529412,3.4519751781741,0.940563504471109,0.0594364955288913,0.0909442146160503,0.661252852073987
"SRR13800935","SRR13800935",201,276.315789473684,3.32372172581877,0.888162537968033,0.111837462031967,0.0444853118777622,0.626726500444644
