rich_current_bac_names,sobs,chao,shannonH,simpson_inv,simpsonD,simpsoneven,shannoneven,rich_current_bac_names
X1351_1741,1318,2021.339056,5.667100954,0.979071218,0.020928782,0.036252724,0.788864552,X1351_1741
X1351_1742,956,1572.288462,5.185963889,0.980959761,0.019040239,0.054937603,0.755667613,X1351_1742
X1351_1743,1141,1930.592784,5.20471278,0.963118648,0.036881352,0.023763342,0.739341463,X1351_1743
X1351_1744,1068,1724.445652,4.95074709,0.942316585,0.057683415,0.016232215,0.709932824,X1351_1744
X1351_1745,1085,1871.923077,5.356868838,0.980661348,0.019338652,0.047658904,0.766434666,X1351_1745
X1351_1746,891,1569.099237,4.901054125,0.95302094,0.04697906,0.0238901,0.721555595,X1351_1746
X1351_1747,1071,1932.673077,5.224606299,0.977479623,0.022520377,0.041460533,0.748902756,X1351_1747
X1351_1748,1054,1790.5,5.209743925,0.973687294,0.026312706,0.036057356,0.748489031,X1351_1748
X1351_1749,759,1326.777778,4.180661753,0.900130071,0.099869929,0.01319239,0.630377056,X1351_1749
X1351_1750,924,1680.210526,5.03440372,0.974130773,0.025869227,0.041835463,0.737240591,X1351_1750
X1351_1751,867,1602.050847,5.041343526,0.981363932,0.018636068,0.061890874,0.745205393,X1351_1751
X1351_1752,1059,1870.841772,5.172795492,0.967431778,0.032568222,0.028994123,0.742675638,X1351_1752
X1351_1753,1265,2100.373134,5.495735716,0.973624313,0.026375687,0.029971308,0.769406204,X1351_1753
X1351_1754,914,1590.874074,5.164300289,0.982781561,0.017218439,0.063541874,0.757469731,X1351_1754
X1351_1755,816,1342.943548,5.10982037,0.985477151,0.014522849,0.084383592,0.762157602,X1351_1755
X1351_1756,876,1384.938356,5.104317531,0.981548721,0.018451279,0.061868477,0.753364093,X1351_1756
X1351_1757,820,1260.443548,5.02851294,0.975177699,0.024822301,0.049129701,0.749483506,X1351_1757
X1351_1758,1003,1549.060606,5.419340313,0.983409071,0.016590929,0.060093621,0.784189805,X1351_1758
X1351_1759,1107,1965.697674,5.250357327,0.979992257,0.020007743,0.045149638,0.749044231,X1351_1759
X1351_1760,1171,1991.516304,5.632612584,0.987753985,0.012246015,0.0697346,0.797186641,X1351_1760
X1351_1761,1062,1796.921348,4.954100796,0.968527686,0.031472314,0.029918982,0.710988139,X1351_1761
X1351_1762,1322,2229.5,5.835216403,0.987360367,0.012639633,0.059845858,0.811923858,X1351_1762
X1351_1763,1073,1729.508287,5.273872164,0.979641856,0.020358144,0.045778557,0.755762486,X1351_1763
X1351_1764,999,1627.780645,5.222677231,0.975999112,0.024000888,0.041706832,0.756169489,X1351_1764
X1351_1765,1184,2098.931818,5.608948975,0.98718987,0.01281013,0.065931774,0.792599034,X1351_1765
X1351_1766,1242,2297.890244,5.747754978,0.987442404,0.012557596,0.064116807,0.806761529,X1351_1766
X1351_1767,1356,2274.133971,5.812519158,0.987999605,0.012000395,0.061453237,0.80591817,X1351_1767
X1351_1768,1215,1952.512438,5.633694692,0.984532024,0.015467976,0.05320963,0.793198902,X1351_1768
X1351_1769,1106,1789.044693,5.155179352,0.958289213,0.041710787,0.021676866,0.735560468,X1351_1769
X1351_1770,823,1561.888889,4.667803673,0.965495181,0.034504819,0.03521441,0.695342489,X1351_1770
X1351_1771,1129,1786.33871,5.547741847,0.98485091,0.01514909,0.058468172,0.789254906,X1351_1771
X1351_1772,1421,2541.473214,5.708456421,0.984719012,0.015280988,0.046052636,0.786384502,X1351_1772
X1351_1773,1026,1812.398734,5.087573483,0.975288123,0.024711877,0.039440909,0.733775145,X1351_1773
X1351_1774,1303,2050.786957,5.60443243,0.983815392,0.016184608,0.047419111,0.781386039,X1351_1774
X1351_1775,963,1592.786585,4.924495102,0.96780954,0.03219046,0.032258675,0.716805941,X1351_1775
X1351_1776,1194,1936.940299,5.355628781,0.975647832,0.024352168,0.034392048,0.755904048,X1351_1776
X1351_1777,940,1338.577143,5.321321084,0.985125089,0.014874911,0.071518396,0.777302725,X1351_1777
X1351_1778,1163,1912.076923,5.593016696,0.987420368,0.012579632,0.068352175,0.792351371,X1351_1778
X1351_1779,1499,2401.211321,6.0040038,0.990602752,0.009397248,0.070990079,0.821054342,X1351_1779
X1351_1780,793,1442.8,4.95647891,0.977450234,0.022549766,0.055922268,0.742452091,X1351_1780
X1351_1781,1444,2279.171315,5.669786185,0.98003799,0.01996201,0.034691936,0.779333593,X1351_1781
X1351_1782,1393,2277.137931,5.801385929,0.988745333,0.011254667,0.063784658,0.801383292,X1351_1782
X1351_1783,1127,1938.581522,5.179827839,0.969977172,0.030022828,0.029554559,0.73709919,X1351_1783
X1351_1784,1335,2238.124444,5.71452439,0.986936701,0.013063299,0.05734108,0.794049363,X1351_1784
X1351_1785,1349,2289.665198,5.461915168,0.979801653,0.020198347,0.036700521,0.75785002,X1351_1785
X1351_1786,1274,2252.373206,5.2447826,0.972362109,0.027637891,0.028400479,0.73354456,X1351_1786
X1351_1787,1079,1963.293785,4.829015512,0.96254222,0.03745778,0.024742098,0.691460587,X1351_1787
X1351_1788,1051,1914.282209,4.862599412,0.966863485,0.033136515,0.028713786,0.698900647,X1351_1788
X1351_1789,1199,2034.373134,5.394109698,0.982791675,0.017208325,0.048466561,0.76088654,X1351_1789
X1351_1790,1428,2383.641975,5.755300975,0.986735055,0.013264945,0.052791785,0.792301362,X1351_1790
X1351_1791,1619,2698.029851,6.101290325,0.990321244,0.009678756,0.063816591,0.825663106,X1351_1791
X1351_1792,1261,2066.423256,5.665177742,0.987655312,0.012344688,0.06423989,0.793480008,X1351_1792
X1351_1793,1363,2517.56422,5.342543157,0.974601809,0.025398191,0.028886928,0.740226537,X1351_1793
X1351_1794,1458,2520.763052,5.588083776,0.98340829,0.01659171,0.041338177,0.767085951,X1351_1794
X1351_1795,957,1707.5,4.954381221,0.975906131,0.024093869,0.043369211,0.721812811,X1351_1795
X1351_1796,1446,2417.468504,5.507676966,0.977133034,0.022866966,0.030242881,0.756907067,X1351_1796
X1351_1797,1550,2531.482353,6.035329555,0.989521476,0.010478524,0.061569866,0.821579249,X1351_1797
X1351_1798,1355,2264.264317,5.614879784,0.982070157,0.017929843,0.041160838,0.778594691,X1351_1798
X1351_1799,1328,2413.950893,5.333892723,0.97769065,0.02230935,0.033753205,0.741701333,X1351_1799
X1351_1800,1248,2105.025,5.52471655,0.984977385,0.015022615,0.053338385,0.774931403,X1351_1800
X1351_1801,1222,2030.514151,5.215328413,0.975419606,0.024580394,0.033292005,0.733701363,X1351_1801
X1351_1802,1668,2868.433213,6.079068676,0.991279709,0.008720291,0.068750043,0.819349892,X1351_1802
X1351_1803,1298,2076.836066,5.431297683,0.983416352,0.016583648,0.046456365,0.757653226,X1351_1803
X1351_1804,1305,2285.876923,5.765030004,0.987024112,0.012975888,0.059054418,0.803605171,X1351_1804
X1351_1805,1713,3218.003704,6.039836401,0.989531029,0.010468971,0.055762036,0.81115165,X1351_1805
X1351_1806,1068,1866.561497,4.671982248,0.936584996,0.063415004,0.014765111,0.669958188,X1351_1806
X1351_1807,1683,2801.195572,6.373526835,0.994635864,0.005364136,0.110768454,0.858002282,X1351_1807
X1351_1808,1813,2976.951613,6.482398571,0.996116546,0.003883454,0.142031301,0.864004366,X1351_1808
X1351_1809,1910,3149.297297,6.516450598,0.995744061,0.004255939,0.123018728,0.862550977,X1351_1809
X1351_1810,1844,2885.888218,6.528773148,0.995924282,0.004075718,0.133056138,0.868223432,X1351_1810
X1351_1811,1682,2874.992754,6.183923276,0.992497157,0.007502843,0.079240675,0.832544521,X1351_1811
X1351_1812,1738,2719.3375,6.373535564,0.995206599,0.004793401,0.120034612,0.854305187,X1351_1812
X1351_1813,1850,3139.654605,6.579704885,0.996919416,0.003080584,0.175466923,0.87461871,X1351_1813
X1351_1814,1806,3020.375,6.389922966,0.994976175,0.005023825,0.110216784,0.852118145,X1351_1814
X1351_1815,1722,3105.375,6.235354916,0.993585493,0.006414507,0.0905323,0.836820919,X1351_1815
X1351_1816,1778,2961.468966,6.394887158,0.994965548,0.005034452,0.111716164,0.854560776,X1351_1816
X1351_1817,1634,2807,6.081084133,0.990303312,0.009696688,0.063113829,0.821902932,X1351_1817
X1351_1818,1839,3306.040404,6.291954008,0.993077909,0.006922091,0.078556291,0.837032469,X1351_1818
X1351_1819,1753,3143.454545,6.245042797,0.993450492,0.006549508,0.087098248,0.83611898,X1351_1819
X1351_1820,1670,2930.71161,6.19411156,0.99359568,0.00640432,0.093499763,0.8347208,X1351_1820
X1351_1821,1828,3111.508039,6.410763592,0.995125027,0.004874973,0.112215182,0.853519183,X1351_1821
X1351_1822,1521,2702.431452,5.771445172,0.985085683,0.014914317,0.044082622,0.787682279,X1351_1822
X1351_1823,1809,3039.603175,6.286282578,0.993625094,0.006374906,0.086713685,0.838111841,X1351_1823
X1351_1826,1504,2779.69863,5.996968677,0.991875852,0.008124148,0.081841639,0.819718995,X1351_1826
X1351_1827,1941,3370.547771,6.54599869,0.995967596,0.004032404,0.127764572,0.864619535,X1351_1827
X1351_1828,1249,1879.5625,5.672814193,0.987682967,0.012317033,0.065002707,0.795615122,X1351_1828
X1351_1829,1779,3045.797386,6.251806764,0.993280337,0.006719663,0.08365204,0.835377907,X1351_1829
X1351_1830,1428,2187.135338,5.843984074,0.988249378,0.011750622,0.059595152,0.804509888,X1351_1830
X1351_1831,1302,2283.131455,5.558799853,0.983728544,0.016271456,0.047202238,0.775106784,X1351_1831
X1351_1832,1085,1946.772455,5.324894173,0.983503274,0.016496726,0.055869206,0.761859887,X1351_1832
X1351_1833,1011,1766.164557,5.152028995,0.978416346,0.021583654,0.045827258,0.744653267,X1351_1833
X1351_1834,1241,2336.582418,5.496928252,0.982763458,0.017236542,0.046749619,0.77164244,X1351_1834
X1351_1835,888,1652.335878,4.56784675,0.938106794,0.061893206,0.018194665,0.672833372,X1351_1835
X1351_1836,1153,2073.662921,5.277035407,0.979694991,0.020305009,0.042713732,0.748502653,X1351_1836
X1351_1837,1091,1743.148148,5.285268193,0.979562116,0.020437884,0.044847612,0.755594216,X1351_1837
X1351_1838,1063,1767.13253,5.318197031,0.984773003,0.015226997,0.061780648,0.763138357,X1351_1838
X1351_1839,990,1692.814371,5.029853433,0.973738108,0.026261892,0.038462614,0.729206812,X1351_1839
X1351_1840,1132,1918.914439,5.228532474,0.972833072,0.027166928,0.032517192,0.743561556,X1351_1840
X1351_1841,1342,2244.365145,5.592115357,0.985975378,0.014024622,0.053132018,0.776476025,X1351_1841
X1351_1842,1173,1967.9375,5.390652317,0.981792069,0.018207931,0.046821076,0.762757655,X1351_1842
X1351_1843,1496,2555.619433,6.076902159,0.993458725,0.006541275,0.102189437,0.831251004,X1351_1843
X1351_1844,1311,2229.42723,5.768995954,0.989118527,0.010881473,0.070098643,0.803644132,X1351_1844
X1351_1845,1593,2635.25,6.119900494,0.99251719,0.00748281,0.083891798,0.829999975,X1351_1845
X1351_1846,1171,1709.636364,5.607689699,0.984302357,0.015697643,0.054401223,0.793659292,X1351_1846
X1351_1847,1428,2682.754902,5.863065288,0.988962101,0.011037899,0.063443243,0.807136696,X1351_1847
X1351_1848,1455,2653.380282,6.0118472,0.992247458,0.007752542,0.088652881,0.825490093,X1351_1848
X1351_1849,1331,2285.004739,5.728242714,0.984050874,0.015949126,0.047106957,0.796287586,X1351_1849
X1351_1850,1550,2554.130435,6.066155783,0.993195906,0.006804094,0.094819578,0.825775572,X1351_1850
X1351_1851,1212,2088.015544,5.611973925,0.988746359,0.011253641,0.073316938,0.790415838,X1351_1851
X1351_1852,1351,2277.55,5.883295161,0.991664654,0.008335346,0.088801643,0.816149444,X1351_1852
X1351_1853,1168,2113.005848,5.255243768,0.977134133,0.022865867,0.037442901,0.744047562,X1351_1853
X1351_1854,1042,2001.924528,4.949144661,0.974858716,0.025141284,0.038171992,0.712220156,X1351_1854
X1351_1855,1444,2753,5.750833885,0.984213456,0.015786544,0.043867789,0.790473907,X1351_1855
X1351_1856,1285,2331.84689,5.315515798,0.978559628,0.021440372,0.036296484,0.742544584,X1351_1856
X1351_1857,1455,2476.542857,5.831478459,0.987725646,0.012274354,0.055993596,0.80072356,X1351_1857
X1351_1858,991,1857.121019,4.36053253,0.943664392,0.056335608,0.01791197,0.632078992,X1351_1858
X1351_1859,1073,1890.612903,4.407277925,0.887327025,0.112672975,0.008271428,0.631576803,X1351_1859
X1351_1860,1427,2549.085714,5.719679993,0.988772499,0.011227501,0.062415568,0.787473555,X1351_1860
X1351_1861,1089,2341.454545,4.798692999,0.960712432,0.039287568,0.023373135,0.686212301,X1351_1861
X1351_1862,1391,2480.588745,5.637367779,0.983103744,0.016896256,0.042548318,0.778880981,X1351_1862
X1351_1863,756,1546.933884,3.697580793,0.913820538,0.086179462,0.0153488,0.557869299,X1351_1863
X1351_1864,1191,2284.04918,5.113715636,0.972852127,0.027147873,0.030928043,0.722016317,X1351_1864
X1351_1865,924,1926.346154,4.407640349,0.95804992,0.04195008,0.025798546,0.64545705,X1351_1865
X1351_1866,1664,2768.827586,6.23897872,0.994207018,0.005792982,0.103739589,0.84117512,X1351_1866
X1351_1867,1691,2756.45098,6.292412277,0.99494058,0.00505942,0.116884164,0.846542243,X1351_1867
X1351_1868,1602,2718.727969,6.131153295,0.993043072,0.006956928,0.089726343,0.830891251,X1351_1868
X1351_1869,1734,2928.081911,6.345516718,0.995334564,0.004665436,0.123611442,0.850812327,X1351_1869
X1351_1870,1784,3042.181818,6.399817171,0.99521791,0.00478209,0.117216147,0.854834743,X1351_1870
X1351_1871,1744,2937.680412,6.409416815,0.995691683,0.004308317,0.133090132,0.858718014,X1351_1871
X1351_1872,1585,2680.060729,6.254598119,0.994395423,0.005604577,0.112571356,0.84884769,X1351_1872
X1351_1873,1694,2910.961538,6.319411539,0.994874546,0.005125454,0.115173941,0.849971868,X1351_1873
X1351_1874,1516,2539.5,5.915722391,0.989140172,0.010859828,0.060740427,0.807736107,X1351_1874
X1351_1875,1728,2965.705224,6.396919727,0.99541682,0.00458318,0.126266853,0.858103292,X1351_1875
X1351_1876,1495,2567.83913,6.083035007,0.992516579,0.007483421,0.089383765,0.832166023,X1351_1876
X1351_1877,1575,2651.253968,6.22793731,0.994311726,0.005688274,0.1116192,0.845956042,X1351_1877
X1351_1878,1595,2653.122677,6.079180716,0.990891588,0.009108412,0.068832994,0.824337157,X1351_1878
X1351_1879,1430,2275.813278,6.086725247,0.993970486,0.006029514,0.115979619,0.837765346,X1351_1879
X1351_1880,1190,1963.504348,4.538089124,0.914581462,0.085418538,0.009837866,0.640818394,X1351_1880
X1351_1881,1567,2306.309701,6.286035611,0.9944875,0.0055125,0.115766366,0.854438693,X1351_1881
X1351_1882,1588,2488.095238,6.106331221,0.99288132,0.00711868,0.088460634,0.828512908,X1351_1882
X1351_1883,1720,2542.393293,6.384838114,0.994917763,0.005082237,0.114397517,0.857016097,X1351_1883
X1351_1884,1720,2873.917526,6.320319424,0.9946193,0.0053807,0.108051997,0.848355962,X1351_1884
X1351_1885,1624,2660.289474,6.220262187,0.994316392,0.005683608,0.108340252,0.84141198,X1351_1885
X1351_1886,1483,2473.815451,6.133695427,0.994338354,0.005661646,0.119101209,0.840022551,X1351_1886
X1351_1887,1667,2919.576642,6.046571669,0.988308157,0.011691843,0.051307566,0.815035754,X1351_1887
X1351_1888,1611,2626.56338,6.148414499,0.993121419,0.006878581,0.090241355,0.832598361,X1351_1888
X1351_1889,1566,2829.682927,6.049263859,0.992818608,0.007181392,0.088920035,0.822326497,X1351_1889
X1351_1890,1531,2500.609929,5.831167241,0.987825467,0.012174533,0.053650343,0.795121972,X1351_1890
X1351_1891,1596,2709.703704,6.172067485,0.99392126,0.00607874,0.103075043,0.836861483,X1351_1891
X1351_1892,1325,2235.484018,5.858698163,0.991731665,0.008268335,0.091277991,0.814934131,X1351_1892
X1351_1893,1601,2795.470588,6.166291303,0.994080397,0.005919603,0.105515462,0.835723858,X1351_1893
X1351_1894,1338,2073.02521,5.889976226,0.991147591,0.008852409,0.084427206,0.818173702,X1351_1894
X1351_1895,1531,2779.319672,5.987010649,0.992251684,0.007748316,0.084298041,0.816372352,X1351_1895
X1351_1896,1424,2369.692308,5.873058302,0.991678848,0.008321152,0.08439302,0.808824713,X1351_1896
X1351_1897,1331,2274.546256,5.267537742,0.968393443,0.031606557,0.023770852,0.73224462,X1351_1897
X1351_1898,1324,2411.586207,5.288249179,0.970133695,0.029866305,0.025288934,0.735662986,X1351_1898
X1351_1899,1456,2557.084337,5.459546477,0.96787147,0.03212853,0.02137705,0.749582657,X1351_1899
X1351_1900,1582,2628.791667,5.875701873,0.988421976,0.011578024,0.054595782,0.797630574,X1351_1900
X1351_1901,1295,2223.395652,5.232304391,0.961142132,0.038857868,0.019872443,0.730129807,X1351_1901
X1351_1902,652,1115.125,4.747388508,0.977338344,0.022661656,0.067680065,0.732616645,X1351_1902
X1351_1903,797,1207.88,4.887019194,0.972426189,0.027573811,0.045503508,0.731496108,X1351_1903
X1351_1904,944,1586.69375,4.88808924,0.968436611,0.031563389,0.033561733,0.713576527,X1351_1904
X1351_1905,1003,1626.585987,5.178774006,0.975288978,0.024711022,0.040346732,0.74937936,X1351_1905
X1351_1906,759,1354.057143,4.646640127,0.940154352,0.059845648,0.022015353,0.700639156,X1351_1906
X1351_1907,865,1485.320313,4.818776255,0.952221002,0.047778998,0.024196183,0.712549016,X1351_1907
X1351_1908,823,1366,5.01147169,0.974049934,0.025950066,0.046823265,0.746537224,X1351_1908
X1351_1909,829,1332.257576,4.938428153,0.976709832,0.023290168,0.051793212,0.734861067,X1351_1909
X1351_1910,823,1385.508065,5.009247435,0.979818119,0.020181881,0.060205827,0.746205887,X1351_1910
X1351_1911,798,1286.775,4.969282449,0.977499949,0.022500051,0.055694667,0.743669813,X1351_1911
X1351_1912,786,1242.176471,4.734867257,0.957471733,0.042528267,0.029915742,0.710199182,X1351_1912
X1351_1913,871,1453.022901,4.828781174,0.960004008,0.039995992,0.028705517,0.713299343,X1351_1913
X1351_1914,1256,2057.719577,5.926871273,0.993404808,0.006595192,0.120721024,0.830595706,X1351_1914
X1351_1915,1186,1963.765625,5.596629176,0.985615449,0.014384551,0.058616382,0.790669553,X1351_1915
X1351_1916,1011,1623.962264,5.281667289,0.983186489,0.016813511,0.05882886,0.763390657,X1351_1916
X1351_1917,994,1544.159509,5.357961939,0.986505315,0.013494685,0.074550551,0.776320769,X1351_1917
X1351_1918,1246,2155.142132,5.56925332,0.986936603,0.013063397,0.061436412,0.781354188,X1351_1918
X1351_1919,793,1360.375,4.76134845,0.966303523,0.033696477,0.037423321,0.713222668,X1351_1919
X1351_1922,987,1631.347826,5.068783224,0.971518538,0.028481462,0.035573007,0.735174156,X1351_1922
X1351_1923,1013,1625.890173,5.122778968,0.973726748,0.026273252,0.037573074,0.740214149,X1351_1923
X1351_1924,1239,1825.285714,5.914917979,0.99308839,0.00691161,0.116774884,0.830506634,X1351_1924
X1351_1925,1259,1935.883721,5.853289176,0.992555912,0.007444088,0.10669959,0.820009707,X1351_1925
X1351_1926,1268,2072.475962,5.83604643,0.991586526,0.008413474,0.093735781,0.816779039,X1351_1926
X1351_1927,1246,1943.602941,5.911210945,0.99354511,0.00645489,0.124334915,0.829330102,X1351_1927
X1351_1928,724,1254.472222,4.655609729,0.968470862,0.031529138,0.043807587,0.707024635,X1351_1928
X1351_1929,888,1542.888889,5.033967187,0.980398358,0.019601642,0.057450601,0.741491846,X1351_1929
X1351_1930,765,1248.897436,4.720147227,0.969586852,0.030413148,0.042981067,0.710878839,X1351_1930
X1351_1931,929,1415.554054,5.362460999,0.986858989,0.013141011,0.081913505,0.784661351,X1351_1931
X1351_1932,861,1282.964029,5.230715487,0.984938467,0.015061533,0.077113015,0.773992652,X1351_1932
X1351_1933,792,1459.95,4.849825567,0.973557228,0.026442772,0.047749391,0.726613373,X1351_1933
X1351_1934,835,1400.661538,4.885457184,0.977477693,0.022522307,0.053174162,0.726199445,X1351_1934
X1351_1935,691,1165.028037,4.256871782,0.950633682,0.049366318,0.029315089,0.651083014,X1351_1935
X1351_1936,998,1493.617647,5.560814564,0.989610817,0.010389183,0.096446855,0.805243735,X1351_1936
X1351_1937,1004,1589.333333,5.295579142,0.982890152,0.017109848,0.058213021,0.766170826,X1351_1937
X1351_1938,865,1368.173228,5.230800629,0.98520732,0.01479268,0.078151451,0.773474767,X1351_1938
X1351_1939,945,1485.006536,5.19578249,0.982890103,0.017109897,0.061847309,0.758377207,X1351_1939
X1351_1940,967,1658.212766,5.299284879,0.98359772,0.01640228,0.06304771,0.770894946,X1351_1940
X1351_1941,955,1656.219178,4.977328766,0.973910072,0.026089928,0.040135044,0.725377172,X1351_1941
X1351_1942,963,1458.784314,5.503247828,0.988018172,0.011981828,0.086666373,0.801048769,X1351_1942
X1351_1943,1093,1773.339506,5.530304034,0.985862999,0.014137001,0.064717623,0.790418149,X1351_1943
X1351_1944,1317,2206.720588,5.724215104,0.987112695,0.012887305,0.058918561,0.79689908,X1351_1944
X1351_1945,939,1500.471429,5.360107903,0.985703642,0.014296358,0.074491889,0.783090197,X1351_1945
X1351_1946,826,1375.084034,5.005052611,0.975027748,0.024972252,0.048479958,0.745177099,X1351_1946
X1351_1947,932,1534.02381,5.358339873,0.985286376,0.014713624,0.072922985,0.783688613,X1351_1947
X1351_1948,1051,1563.518519,5.546104049,0.983333314,0.016666686,0.05708842,0.79714066,X1351_1948
X1351_1949,912,1504.06993,5.073208347,0.978072712,0.021927288,0.050005785,0.744348052,X1351_1949
X1351_1950,1135,1832.348485,5.227528359,0.966926466,0.033073534,0.026639344,0.743139049,X1351_1950
X1351_1951,880,1456.978417,4.715969842,0.951135842,0.048864158,0.023255566,0.695578785,X1351_1951
X1351_615,1094,1737.28877,5.346471573,0.980343488,0.019656512,0.046502491,0.76404405,X1351_615
X1351_616,955,1500.331325,5.139942437,0.980309041,0.019690959,0.053177727,0.749075876,X1351_616
X1351_617,882,1414.279412,4.6604923,0.945216142,0.054783858,0.020695637,0.687166076,X1351_617
X1351_619,886,1436.774648,4.963011978,0.974100187,0.025899813,0.043578236,0.731283184,X1351_619
X1351_620,1041,1762.892857,5.279727894,0.983037832,0.016962168,0.056632784,0.759898635,X1351_620
X1351_621,723,1281.6,4.440692308,0.957298426,0.042701574,0.032390513,0.674527765,X1351_621
X1351_622,866,1396.221477,4.822107808,0.965295392,0.034704608,0.03327323,0.712919849,X1351_622
X1351_623,945,1480.565789,5.092354007,0.96948322,0.03051678,0.034676039,0.74328077,X1351_623
X1351_625,895,1445.344828,4.971101278,0.967734173,0.032265827,0.034628539,0.731385936,X1351_625
X1351_627,881,1421.02,4.706666774,0.955874055,0.044125945,0.025723501,0.694090367,X1351_627
X1351_628,837,1353.674074,4.864454656,0.966012561,0.033987439,0.035152491,0.722820479,X1351_628
X1351_630,893,1448.251748,5.112493025,0.981322181,0.018677819,0.059954582,0.752436217,X1351_630
X1351_631,1045,1494.5,5.294466111,0.979322848,0.020677152,0.046279962,0.761599486,X1351_631
X1351_632,780,1311.495495,4.929741259,0.976109023,0.023890977,0.053662572,0.740279873,X1351_632
X1351_633,1138,1785.603352,5.633793664,0.987588447,0.012411553,0.07079973,0.800592803,X1351_633
X1351_634,1224,2004.210526,5.734679984,0.987436345,0.012563655,0.065028327,0.806579073,X1351_634
X1351_635,1010,1703.37415,5.326084443,0.98417984,0.01582016,0.062584641,0.769920656,X1351_635
X1351_636,976,1445.218182,5.387610886,0.984911008,0.015088992,0.067903155,0.782689064,X1351_636
X1351_637,1094,1696.26776,5.535922023,0.988819796,0.011180204,0.081758505,0.791117698,X1351_637
X1351_638,1091,1838.148352,5.248181671,0.981550529,0.018449471,0.049681115,0.750292241,X1351_638
X1351_639,1238,2005.816964,5.516171911,0.986321161,0.013678839,0.059051389,0.774606988,X1351_639
X1351_640,1596,2710.04943,6.127467945,0.99308514,0.00691486,0.090611589,0.830814297,X1351_640
X1351_641,1596,2699.03125,6.126919735,0.992365797,0.007634203,0.082073584,0.830739966,X1351_641
X1351_642,1265,2145.530303,5.672547175,0.986187455,0.013812545,0.057231585,0.794159911,X1351_642
X1351_643,1404,2404.952586,5.874417697,0.991952318,0.008047682,0.088503832,0.810590917,X1351_643
X1351_644,1565,2569.503704,6.052772352,0.991385247,0.008614753,0.074172484,0.822874888,X1351_644
X1351_645,1543,2534.386364,5.96462174,0.989509066,0.010490934,0.061776019,0.81245452,X1351_645
X1351_646,1629,2831.03125,6.121793757,0.991383244,0.008616756,0.071241835,0.827747998,X1351_646
X1351_647,674,955.9811321,4.993024363,0.982466046,0.017533954,0.08461751,0.766597261,X1351_647
X1351_648,946,1521.073529,5.422545947,0.98828656,0.01171344,0.090245265,0.791353472,X1351_648
X1351_649,1002,1761.71831,5.377431147,0.984217927,0.015782073,0.063236558,0.778237793,X1351_649
X1351_651,974,1571.24183,5.24641602,0.982866211,0.017133789,0.059922182,0.762404075,X1351_651
X1351_652,768,1207.714286,5.10464965,0.9837754,0.0162246,0.08025365,0.768334016,X1351_652
X1351_666,798,1374.764706,4.654107617,0.96479074,0.03520926,0.035591001,0.69650284,X1351_666
X1351_667,627,1118.024096,4.289300278,0.951572774,0.048427226,0.032933878,0.665942537,X1351_667
X1351_668,886,1330.273885,4.833426832,0.95802957,0.04197043,0.026891985,0.712189247,X1351_668
X1351_669,751,1232.952381,4.671699527,0.971221713,0.028778287,0.046269534,0.705544981,X1351_669
X1351_671,673,1084.666667,4.655186839,0.965673252,0.034326748,0.04328648,0.714890802,X1351_671
X1351_673,766,1222.176471,4.694870033,0.955940774,0.044059226,0.029630185,0.706932879,X1351_673
X1351_677,1209,2076.356757,5.617622618,0.988935252,0.011064748,0.074753612,0.7914877,X1351_677
X1351_678,1156,1669.214286,5.591389381,0.987817943,0.012182057,0.07101033,0.792798885,X1351_678
X1351_680,849,1266.377622,5.19310753,0.984403937,0.015596063,0.075522671,0.77002698,X1351_680
X1351_681,1314,2101.336245,5.770675981,0.989853921,0.010146079,0.075007793,0.803622286,X1351_681
X1351_682,1355,2189.449339,5.86458256,0.990324859,0.009675141,0.076278724,0.813220054,X1351_682
X1351_683,1058,1749.880682,5.282584372,0.981593819,0.018406181,0.051351206,0.758541284,X1351_683
X1351_684,1160,1932.619318,5.592562066,0.987848505,0.012151495,0.070943448,0.792576976,X1351_684
X1351_690,1032,1604.87931,5.282727073,0.979668216,0.020331784,0.047658988,0.761281705,X1351_690
X1351_691,997,1593.181208,5.414213618,0.985890776,0.014109224,0.071088888,0.784128754,X1351_691
X1351_692,1298,2202.50495,5.868880469,0.991424286,0.008575714,0.089836955,0.818694993,X1351_692
X1351_693,1052,1710.6,5.443524538,0.985073737,0.014926263,0.063684415,0.782289992,X1351_693
X1351_694,1197,1777.701923,5.714466451,0.990028449,0.009971551,0.083780539,0.806265541,X1351_694
X1351_695,927,1570.507042,5.146125708,0.98023646,0.01976354,0.054582764,0.75324366,X1351_695
X1351_697,810,1377.081301,5.009895558,0.980097379,0.019902621,0.062030419,0.748076742,X1351_697
X1351_700,670,1035.776699,4.640854264,0.965593879,0.034406121,0.043379993,0.71317907,X1351_700
X1351_701,673,1075.3,4.64276643,0.973539981,0.026460019,0.05615582,0.712983416,X1351_701
X1351_702,648,991.7227723,4.559737421,0.964284842,0.035715158,0.043208821,0.704327218,X1351_702
X1351_703,515,768.7625,4.312562046,0.957877493,0.042122507,0.046097625,0.690654512,X1351_703
X1351_705,837,1196.160839,5.278862178,0.986332985,0.013667015,0.087418001,0.784398243,X1351_705
X1351_706,977,1610,5.332379185,0.985699782,0.014300218,0.071575234,0.774550007,X1351_706
X1351_707,1142,1819.530726,5.572023544,0.988330901,0.011669099,0.075040648,0.791420317,X1351_707
