"","SRR13801399","SRR13801186","SRR13801171","SRR13801400","SRR13801525","SRR13800997","SRR13801246","SRR13801475","SRR13801023","SRR13801012","SRR13801398","SRR13801333","SRR13801401","SRR13801146","SRR13801135","SRR13801476","SRR13801546","SRR13801070","SRR13801059","SRR13801489","SRR13801478","SRR13801335","SRR13801330","SRR13801329","SRR13801328","SRR13801279","SRR13801282","SRR13801277","SRR13801276","SRR13801274","SRR13801207","SRR13801203","SRR13801202","SRR13801200","SRR13801105","SRR13800981","SRR13800980","SRR13800978","SRR13800935","SRR13800930","SRR13800929","SRR13800928","SRR13800926","SRR13800925","SRR13800924","SRR13801157","SRR13801153","SRR13801152","SRR13801373","SRR13801372","SRR13801371","SRR13801410","SRR13801409","SRR13801408","SRR13801407","SRR13800940","SRR13800938","SRR13800937","SRR13800936","SRR13801151","SRR13801150","SRR13801149","SRR13801147","SRR13801145","SRR13801375","SRR13801445","SRR13801444","SRR13801441","SRR13801499","SRR13801054","SRR13801053","SRR13801051","SRR13801050","SRR13801049","SRR13801549"
"OTU135",0.0074191314670096,0.00514240506329114,0.00118717847249703,0.0368868670886076,0.00860789551795785,0.00781481847858344,0.00435514203701871,0.00445235975066785,0.0201800375902661,0.00979616069661587,0.019483730590446,0.00524337158686189,0,0,9.88924050632911e-05,0,0,0,0,0,0,0.020377881096053,0.0213586472856719,0.0127571202531646,0.00929588607594937,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0,0,0.0231499802136921,0.0289869410368025,0.00791139240506329,0.0108803165182987,0.0263027786017997,0.0200771437048759,0.0192821121328982,0,0,0,0,0,0.000197843505786923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0.014934230046484,0.00207735681076269,0.00425363537441883,0.00722200237435694,0.0016818361693708,0.00415471362152537,0
"OTU689",0.000296765258680384,0.000197784810126582,0,0.000395569620253165,0.000296823983377857,0.000296765258680384,0.000197961001682669,0,0.000296765258680384,9.89511181476351e-05,0.000791217485906439,0,0,0.00118682622885966,0.000197784810126582,0,0,0.000494462025316456,0,0,0,0.00079137402314769,9.88826263225551e-05,0.000296677215189873,0,0,0,0,0,0,0,0,0,0.018595450049456,0,0,0,0,0.00138504155124654,0.000296794618124258,9.88924050632911e-05,9.89119683481701e-05,0.000791061010580441,0.000395608742953219,0.000395530505290221,9.88924050632911e-05,0.000197863078749505,0,0,0.00464748343716009,0,0,0,0,0,9.89707046714173e-05,0.0207879627796476,0.000494608764467306,0.000989707046714173,0.000593354430379747,9.8872849515523e-05,0,0.0131631037212985,0.000989902989507028,0,0,0,0,0.00019780437147661,9.89217528934613e-05,0.000197843505786923,0.000296794618124258,9.89315393747527e-05,0,0.00800949273212696
"OTU50",0.00187951330497576,0.00138449367088608,0.000296794618124258,0.0044501582278481,0.00267141585040071,0.00207735681076269,0.00108878550925468,0.00217670921143762,0.00682560094964883,0.00336433801701959,0.00741766393037286,0.0016818361693708,0,0,0,0,0,0,0,0,0,0.00771589672568998,0.00652625333728864,0.00346123417721519,0.00286787974683544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009200633161852,0.0113771270280966,0.00178006329113924,0.00237388724035608,0.00929496687432018,0.00880229453070913,0.0057351923267082,0,0,0,0,0,0,0,0,0,0,9.89707046714173e-05,0.197584636705603,0,0,0.000296677215189873,0,0,0.000197941409342835,0,0,0,0,0,0.0040549896152705,0.000197843505786923,0.00148382629340192,0.00158290462999604,0.000296794618124258,0.000692452270254229,0
"OTU3018",0.001285982787615,0.00118670886075949,0.000395726157499011,0.00484572784810127,0.00425447709508262,0.00326441784548422,0.000296941502524003,0.00178094390026714,0.00692452270254229,0.00346328913516723,0.00712095737315795,0.00158290462999604,0,0,0,0,0,0,0,0,0,0.0043525571273123,0.00435083555819243,0.00405458860759494,0.00435126582278481,0,0,0,0,0,0,0.00178006329113924,0,0,0,0,0,0,0.00484764542936288,0.00643055005935892,0.0022745253164557,0.00336300692383778,0.00751507960051419,0.00553852240134507,0.00425195293186987,9.88924050632911e-05,0,9.89511181476351e-05,0,0,0,0,0,0,0,0.000197941409342835,0,0,0,0,0,0,0,0,0,0,0,0.000989119683481701,0.00454950054396202,0.00118706103472154,0.0030665743396973,0.00237435694499406,0.000791452314998021,0.000890295776041151,0
"OTU91",0.00187951330497576,0.000988924050632911,0.000296794618124258,0.00454905063291139,0.00247353319481547,0.00197843505786923,0.00118776601009601,0.00237459186702286,0.00534177465624691,0.00405699584405304,0.00741766393037286,0.00158290462999604,0,0,0,0,0,0,0,0,0,0.00553961816203383,0.00593295757935331,0.00346123417721519,0.00395569620253165,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0.00445191927186387,0.00652948159873368,0.00168117088607595,0.00276953511374876,0.00751507960051419,0.00593413114429829,0.00444971818451498,0,0.000197863078749505,0.0218681971106273,0.0187932739861523,0.000692178384257886,0.0151350281926996,0.000197784810126582,0,0,0.000296794618124258,0.00257323832145685,0.0070283112254999,0,0.000593824228028504,0.0212618670886076,0.00217520268934151,0.000197921820880752,0.000395882818685669,0,0,0,0,0,0.00514291365839185,0.000890295776041151,0.00207735681076269,0.00237435694499406,0.000890383854372774,0.000593530517360768,0
"OTU742",0.000296765258680384,0.000197784810126582,0.00761772853185596,0,0.014544375185515,0,0.00653271305552806,0,0.00603422692650114,0.0376014248961013,0.00168133715755118,0.00158290462999604,0,0,0.000197784810126582,0,0,0,0,9.8941327792619e-05,0,0,0,0,0,0,0,0,0,9.89315393747527e-05,0,0,0,0,0,0,0,0,9.89315393747527e-05,0,0.000494462025316456,0,0,0,0,0,0.000296794618124258,0.00039580447259054,9.89119683481701e-05,0,0,0,0,0.000494315373208107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524181584413016,0.0211692551192007,0,0,0.00277008310249307,0.00267088732812345,0
"OTU13116",0.000494608764467306,9.88924050632911e-05,9.89315393747527e-05,0.00089003164556962,0.000890471950133571,0.000296765258680384,0.000395922003365337,9.8941327792619e-05,0.000890295776041151,0.00108846229962399,0.000593413114429829,0.000395726157499011,0,0,0,0,0,0,0,9.8941327792619e-05,0,9.89217528934613e-05,9.88826263225551e-05,0.000296677215189873,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197863078749505,0.000395726157499011,0.000197784810126582,0.000692383778437191,0.00118659151587066,0.000593413114429829,0.000395530505290221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,9.89217528934613e-05,0.000494608764467306,0.000296794618124258,0,9.89217528934613e-05,0
"OTU177",0.00158274804629538,0.000395569620253165,0.000197863078749505,0.00524129746835443,0.00247353319481547,0.000989217528934613,0.00108878550925468,0.00108835460571881,0.00474824413888614,0.00277063130813378,0.00652754425872812,0.00148397309062129,0,0,0,0.0392564026500544,0.00959730879588404,0,0.080803085748195,9.8941327792619e-05,0,0.00464932238599268,0.00415307030554731,0.0021756329113924,0.00642800632911392,0.00306627101879327,0,0,0,0.00504550850811239,0,0,0,0,0,0,9.8872849515523e-05,0,0.00603482390185991,0.0210724178868223,0.151107594936709,0.00385756676557863,0.00978938000593296,0.00741766393037286,0.00563630970038564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484620710117694,0.000593530517360768,0.00148382629340192,0.00148397309062129,0.000395726157499011,0.000494608764467306,0.0929496687432018
"OTU7288",9.89217528934613e-05,9.88924050632911e-05,0,0,0.000197882655585238,0.000197843505786923,0,9.8941327792619e-05,0,0.00019790223629527,0.000296706557214914,0.000197863078749505,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,9.88826263225551e-05,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197863078749505,0,0,0.00029673590504451,9.88826263225551e-05,0.00019780437147661,0.000296647878967665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296706557214914,0,0.000296765258680384,9.89315393747527e-05,0.000197863078749505,9.89217528934613e-05,0
"OTU12774",0,0,0,9.88924050632911e-05,0,0,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0.000395608742953219,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89315393747527e-05,9.89315393747527e-05,0,0.00019782393669634,0,9.89021857383048e-05,0.000296647878967665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
