"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU4832",24,8.354,5,13,"Generalists"
"OTU11070",16,4.716,2,7,"Generalists"
"OTU1145",1,1.994,1,3,"NS"
"OTU969",6,5.032,3,8,"NS"
"OTU474",4,28.298,22,35,"Specialists"
"OTU570",2,1.746,1,3,"NS"
"OTU1306",5,24.552,19,30.525,"Specialists"
"OTU2148",3,2.15,1,4,"NS"
"OTU4881",2,1.446,1,2,"NS"
"OTU6334",1,3.2,1,5,"NS"
"OTU6330",3,2.88,1,5,"NS"
"OTU2134",11,9.52,6,13,"NS"
"OTU3291",8,4.412,2,7,"Generalists"
"OTU8989",7,5.792,3,9,"NS"
"OTU1586",1,1.41,1,2,"NS"
"OTU609",24,36.182,28.475,43,"Specialists"
"OTU1526",6,2.402,1,4,"Generalists"
"OTU264",33,17.726,12,23,"Generalists"
"OTU3097",5,3.56,2,6,"NS"
"OTU390",16,21.73,16,28,"NS"
"OTU1245",12,14.998,11,20,"NS"
"OTU4829",5,8.208,5,12,"NS"
"OTU3997",3,4.4,2,7,"NS"
"OTU1929",2,22.058,16,28.525,"Specialists"
"OTU11424",3,3.3,1.475,6,"NS"
"OTU340",3,1.814,1,3,"NS"
"OTU3879",10,6.622,4,10,"NS"
"OTU1823",2,3.57,2,6,"NS"
"OTU2613",2,12.61,8,18,"Specialists"
"OTU6858",7,7.596,4,11,"NS"
"OTU2051",2,3.636,2,6,"NS"
"OTU3560",2,6.512,4,10,"Specialists"
"OTU3246",12,6.594,4,10,"Generalists"
"OTU11147",21,5.814,3,9,"Generalists"
"OTU2159",2,15.87,11,21,"Specialists"
"OTU4256",42,33.554,26,41,"Generalists"
"OTU195",6,2.79,1,5,"Generalists"
"OTU1253",1,25.73,20,33,"Specialists"
"OTU203",30,20.722,15,27,"Generalists"
"OTU4534",28,9.374,6,13,"Generalists"
"OTU1108",24,24.178,18,31,"NS"
"OTU310",67,35.298,28.475,43,"Generalists"
"OTU2207",2,1.968,1,3,"NS"
"OTU3357",2,8.17,5,12,"Specialists"
"OTU1006",18,19.62,14,25,"NS"
"OTU3967",5,6.07,3,9,"NS"
"OTU180",7,2.448,1,4,"Generalists"
"OTU4573",6,5.654,3,9,"NS"
"OTU2140",7,3.968,2,6,"Generalists"
"OTU4588",8,3.322,1,5.52499999999998,"Generalists"
"OTU10570",10,3.3,2,5,"Generalists"
"OTU174",3,4.15,2,7,"NS"
"OTU2126",6,3.314,1,5.52499999999998,"Generalists"
"OTU1431",3,6.89,4,10,"Specialists"
"OTU12157",2,1.45,1,2,"NS"
"OTU5074",4,2.756,1,4,"NS"
"OTU140",5,2.524,1,4,"Generalists"
"OTU707",9,5.782,3,9,"NS"
"OTU784",11,5.434,3,8,"Generalists"
"OTU650",6,2.614,1,4,"Generalists"
"OTU3915",12,3.666,2,6,"Generalists"
"OTU10256",4,4.138,2,7,"NS"
"OTU11691",2,4.082,2,7,"NS"
"OTU132",6,3.1,1,5,"Generalists"
"OTU1697",5,3.084,1,5,"NS"
"OTU5826",3,1.692,1,3,"NS"
"OTU1027",5,5.888,3,9,"NS"
"OTU3674",10,6.192,3,10,"NS"
"OTU1040",2,4.782,2,8,"NS"
"OTU242",2,2.142,1,4,"NS"
"OTU12631",1,4.948,3,8,"Specialists"
"OTU311",48,25.796,20,33,"Generalists"
"OTU36",6,3.966,2,7,"NS"
"OTU2629",13,7.502,4,11,"Generalists"
"OTU3511",1,1.762,1,3,"NS"
"OTU3725",10,3.786,2,6,"Generalists"
"OTU246",13,4.476,2,7,"Generalists"
"OTU1950",22,8.056,5,12,"Generalists"
"OTU2639",2,1.794,1,3,"NS"
"OTU1571",4,8.168,5,12,"Specialists"
"OTU7218",1,2.33,1,4,"NS"
"OTU6887",1,3.202,2,5.52499999999998,"Specialists"
"OTU109",3,1.972,1,3,"NS"
"OTU9226",1,1.434,1,2,"NS"
"OTU3336",1,7.142,4,11,"Specialists"
"OTU6389",2,18.55,14,24,"Specialists"
"OTU1159",1,17.226,12,23,"Specialists"
"OTU13124",5,30.542,24,37,"Specialists"
"OTU1378",3,13.634,9,18,"Specialists"
"OTU3562",6,7.06,4,10,"NS"
"OTU218",13,57.294,48.475,66,"Specialists"
"OTU1897",5,12.724,9,18,"Specialists"
"OTU11232",1,1.456,1,2,"NS"
"OTU111",12,29.798,23,37,"Specialists"
"OTU1967",2,1.44,1,2,"NS"
"OTU294",4,2.718,1,4,"NS"
"OTU557",21,21.372,15.475,27,"NS"
"OTU2958",15,12.62,8,18,"NS"
"OTU1622",5,16.934,12,23,"Specialists"
"OTU3826",3,3.196,2,5,"NS"
"OTU1722",26,18.276,13,24,"Generalists"
"OTU4313",3,4.958,2,8,"NS"
"OTU2047",11,11.182,7,15,"NS"
"OTU12707",3,7.458,4.475,11,"Specialists"
"OTU6960",4,3.38,1,6,"NS"
"OTU12895",6,8.998,5,13,"NS"
"OTU696",4,9.694,6,14,"Specialists"
"OTU66",32,57.902,50,67.525,"Specialists"
"OTU676",24,29.554,23,37,"NS"
"OTU38",5,2.948,1,5,"NS"
"OTU730",11,7.368,4,11,"NS"
"OTU1465",2,4.424,2,7,"NS"
"OTU1666",11,13.202,9,18,"NS"
"OTU441",25,19.532,14,26,"NS"
"OTU842",9,33.914,27,41,"Specialists"
"OTU2163",10,8.05,4,12,"NS"
"OTU9970",2,1.396,1,2,"NS"
"OTU2915",6,3.5,2,6,"NS"
"OTU1607",2,7.878,4.475,12,"Specialists"
"OTU1043",1,4.902,2,8,"Specialists"
"OTU1924",2,2.15,1,4,"NS"
"OTU6570",4,2.306,1,4,"NS"
"OTU612",24,10.16,6,14,"Generalists"
"OTU349",10,7.854,4,12,"NS"
"OTU1679",19,24.376,18,31.525,"NS"
"OTU1148",5,2.63,1,4,"Generalists"
"OTU1616",3,2.01,1,3,"NS"
"OTU4880",3,3.042,1,5,"NS"
"OTU9733",9,4.078,2,7,"Generalists"
"OTU2154",3,4.906,3,8,"NS"
"OTU8690",17,4.966,2,8,"Generalists"
"OTU4982",2,1.388,1,2,"NS"
"OTU9578",2,1.414,1,2,"NS"
"OTU5110",7,4.428,2,7,"NS"
"OTU684",3,1.772,1,3,"NS"
"OTU80",4,1.912,1,3,"Generalists"
"OTU7646",3,1.786,1,3,"NS"
"OTU576",4,2.508,1,4,"NS"
"OTU93",6,3.002,1,5,"Generalists"
"OTU8923",3,2.23,1,4,"NS"
"OTU1767",3,19.074,13,25,"Specialists"
"OTU3642",1,1.758,1,3,"NS"
"OTU4202",2,5.546,3,8.52499999999998,"Specialists"
"OTU3534",1,5.844,3,9,"Specialists"
"OTU1182",11,7.756,5,11,"NS"
"OTU11233",4,3.28,1.475,5,"NS"
"OTU1794",5,3.076,1,5,"NS"
"OTU7273",3,2.15,1,4,"NS"
"OTU2210",9,5.038,2,8,"Generalists"
"OTU5369",1,1.694,1,3,"NS"
"OTU12708",2,1.458,1,2,"NS"
"OTU7789",2,2.88,1,5,"NS"
"OTU7183",2,1.458,1,2,"NS"
"OTU1214",4,16.14,11,22,"Specialists"
"OTU6132",1,3.324,2,5,"Specialists"
"OTU11686",3,1.956,1,3,"NS"
"OTU2040",3,3.066,1,5,"NS"
"OTU1127",2,15.332,10,21,"Specialists"
"OTU9928",4,2.204,1,4,"NS"
"OTU8229",14,12.958,9,18,"NS"
"OTU2149",23,13.514,9,19,"Generalists"
"OTU3057",16,31.148,24,38,"Specialists"
"OTU323",4,2.19,1,4,"NS"
"OTU12949",2,4.004,2,6,"NS"
"OTU124",3,1.762,1,3,"NS"
"OTU8287",5,4.178,2,6.52499999999998,"NS"
"OTU4438",1,3.23,1,5,"NS"
"OTU309",51,25.304,19,32,"Generalists"
"OTU921",5,4.122,2,7,"NS"
"OTU4461",7,5.272,3,8,"NS"
"OTU4224",9,3.634,2,6,"Generalists"
"OTU9530",1,2.172,1,4,"NS"
"OTU7918",3,2.118,1,4,"NS"
"OTU185",8,60.234,52,68.525,"Specialists"
"OTU8753",2,1.44,1,2,"NS"
"OTU3675",8,5.748,3,9,"NS"
"OTU2133",3,3.75,2,6,"NS"
"OTU593",3,8.408,5,12,"Specialists"
"OTU47",11,5.35,3,8,"Generalists"
"OTU10353",6,3.17,1,5,"Generalists"
"OTU343",1,26.736,20.475,33,"Specialists"
"OTU2949",2,2.136,1,4,"NS"
"OTU1597",9,4.726,2,8,"Generalists"
"OTU744",3,2.754,1,5,"NS"
"OTU987",2,1.484,1,2,"NS"
"OTU853",20,16.708,12,23,"NS"
"OTU3116",1,6.79,4,10,"Specialists"
"OTU2246",1,12.52,8.475,17,"Specialists"
"OTU11094",1,1.402,1,2,"NS"
"OTU4750",2,3.98,2,7,"NS"
"OTU5450",1,2.694,1,5,"NS"
"OTU6458",6,3.124,1,5,"Generalists"
"OTU65",5,4.694,2,8,"NS"
"OTU10447",1,1.45,1,2,"NS"
"OTU86",10,35.544,28,43,"Specialists"
"OTU4105",10,8.378,5,12,"NS"
"OTU3869",3,5.47,3,9,"NS"
"OTU5819",2,1.986,1,3,"NS"
"OTU6148",2,2.158,1,4,"NS"
"OTU11628",2,1.4,1,2,"NS"
"OTU158",2,2.832,1,5,"NS"
"OTU7599",2,2.73,1,4.52499999999998,"NS"
"OTU2279",6,11.896,8,16,"Specialists"
"OTU7842",3,5.09,2,8,"NS"
"OTU2846",7,8.972,5,12.525,"NS"
"OTU2538",2,21.54,16,28,"Specialists"
"OTU11386",2,2.196,1,4,"NS"
"OTU350",8,22.814,16.475,29,"Specialists"
"OTU978",1,18.84,13.475,25,"Specialists"
"OTU155",3,9.818,6,14,"Specialists"
"OTU77",9,4.008,2,7,"Generalists"
"OTU6467",1,4.278,2,7,"Specialists"
"OTU9345",5,3.014,1,5,"NS"
"OTU4875",26,6.002,3,9,"Generalists"
"OTU6676",3,3.796,2,6,"NS"
"OTU7835",1,1.412,1,2,"NS"
"OTU6944",4,2.758,1,5,"NS"
"OTU335",19,24.172,18,30,"NS"
"OTU2261",1,7.618,4,11,"Specialists"
"OTU2616",11,6.014,3,9.52499999999998,"Generalists"
"OTU12395",5,4.414,2,7,"NS"
"OTU1471",1,12.24,8,17.525,"Specialists"
"OTU7129",2,1.694,1,3,"NS"
"OTU6246",1,2.686,1,4.52499999999998,"NS"
"OTU2172",2,2.522,1,4,"NS"
"OTU12709",1,1.436,1,2,"NS"
"OTU948",5,24.088,18,30,"Specialists"
"OTU5509",11,2.992,1.475,5,"Generalists"
"OTU8335",1,2.222,1,4,"NS"
"OTU1189",1,1.458,1,2,"NS"
"OTU8870",24,23.72,17,31,"NS"
"OTU2012",2,8.336,5,12,"Specialists"
"OTU420",1,3.996,2,7,"Specialists"
"OTU904",2,22.2,16,28,"Specialists"
"OTU855",1,3.292,1,5,"NS"
"OTU1649",1,1.46,1,2,"NS"
"OTU12756",4,2.492,1,4,"NS"
"OTU1015",3,23.848,18,30,"Specialists"
"OTU958",8,11.356,7,16,"NS"
"OTU9769",1,1.424,1,2,"NS"
"OTU1076",2,21.578,16,27.525,"Specialists"
"OTU172",28,60.49,52.475,69,"Specialists"
"OTU1910",5,16.254,12,22,"Specialists"
"OTU3278",2,3.468,1,6,"NS"
"OTU12932",7,2.736,1,5,"Generalists"
"OTU1549",18,13.992,9,19,"NS"
"OTU770",9,25.502,19,32,"Specialists"
"OTU1608",2,12.93,9,17.525,"Specialists"
"OTU1242",2,22.04,16.475,28,"Specialists"
"OTU8659",16,6.7,4,10,"Generalists"
"OTU2678",1,5.774,3,9,"Specialists"
"OTU2874",9,4.368,2,7,"Generalists"
"OTU11585",9,5.536,3,8,"Generalists"
"OTU12937",1,1.462,1,2,"NS"
"OTU5622",4,4.6,2,7,"NS"
"OTU259",3,44.226,37,52,"Specialists"
"OTU1186",22,16.53,11.475,22,"NS"
"OTU2600",6,12.9,9,18,"Specialists"
"OTU4787",3,5.118,2.475,8,"NS"
"OTU326",2,2.834,1,5,"NS"
"OTU525",2,26.936,21,34,"Specialists"
"OTU2839",2,4.5,2,7,"NS"
"OTU12710",1,1.422,1,2,"NS"
"OTU7868",9,4.714,2.475,7,"Generalists"
"OTU2604",13,4.512,2,7,"Generalists"
"OTU1247",3,2.174,1,4,"NS"
"OTU2772",8,3.91,2,6,"Generalists"
"OTU8599",3,1.72,1,3,"NS"
"OTU3804",3,2.624,1,5,"NS"
"OTU4770",3,4.096,2,7,"NS"
"OTU3256",12,7.212,4,10.525,"Generalists"
"OTU3418",4,6.156,3,10,"NS"
"OTU2155",18,6.072,3,9,"Generalists"
"OTU6490",6,3.36,2,5,"Generalists"
"OTU5472",1,2.614,1,4.52499999999998,"NS"
"OTU1088",6,2.272,1,4,"Generalists"
"OTU2483",2,8.764,5,13,"Specialists"
"OTU6262",6,10.316,7,15,"Specialists"
"OTU7468",3,2.366,1,4,"NS"
"OTU2082",2,1.466,1,2,"NS"
"OTU10787",1,1.754,1,3,"NS"
"OTU13010",6,4.306,2,7,"NS"
"OTU2255",8,4.036,2,7,"Generalists"
"OTU12780",2,3.076,1,5,"NS"
"OTU6956",4,4.314,2,7,"NS"
"OTU10525",2,3.356,2,6,"NS"
"OTU425",9,2.934,1,5,"Generalists"
"OTU1180",2,1.462,1,2,"NS"
"OTU11931",5,2.494,1,4,"Generalists"
"OTU2050",3,11.852,8,16,"Specialists"
"OTU1462",1,2.612,1,5,"NS"
"OTU3148",5,6.352,3,9,"NS"
"OTU4201",1,20.506,15,27,"Specialists"
"OTU960",3,10.722,7,15,"Specialists"
"OTU4754",1,2.974,1,5,"NS"
"OTU2810",1,6.914,4,10,"Specialists"
"OTU735",29,28.246,21,36,"NS"
"OTU95",8,2.91,1,5,"Generalists"
"OTU7114",1,1.994,1,3,"NS"
"OTU333",17,7.472,4,11,"Generalists"
"OTU10114",1,1.944,1,3,"NS"
"OTU11109",1,1.43,1,2,"NS"
"OTU703",1,1.998,1,3,"NS"
"OTU3640",4,8.328,5,12,"Specialists"
"OTU4364",18,7.446,4,11,"Generalists"
"OTU1278",17,9.89,6,14,"Generalists"
"OTU4064",2,1.728,1,3,"NS"
"OTU144",4,3.706,2,6,"NS"
"OTU10430",4,16.588,11.475,22,"Specialists"
"OTU983",1,1.744,1,3,"NS"
"OTU9113",2,1.438,1,2,"NS"
"OTU84",14,41.794,34,50,"Specialists"
"OTU5960",4,2.354,1,4,"NS"
"OTU10962",2,1.45,1,2,"NS"
"OTU6325",3,1.742,1,3,"NS"
"OTU12973",3,1.736,1,3,"NS"
"OTU4384",1,4.234,2,7,"Specialists"
"OTU5438",1,7.042,4,10,"Specialists"
"OTU9730",1,1.758,1,3,"NS"
"OTU3538",1,1.73,1,3,"NS"
"OTU61",9,53.76,46,62,"Specialists"
"OTU9783",2,4.518,2,7,"NS"
"OTU1072",1,1.986,1,3,"NS"
"OTU8884",1,1.72,1,3,"NS"
"OTU1292",1,1.94,1,3,"NS"
"OTU2956",3,6.344,4,9.52499999999998,"Specialists"
"OTU5566",3,3.52,2,6,"NS"
"OTU2233",13,5.114,3,8,"Generalists"
"OTU1032",15,10.574,7,15,"NS"
"OTU2857",4,3.028,1,5,"NS"
"OTU989",2,1.712,1,3,"NS"
"OTU5458",4,4.856,2,7,"NS"
"OTU11610",10,4.962,2.475,8,"Generalists"
"OTU3802",16,5.476,3,8.52499999999998,"Generalists"
"OTU1838",3,4.73,2,7,"NS"
"OTU2612",10,9.498,6,14,"NS"
"OTU2850",4,8.648,5,13,"Specialists"
"OTU2029",3,2.29,1,4,"NS"
"OTU8605",1,1.734,1,3,"NS"
"OTU7535",2,2.368,1,4,"NS"
"OTU4430",13,22.07,16,29,"Specialists"
"OTU683",2,23.346,17,29.525,"Specialists"
"OTU3880",4,6.376,4,9.52499999999998,"NS"
"OTU4289",2,4.026,2,6,"NS"
"OTU543",1,1.976,1,3,"NS"
"OTU2157",1,3.98,2,6,"Specialists"
"OTU6329",1,2.922,1,5,"NS"
"OTU13080",1,1.484,1,2,"NS"
"OTU1819",4,13.046,9,17.525,"Specialists"
"OTU5956",1,2.602,1,4,"NS"
"OTU729",2,1.778,1,3,"NS"
"OTU4253",3,1.944,1,3,"NS"
"OTU1580",1,1.464,1,2,"NS"
"OTU415",18,15.704,11,21,"NS"
"OTU2267",1,14.344,10,19.525,"Specialists"
"OTU5624",1,2.794,1,5,"NS"
"OTU502",1,2.48,1,4,"NS"
"OTU8592",1,1.756,1,3,"NS"
"OTU2933",1,1.748,1,3,"NS"
"OTU2525",1,1.484,1,2,"NS"
"OTU1959",1,1.478,1,2,"NS"
"OTU8262",1,1.672,1,3,"NS"
"OTU1941",5,13.38,9,18,"Specialists"
"OTU2432",1,9.87,6,14,"Specialists"
"OTU902",23,8.562,5,12,"Generalists"
"OTU5301",1,4.042,2,6,"Specialists"
"OTU7700",1,2.126,1,4,"NS"
"OTU4964",5,3.87,2,6,"NS"
"OTU5756",1,2.11,1,4,"NS"
"OTU10548",1,2.024,1,3,"NS"
"OTU8468",1,1.794,1,3,"NS"
"OTU4634",6,4.568,2,7,"NS"
"OTU31",3,2.382,1,4,"NS"
"OTU8150",3,1.724,1,3,"NS"
"OTU7255",16,8.67,5,12.525,"Generalists"
"OTU1238",34,9.432,6,14,"Generalists"
"OTU1888",4,6.976,4,10,"NS"
"OTU11427",1,12.47,8,17,"Specialists"
"OTU7569",1,1.776,1,3,"NS"
"OTU1352",7,3.694,2,6,"Generalists"
"OTU1829",6,6.142,4,9,"NS"
"OTU1876",5,6.314,3,9,"NS"
"OTU9696",4,3.958,2,6,"NS"
"OTU2528",6,5.352,3,8,"NS"
"OTU4863",4,3.454,2,5,"NS"
"OTU1429",19,10.896,7,15,"Generalists"
"OTU6807",2,1.958,1,3,"NS"
"OTU4249",4,4.186,2,7,"NS"
"OTU8630",3,3.204,1,5,"NS"
"OTU6762",3,1.748,1,3,"NS"
"OTU7077",3,2.742,1,5,"NS"
"OTU788",2,1.976,1,3,"NS"
"OTU11941",4,17.854,12,23,"Specialists"
"OTU2000",19,7.87,4.475,12,"Generalists"
"OTU1334",52,26.956,21,34,"Generalists"
"OTU2375",4,2.246,1,4,"NS"
"OTU3434",5,4.454,2,7,"NS"
"OTU3468",2,3.188,1.475,5,"NS"
"OTU359",20,45.332,38,53,"Specialists"
"OTU7706",1,2.732,1,5,"NS"
"OTU1957",4,5.156,3,8,"NS"
"OTU1492",17,8.984,5,13,"Generalists"
"OTU6313",5,3.088,1,5,"NS"
"OTU2046",17,6.898,4,10.525,"Generalists"
"OTU1010",5,2.626,1,4,"Generalists"
"OTU9484",1,1.462,1,2,"NS"
"OTU2442",2,1.688,1,3,"NS"
"OTU2852",4,3.784,2,6,"NS"
"OTU910",56,28.102,22,35,"Generalists"
"OTU2962",2,5.446,3,8.52499999999998,"Specialists"
"OTU78",7,56.002,47,64,"Specialists"
"OTU1976",2,1.43,1,2,"NS"
"OTU3218",7,8.464,5,12,"NS"
"OTU3429",6,3.394,2,6,"NS"
"OTU10060",2,3.604,2,6,"NS"
"OTU2902",6,12.492,8,18,"Specialists"
"OTU7590",4,5.056,2.475,8,"NS"
"OTU1437",2,16.554,12,22,"Specialists"
"OTU138",6,2.698,1,5,"Generalists"
"OTU4401",3,2.348,1,4,"NS"
"OTU2578",1,2.894,1,5,"NS"
"OTU12705",2,1.444,1,2,"NS"
"OTU6154",3,3.146,2,5,"NS"
"OTU9371",2,1.728,1,3,"NS"
"OTU8900",1,1.958,1,3,"NS"
"OTU1217",2,21.362,16,28,"Specialists"
"OTU3022",20,50.318,42,59.525,"Specialists"
"OTU4848",6,3.612,2,6,"NS"
"OTU11128",3,1.738,1,3,"NS"
"OTU104",25,54.702,46,64,"Specialists"
"OTU5321",6,2.3,1,4,"Generalists"
"OTU6881",7,3.138,1,5,"Generalists"
"OTU8263",10,15.364,11,20.525,"Specialists"
"OTU2553",3,9.394,5,13,"Specialists"
"OTU10868",1,1.702,1,3,"NS"
"OTU7906",3,2.354,1,4,"NS"
"OTU8166",2,1.458,1,2,"NS"
"OTU353",1,13.524,9,19,"Specialists"
"OTU4291",5,5.032,3,8,"NS"
"OTU2836",2,2.162,1,4,"NS"
"OTU5136",2,1.772,1,3,"NS"
"OTU337",12,19.702,14.475,25.525,"Specialists"
"OTU2340",14,7.026,4,11,"Generalists"
"OTU7643",34,9.262,6,13,"Generalists"
"OTU8922",1,1.458,1,2,"NS"
"OTU1778",6,2.636,1,4,"Generalists"
"OTU667",5,3.018,1,5,"NS"
"OTU5268",1,1.748,1,3,"NS"
"OTU92",5,2.49,1,4,"Generalists"
"OTU296",6,6.062,3,9,"NS"
"OTU1705",5,14.428,9.475,19,"Specialists"
"OTU654",1,1.4,1,2,"NS"
"OTU5262",1,1.73,1,3,"NS"
"OTU529",2,1.426,1,2,"NS"
"OTU7082",4,2.936,1,5,"NS"
"OTU5429",2,5.824,3,9,"Specialists"
"OTU2609",25,29.886,23,37,"NS"
"OTU2464",4,2.99,1,5,"NS"
"OTU3819",3,3.792,2,6,"NS"
"OTU10231",5,6.526,3,10,"NS"
"OTU297",2,12.504,8,17,"Specialists"
"OTU2872",2,3.386,2,6,"NS"
"OTU4652",4,4.084,2,7,"NS"
"OTU6586",4,2.188,1,4,"NS"
"OTU585",3,44.662,37,53,"Specialists"
"OTU4187",22,9.602,6,14,"Generalists"
"OTU12757",1,1.436,1,2,"NS"
"OTU803",5,37.836,29.475,45.525,"Specialists"
"OTU7083",3,3.156,2,5,"NS"
"OTU966",1,1.452,1,2,"NS"
"OTU2006",5,27.542,21,34,"Specialists"
"OTU10236",1,3.094,1,5,"NS"
"OTU3874",1,1.692,1,3,"NS"
"OTU5923",10,3.866,2,6,"Generalists"
"OTU126",4,3.062,1,5,"NS"
"OTU379",2,4.934,2,8,"NS"
"OTU7548",2,2.326,1,4,"NS"
"OTU4710",2,2,1,3,"NS"
"OTU6305",1,1.42,1,2,"NS"
"OTU12504",2,9.362,6,13,"Specialists"
"OTU2935",2,2.358,1,4,"NS"
"OTU4503",2,4.324,2,7,"NS"
"OTU7890",1,1.744,1,3,"NS"
"OTU6909",4,6.418,3,9,"NS"
"OTU400",1,5.15,3,8,"Specialists"
"OTU13063",2,1.94,1,3,"NS"
"OTU8204",1,1.428,1,2,"NS"
"OTU2113",2,2.754,1,5,"NS"
"OTU1797",1,12.622,8,17,"Specialists"
"OTU1618",1,1.438,1,2,"NS"
"OTU587",14,9.982,6,14,"NS"
"OTU1019",2,14.372,10,19,"Specialists"
"OTU4682",10,4.746,2,8,"Generalists"
"OTU6027",1,6.558,3,10,"Specialists"
"OTU1730",11,14.362,10,20,"NS"
"OTU5310",1,1.776,1,3,"NS"
"OTU3676",3,7.882,4.475,11,"Specialists"
"OTU119",14,4.248,2,7,"Generalists"
"OTU6799",3,6.336,4,10,"Specialists"
"OTU2232",3,7.196,4,10.525,"Specialists"
"OTU3554",9,5.278,3,8,"Generalists"
"OTU9272",1,1.464,1,2,"NS"
"OTU2178",4,3.286,1,5,"NS"
"OTU1327",2,2.608,1,4,"NS"
"OTU1793",3,1.736,1,3,"NS"
"OTU6429",2,2.824,1,5,"NS"
"OTU12494",2,2.812,1,5,"NS"
"OTU435",3,5.122,2,8,"NS"
"OTU1168",4,6.832,4,10.525,"NS"
"OTU10777",7,7.236,4,11,"NS"
"OTU2893",1,4.206,2,7,"Specialists"
"OTU238",3,2.334,1,4,"NS"
"OTU8672",1,2.092,1,4,"NS"
"OTU418",6,13.152,9,18,"Specialists"
"OTU7425",5,2.954,1,5,"NS"
"OTU1380",2,4.436,2,7,"NS"
"OTU2552",1,3.788,2,6,"Specialists"
"OTU434",1,1.97,1,3,"NS"
"OTU1868",7,5.84,3,9,"NS"
"OTU3345",1,1.718,1,3,"NS"
"OTU1563",7,3.914,2,6,"Generalists"
"OTU7137",4,3.54,2,6,"NS"
"OTU6862",2,2.622,1,5,"NS"
"OTU295",50,18.28,12,24,"Generalists"
"OTU739",2,1.702,1,3,"NS"
"OTU3905",2,1.424,1,2,"NS"
"OTU10154",3,4.178,2,7,"NS"
"OTU4708",2,4.958,2,8,"NS"
"OTU3553",2,3.818,2,6,"NS"
"OTU2394",6,8.116,5,12,"NS"
"OTU779",4,2.192,1,4,"NS"
"OTU1184",1,3.644,2,6,"Specialists"
"OTU4424",1,2.814,1,5,"NS"
"OTU7135",1,3.858,2,6,"Specialists"
"OTU3355",1,1.716,1,3,"NS"
"OTU2150",6,7.138,4,11,"NS"
"OTU3361",2,2.336,1,4,"NS"
"OTU2773",13,4.242,2,7,"Generalists"
"OTU4668",4,3.422,2,5,"NS"
"OTU1075",5,4.818,2.475,8,"NS"
"OTU8689",1,2.33,1,4,"NS"
"OTU4086",3,1.752,1,3,"NS"
"OTU3332",2,2.148,1,4,"NS"
"OTU10504",1,1.762,1,3,"NS"
"OTU6556",4,12.428,8,18,"Specialists"
"OTU2064",9,10.508,7,15,"NS"
"OTU7038",3,8.222,5,12,"Specialists"
"OTU908",8,24.052,18,31,"Specialists"
"OTU64",5,5.148,3,8,"NS"
"OTU1503",3,3.488,2,6,"NS"
"OTU268",6,2.668,1,5,"Generalists"
"OTU282",4,11.778,8,17,"Specialists"
"OTU646",2,2.99,1,5,"NS"
"OTU1205",1,3.072,1,5,"NS"
"OTU2721",2,8.256,5,12,"Specialists"
"OTU3823",18,9.178,5,13,"Generalists"
"OTU795",45,16.878,12,22,"Generalists"
"OTU1387",10,12.758,8,18,"NS"
"OTU6383",7,4.576,2,7,"NS"
"OTU6131",14,7.614,4,11,"Generalists"
"OTU8334",2,1.71,1,3,"NS"
"OTU1779",28,8.652,5,12.525,"Generalists"
"OTU624",28,17.98,13,24,"Generalists"
"OTU9701",4,3.348,1.475,6,"NS"
"OTU5153",3,2.574,1,4,"NS"
"OTU507",9,2.95,1,5,"Generalists"
"OTU2707",4,4.988,2,8,"NS"
"OTU1882",5,5.874,3,9,"NS"
"OTU3872",2,1.39,1,2,"NS"
"OTU466",6,7.722,5,11,"NS"
"OTU9588",1,1.45,1,2,"NS"
"OTU1569",5,3.698,2,6,"NS"
"OTU5440",1,4.378,2,7,"Specialists"
"OTU1610",6,6.412,3,10,"NS"
"OTU9386",1,1.77,1,3,"NS"
"OTU5491",3,1.97,1,3,"NS"
"OTU304",11,24.818,19,31,"Specialists"
"OTU2020",1,1.758,1,3,"NS"
"OTU3910",1,5.658,3,9,"Specialists"
"OTU884",7,23.472,18,29.525,"Specialists"
"OTU4599",5,2.986,1,5,"NS"
"OTU1962",1,18.604,13,24,"Specialists"
"OTU1964",36,11.584,8,16,"Generalists"
"OTU2461",9,3.602,2,6,"Generalists"
"OTU2847",11,8.324,5,12,"NS"
"OTU3461",17,7.464,4,11,"Generalists"
"OTU6343",1,1.442,1,2,"NS"
"OTU3811",7,6.126,3,10,"NS"
"OTU468",3,1.738,1,3,"NS"
"OTU3406",1,2.444,1,4,"NS"
"OTU9168",9,3.228,1,5,"Generalists"
"OTU9286",3,12.252,7.475,17.525,"Specialists"
"OTU436",21,15.054,10,21,"NS"
"OTU2755",5,2.792,1,5,"NS"
"OTU6462",2,1.462,1,2,"NS"
"OTU2549",27,7.95,5,12,"Generalists"
"OTU4150",6,4.066,2,7,"NS"
"OTU1447",8,9.658,6,14,"NS"
"OTU8137",3,1.97,1,3,"NS"
"OTU928",1,1.454,1,2,"NS"
"OTU5999",14,15.682,11,21,"NS"
"OTU4529",24,7.23,4,11,"Generalists"
"OTU2901",8,5.718,3,9,"NS"
"OTU2220",4,11.048,7,15,"Specialists"
"OTU6084",8,4.23,2,7,"Generalists"
"OTU3808",3,1.788,1,3,"NS"
"OTU5060",3,2.76,1,5,"NS"
"OTU513",29,13.824,10,19,"Generalists"
"OTU9493",1,4.426,2,7,"Specialists"
"OTU2974",11,7.208,4,11,"NS"
