"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU3527",11,8.854,6,11,"NS"
"OTU3115",14,10.372,7,13,"Generalists"
"OTU3962",15,17.286,13,22,"NS"
"OTU10832",6,8.344,6,10,"NS"
"OTU14230",2,1.926,1,2,"NS"
"OTU2170",17,23.12,18,28,"Specialists"
"OTU5164",27,19.644,16,24,"Generalists"
"OTU2785",11,15.324,11,19.525,"NS"
"OTU831",104,50.17,43,57,"Generalists"
"OTU4934",14,15.028,11.475,19,"NS"
"OTU2613",8,6.574,5,8,"NS"
"OTU1184",10,12.27,9,16,"NS"
"OTU7443",30,17.47,13.475,21,"Generalists"
"OTU2384",8,7.086,5,9,"NS"
"OTU21751",12,9.918,7,12,"NS"
"OTU39172",4,3.648,2,4,"NS"
"OTU4457",13,14.2,11,17,"NS"
"OTU14671",2,2.83,2,3,"NS"
"OTU11897",10,8.286,6,11,"NS"
"OTU6696",14,14.756,11,18,"NS"
"OTU19883",34,25.364,20,31,"Generalists"
"OTU31606",7,10.874,8,14,"Specialists"
"OTU1803",25,20.058,16,24,"Generalists"
"OTU5574",10,9.926,8,12,"NS"
"OTU104",23,66.524,58.475,74.525,"Specialists"
"OTU2797",25,22.904,18,27,"NS"
"OTU1137",25,17.308,13,21,"Generalists"
"OTU10737",4,6.542,5,8,"Specialists"
"OTU3209",4,7.03,5,9,"Specialists"
"OTU15749",5,5.134,4,6,"NS"
"OTU9667",7,6.5,5,8,"NS"
"OTU51615",12,17.504,14,22,"Specialists"
"OTU31345",65,48.432,41,56,"Generalists"
"OTU3161",41,28.986,24,34,"Generalists"
"OTU83585",29,19.69,16,24,"Generalists"
"OTU4350",5,6.486,5,8,"NS"
"OTU16270",45,26.974,22,32,"Generalists"
"OTU11057",3,4.43,3,5,"NS"
"OTU9573",4,4.384,3,5,"NS"
"OTU7141",4,3.636,3,4,"NS"
"OTU17171",5,6.446,5,8,"NS"
"OTU37616",10,11.764,9,15,"NS"
"OTU15810",15,15.322,12,19,"NS"
"OTU4968",12,9.842,7,13,"NS"
"OTU949",46,34.46,29,40,"Generalists"
"OTU2248",44,33.15,27.475,39,"Generalists"
"OTU11409",2,1.938,1,2,"NS"
"OTU6173",19,20.436,16,25,"NS"
"OTU10363",2,2.764,2,3,"NS"
"OTU81681",2,1.924,1,2,"NS"
"OTU7746",33,20.82,16,25,"Generalists"
"OTU14690",14,10.354,8,13,"Generalists"
"OTU2108",37,40.03,34,47,"NS"
"OTU3114",18,16.434,13,20.525,"NS"
"OTU1946",7,18.33,14,22,"Specialists"
"OTU95136",2,2.796,2,3,"NS"
"OTU4842",9,7.062,5,9,"NS"
"OTU18914",5,5.142,4,6,"NS"
"OTU1586",9,9.376,7,12,"NS"
"OTU3506",8,7.062,5,9,"NS"
"OTU4535",12,13.176,10,17,"NS"
"OTU1942",5,10.63,8,13,"Specialists"
"OTU133",119,89.872,81,98,"Generalists"
"OTU2824",9,7.738,6,10,"NS"
"OTU291",14,16.468,13,20,"NS"
"OTU3978",3,3.644,2,4,"NS"
"OTU57790",2,1.932,1,2,"NS"
"OTU16351",2,1.936,1,2,"NS"
"OTU11993",3,2.78,2,3,"NS"
"OTU4400",86,81.506,73.475,90,"NS"
"OTU21604",3,2.762,2,3,"NS"
"OTU1515",20,28.264,23,34,"Specialists"
"OTU15252",3,3.642,2.475,4,"NS"
"OTU6900",1,1.918,1,2,"NS"
"OTU1439",44,31.94,27,38,"Generalists"
"OTU14524",14,11.322,8.475,14,"NS"
"OTU4415",56,40.056,34,46,"Generalists"
"OTU583",9,27.416,23,32.525,"Specialists"
"OTU2631",39,23.886,19.475,29,"Generalists"
"OTU19380",2,1.912,1,2,"NS"
"OTU3230",27,45.292,39,53,"Specialists"
"OTU6413",10,8.784,6,11,"NS"
"OTU9275",9,9.484,7,12,"NS"
"OTU9108",4,6.46,5,8,"Specialists"
"OTU455",3,13.006,10,16,"Specialists"
"OTU9027",3,3.632,2,4,"NS"
"OTU3051",3,4.396,3,5,"NS"
"OTU7004",5,5.076,3,6,"NS"
"OTU663",26,22.974,18,28,"NS"
"OTU5708",6,7.75,6,10,"NS"
"OTU8146",7,5.766,4,7,"NS"
"OTU17550",2,1.93,1,2,"NS"
"OTU4913",30,23.372,19,28,"Generalists"
"OTU6989",1,1.932,1,2,"NS"
"OTU871",40,39.596,33,47,"NS"
"OTU1870",50,43.416,37,51,"NS"
"OTU3319",24,17.27,14,21,"Generalists"
"OTU8896",32,25.736,21,31,"Generalists"
"OTU24217",6,6.492,5,8,"NS"
"OTU3258",9,9.014,7,11,"NS"
"OTU4730",2,1.95,1,2,"NS"
"OTU58323",45,36.9,31,43,"Generalists"
"OTU20925",5,7.1,5,9,"NS"
"OTU1022",21,21.196,17,25.525,"NS"
"OTU6295",87,52.504,45,59.525,"Generalists"
"OTU19294",2,2.8,2,3,"NS"
"OTU75604",18,12.608,10,16,"Generalists"
"OTU6470",19,16.85,13,21,"NS"
"OTU17105",3,2.784,2,3,"NS"
"OTU4841",31,25.3,21,31,"NS"
"OTU16667",2,1.934,1,2,"NS"
"OTU8277",7,12.942,10,16,"Specialists"
"OTU7190",7,7.11,5,9,"NS"
"OTU21333",36,27.62,22,33,"Generalists"
"OTU261",67,52.916,45,60,"Generalists"
"OTU1842",19,18.502,15,23,"NS"
"OTU6728",2,1.916,1,2,"NS"
"OTU24179",27,19.948,16,25,"Generalists"
"OTU1505",17,13.484,10,17,"NS"
"OTU27106",4,3.624,2,4,"NS"
"OTU25333",12,8.856,6,11,"Generalists"
"OTU10434",3,3.65,3,4,"NS"
"OTU3100",35,24.362,19,29,"Generalists"
"OTU1463",49,32.99,27,39,"Generalists"
"OTU2913",30,22.526,18,27,"Generalists"
"OTU5878",5,5.054,3,6,"NS"
"OTU1661",24,19.616,15,24,"NS"
"OTU10152",6,6.482,5,8,"NS"
"OTU87640",25,25.718,20,31,"NS"
"OTU2321",2,1.928,1,2,"NS"
"OTU9809",9,7.714,5,10,"NS"
"OTU481",74,72.56,64,81,"NS"
"OTU7420",2,1.922,1,2,"NS"
"OTU1217",30,21.782,17,27,"Generalists"
"OTU3488",10,10.954,8,14,"NS"
"OTU18989",6,6.446,5,8,"NS"
"OTU1906",10,21.316,17,26,"Specialists"
"OTU4574",11,8.258,6,10,"Generalists"
"OTU1902",25,18.634,15,23,"Generalists"
"OTU504",42,74.344,66,83,"Specialists"
"OTU6954",7,6.472,5,8,"NS"
"OTU8899",36,22.786,18,27,"Generalists"
"OTU17545",3,3.584,2,4,"NS"
"OTU348",18,47.258,40.475,54,"Specialists"
"OTU17176",15,14.264,11,17,"NS"
"OTU4872",19,14.67,11,18,"Generalists"
"OTU15629",3,3.628,2,4,"NS"
"OTU6352",16,12.24,9,16,"NS"
"OTU84539",3,2.796,2,3,"NS"
"OTU2941",37,24.314,19,30,"Generalists"
"OTU10560",2,1.924,1,2,"NS"
"OTU25787",12,10.424,8,13,"NS"
"OTU1895",13,13.432,10,16.525,"NS"
"OTU30311",104,80.49,72,89,"Generalists"
"OTU15183",3,2.794,2,3,"NS"
"OTU15933",3,2.796,2,3,"NS"
"OTU2092",16,28.846,23,34,"Specialists"
"OTU9578",7,8.308,6,10,"NS"
"OTU5213",31,21.394,17,26,"Generalists"
"OTU2947",9,10.346,8,13,"NS"
"OTU26388",10,11.664,9,14,"NS"
"OTU2489",3,2.802,2,3,"NS"
"OTU1126",61,49.718,42,58,"Generalists"
"OTU12527",16,15.09,11,19,"NS"
"OTU7082",2,2.784,2,3,"NS"
"OTU1866",15,19.724,15,24,"NS"
"OTU3410",4,4.428,3,5,"NS"
"OTU7756",18,18.23,14,23,"NS"
"OTU9951",3,4.418,3,5,"NS"
"OTU1574",42,28.168,23,34,"Generalists"
"OTU5935",2,1.934,1,2,"NS"
"OTU50327",25,20.896,17,26,"NS"
"OTU3032",13,17.582,13,22,"NS"
"OTU1542",73,65.606,57.475,74,"NS"
"OTU3117",17,15.002,11,18,"NS"
"OTU103",23,34.314,29,40,"Specialists"
"OTU46050",14,10.346,7,13,"Generalists"
"OTU12762",15,11.398,9,14,"Generalists"
"OTU21659",13,11.292,8,14,"NS"
"OTU3381",5,10.42,8,13,"Specialists"
"OTU17710",3,2.8,2,3,"NS"
"OTU2377",1,1.916,1,2,"NS"
"OTU2207",9,17.93,14,22,"Specialists"
"OTU3798",25,19.184,15,24,"Generalists"
"OTU6894",10,8.78,6,11,"NS"
"OTU13651",5,4.38,3,5,"NS"
"OTU17666",5,4.392,3,5,"NS"
"OTU6392",7,6.494,5,8,"NS"
"OTU7753",6,5.848,4,7,"NS"
"OTU2786",9,8.354,6,10,"NS"
"OTU23523",81,62.588,55,71,"Generalists"
"OTU1379",69,44.962,38,52,"Generalists"
"OTU70",79,119.174,110.475,128,"Specialists"
"OTU30758",3,2.822,2,3,"NS"
"OTU54573",4,3.61,2,4,"NS"
"OTU7175",5,5.892,4,7,"NS"
"OTU1077",67,45.366,39,52,"Generalists"
"OTU223",50,70.216,62,79,"Specialists"
"OTU1680",81,46.996,40,54,"Generalists"
"OTU351",48,63.822,56,72,"Specialists"
"OTU9292",1,1.936,1,2,"NS"
"OTU1771",28,23.876,19,29,"NS"
"OTU67025",7,9.834,7,12,"NS"
"OTU61156",2,1.928,1,2,"NS"
"OTU4625",2,11.82,9,15,"Specialists"
"OTU7428",7,7.072,5,9,"NS"
"OTU17085",2,1.918,1,2,"NS"
"OTU3828",12,17.48,14,21.525,"Specialists"
"OTU1615",52,33.404,28,39.525,"Generalists"
"OTU68782",24,15.796,12,20,"Generalists"
"OTU15740",4,5.126,4,6,"NS"
"OTU6648",13,14.178,11,18,"NS"
"OTU25546",4,4.414,3,5,"NS"
"OTU40059",2,2.796,2,3,"NS"
"OTU1559",12,11.722,8.475,15,"NS"
"OTU57600",7,14.354,11,18,"Specialists"
"OTU5939",3,5.074,3.475,6,"Specialists"
"OTU3988",9,11.788,9,15,"NS"
"OTU8521",5,5.16,4,6,"NS"
"OTU59520",22,17.082,13,21,"Generalists"
"OTU10547",2,2.788,2,3,"NS"
"OTU1583",19,18.16,14,22,"NS"
"OTU13886",5,4.388,3,5,"NS"
"OTU8909",13,11.336,8,14,"NS"
"OTU15359",3,2.808,2,3,"NS"
"OTU96735",5,4.374,3,5,"NS"
"OTU84751",21,15.406,12,19,"Generalists"
"OTU10880",4,5.102,3.475,6,"NS"
"OTU1732",24,25.016,19,30,"NS"
"OTU88116",9,8.252,6,10,"NS"
"OTU31986",2,1.94,1,2,"NS"
"OTU15766",2,1.922,1,2,"NS"
"OTU75854",80,81.952,73,91,"NS"
"OTU6076",34,43.86,37,51,"Specialists"
"OTU51232",2,1.922,1,2,"NS"
"OTU3525",14,13.088,10,16.525,"NS"
"OTU6116",38,35.862,29,42,"NS"
"OTU23974",3,2.794,2,3,"NS"
"OTU4047",7,7.714,5,10,"NS"
"OTU27534",25,23.366,18,28,"NS"
"OTU65427",7,5.796,4,7,"NS"
"OTU18609",36,26.792,21,32,"Generalists"
"OTU3532",6,5.094,3,6,"NS"
"OTU10484",12,10.358,7,13,"NS"
"OTU754",39,44.022,38,50.525,"NS"
"OTU17255",42,23.918,19,28,"Generalists"
"OTU7132",4,4.44,3,5,"NS"
"OTU4306",4,24.252,19,29,"Specialists"
"OTU173",110,96.372,87.475,105.525,"Generalists"
"OTU14429",43,28.062,23,33,"Generalists"
"OTU386",49,41.76,36,48,"Generalists"
"OTU14398",8,7.772,6,10,"NS"
"OTU2712",11,14.638,11,18,"NS"
"OTU9724",8,6.418,4,8,"NS"
"OTU25263",3,2.784,2,3,"NS"
"OTU14922",9,9.924,7,12,"NS"
"OTU5486",15,15.776,12,20,"NS"
"OTU3855",16,11.866,9,15,"Generalists"
"OTU4178",13,10.81,8,14,"NS"
"OTU3003",30,19.752,16,24,"Generalists"
"OTU9750",1,8.84,6,11,"Specialists"
"OTU43033",21,20.434,16,25,"NS"
"OTU4852",9,8.256,6,10.525,"NS"
"OTU16246",2,1.938,1,2,"NS"
"OTU765",100,75.524,66.475,84,"Generalists"
"OTU1524",17,15.074,11,19,"NS"
"OTU14954",2,1.908,1,2,"NS"
"OTU625",43,48.754,41,56,"NS"
"OTU12156",14,14.662,11,18,"NS"
"OTU13170",2,2.774,2,3,"NS"
"OTU2144",45,28.832,23,34,"Generalists"
"OTU9582",10,11.778,9,15,"NS"
"OTU71638",101,84.536,76,92,"Generalists"
"OTU1008",56,57.224,49,65,"NS"
"OTU14962",18,16.108,12,20,"NS"
"OTU4511",11,14.902,11.475,18,"Specialists"
"OTU1135",8,6.434,4,8,"NS"
"OTU9085",14,10.842,8,14,"NS"
"OTU38347",3,11.306,8.475,14,"Specialists"
"OTU6988",21,17.736,14,22,"NS"
"OTU30666",22,22.572,18,27,"NS"
"OTU2640",4,3.54,2,4,"NS"
"OTU1722",29,20.276,16,24,"Generalists"
"OTU52749",4,3.604,2,4,"NS"
"OTU11218",4,3.608,2.475,4,"NS"
"OTU1558",31,22.89,18,28,"Generalists"
"OTU2747",9,21.464,17,26,"Specialists"
"OTU10852",12,11.772,9,15,"NS"
"OTU1418",12,23.676,19,29,"Specialists"
"OTU20035",2,26.262,21,32,"Specialists"
"OTU26185",2,1.942,1,2,"NS"
"OTU2217",14,23.378,19,28,"Specialists"
"OTU156",24,58.826,52,66.525,"Specialists"
"OTU2841",19,18.71,15,23,"NS"
"OTU5215",9,14.312,11,18,"Specialists"
"OTU292",58,46.274,39,53,"Generalists"
"OTU110",104,122.356,114,130,"Specialists"
"OTU33378",3,2.768,2,3,"NS"
"OTU823",6,19.504,15,24,"Specialists"
"OTU7456",3,2.848,2,3,"NS"
"OTU12693",8,7.09,5,9,"NS"
"OTU5831",6,6.436,4.475,8,"NS"
"OTU3764",14,14.246,11,17,"NS"
"OTU4709",3,2.754,2,3,"NS"
"OTU32117",8,7.798,5,10,"NS"
"OTU6132",7,5.798,4,7,"NS"
"OTU7927",3,2.776,2,3,"NS"
"OTU39466",3,4.398,3,5,"NS"
"OTU12843",7,6.412,4,8,"NS"
"OTU7490",2,1.918,1,2,"NS"
"OTU5605",4,3.6,2,4,"NS"
"OTU6848",38,27.51,23,33,"Generalists"
"OTU4364",16,13.886,11,17,"NS"
"OTU1796",16,33.132,27,39,"Specialists"
"OTU9699",2,1.924,1,2,"NS"
"OTU24668",3,2.816,2,3,"NS"
"OTU1292",25,18.788,14.475,23,"Generalists"
"OTU11250",20,15.906,13,19,"Generalists"
"OTU6530",6,7.634,6,10,"NS"
"OTU30996",2,1.942,1,2,"NS"
"OTU3545",10,9.898,7,12,"NS"
"OTU2477",10,22.308,18,27,"Specialists"
"OTU9719",15,19.984,16,24,"Specialists"
"OTU7847",3,2.82,2,3,"NS"
"OTU20107",12,10.82,8,14,"NS"
"OTU4152",11,8.84,7,11,"NS"
"OTU14265",13,12.15,9,15,"NS"
"OTU2820",19,14.25,11,18,"Generalists"
"OTU1417",60,39.198,33,46,"Generalists"
"OTU6890",3,2.802,2,3,"NS"
"OTU2378",8,10.384,8,13,"NS"
"OTU7571",4,3.652,3,4,"NS"
"OTU25391",3,2.812,2,3,"NS"
"OTU3635",14,22.23,17.475,28,"Specialists"
"OTU38404",2,2.782,2,3,"NS"
"OTU22173",2,2.788,2,3,"NS"
"OTU56730",13,10.324,7,13,"NS"
"OTU2482",15,18.044,14,22,"NS"
"OTU9684",12,9.28,7,12,"NS"
"OTU6861",2,1.94,1,2,"NS"
"OTU578",93,67.61,60,75,"Generalists"
"OTU9245",4,3.61,2.475,4,"NS"
"OTU6226",24,16.768,13,21,"Generalists"
"OTU4337",4,9.412,7,12,"Specialists"
"OTU35325",10,8.276,6,10,"NS"
"OTU89333",70,50.24,43,58,"Generalists"
"OTU3845",9,10.852,8,13,"NS"
"OTU85397",4,5.79,4,7,"NS"
"OTU21902",8,7.02,5,9,"NS"
"OTU13072",3,4.346,3,5,"NS"
"OTU9873",5,4.382,3,5,"NS"
"OTU15989",36,44.796,38,52,"Specialists"
"OTU22271",5,5.82,4,7,"NS"
"OTU1406",28,41.522,35,48,"Specialists"
"OTU41775",7,8.88,7,11,"NS"
"OTU36321",23,29.77,24,35,"Specialists"
"OTU12309",2,1.942,1,2,"NS"
"OTU82906",2,1.944,1,2,"NS"
"OTU5332",22,16.708,13,20,"Generalists"
"OTU4882",37,41.924,35,49,"NS"
"OTU99033",7,6.446,5,8,"NS"
"OTU12540",16,14.84,12,18.525,"NS"
"OTU8628",5,5.782,4,7,"NS"
"OTU1247",133,96.366,87.475,106.525,"Generalists"
"OTU5326",17,27.57,22,33,"Specialists"
"OTU1474",30,27.808,23,33,"NS"
"OTU8755",9,8.316,6,10,"NS"
"OTU699",44,36.932,31,43,"Generalists"
"OTU1148",48,31.26,26,37,"Generalists"
"OTU16484",3,2.83,2,3,"NS"
"OTU3849",12,21.308,17,26,"Specialists"
"OTU12482",6,11.484,9,14,"Specialists"
"OTU3803",24,17.646,13,22,"Generalists"
"OTU5621",11,10.878,8,14,"NS"
"OTU10792",3,3.608,2,4,"NS"
"OTU10703",25,25.128,20,31,"NS"
"OTU3016",9,10.85,8,14,"NS"
"OTU5052",39,25.508,21,31,"Generalists"
"OTU8711",2,1.93,1,2,"NS"
"OTU17218",3,2.832,2,3,"NS"
"OTU14383",90,46.4,40,53.525,"Generalists"
"OTU29170",3,2.79,2,3,"NS"
"OTU15180",10,8.922,6,11,"NS"
"OTU10248",105,63.166,54.475,71,"Generalists"
"OTU10701",24,28.334,23,34,"NS"
"OTU3555",23,14.832,11,18,"Generalists"
"OTU11919",21,27.372,22,33,"Specialists"
"OTU2184",41,25.094,20,30,"Generalists"
"OTU14857",4,3.628,3,4,"NS"
"OTU29631",5,5.068,4,6,"NS"
"OTU3600",11,12.658,9.475,16,"NS"
"OTU27244",2,1.926,1,2,"NS"
"OTU705",39,40.322,34,47,"NS"
"OTU7565",5,4.376,3,5,"NS"
"OTU1678",40,54.892,47,63,"Specialists"
"OTU11956",3,2.808,2,3,"NS"
"OTU26367",8,8.252,6,10,"NS"
"OTU20012",2,1.948,1,2,"NS"
"OTU3744",12,10.872,8,14,"NS"
"OTU40989",3,2.832,2,3,"NS"
"OTU11163",6,5.146,3,6,"NS"
"OTU10036",13,13.098,10,17,"NS"
"OTU49384",37,27.186,22,32,"Generalists"
"OTU40580",5,5.154,4,6,"NS"
"OTU6098",2,2.796,2,3,"NS"
"OTU4542",10,10.414,8,13,"NS"
"OTU1676",31,22.152,17,27,"Generalists"
"OTU1962",2,8.848,7,11,"Specialists"
"OTU73858",15,30.768,25,37,"Specialists"
"OTU12933",2,1.928,1,2,"NS"
"OTU9868",4,4.422,3,5,"NS"
"OTU7127",87,62.746,55,70.525,"Generalists"
"OTU11184",3,2.8,2,3,"NS"
"OTU62026",5,8.154,6,10,"Specialists"
"OTU72154",4,4.374,3,5,"NS"
"OTU7254",7,13.892,10,17,"Specialists"
"OTU44650",2,1.938,1,2,"NS"
"OTU4594",27,24.252,19,29.525,"NS"
"OTU5953",14,12.7,10,16,"NS"
"OTU12957",3,5.848,4,7,"Specialists"
"OTU4942",10,8.838,7,11,"NS"
"OTU16128",2,1.93,1,2,"NS"
"OTU13212",5,5.138,4,6,"NS"
"OTU1204",6,30.156,25,36,"Specialists"
"OTU5794",14,10.802,8,14,"NS"
"OTU9915",3,3.618,3,4,"NS"
"OTU17659",4,4.384,3,5,"NS"
"OTU17357",42,24.68,20,30,"Generalists"
"OTU8887",6,6.454,5,8,"NS"
"OTU19193",4,4.442,3,5,"NS"
"OTU18473",16,12.568,10,16,"NS"
"OTU7549",9,7.708,5,10,"NS"
"OTU77125",31,22.428,18,27,"Generalists"
"OTU10764",3,2.81,2,3,"NS"
"OTU4229",10,9.442,7,12,"NS"
"OTU10948",4,6.506,5,8,"Specialists"
"OTU6873",2,1.938,1,2,"NS"
"OTU1157",2,1.926,1,2,"NS"
"OTU32566",3,2.808,2,3,"NS"
"OTU2961",9,10.914,8,14,"NS"
"OTU68357",8,6.51,4,8,"NS"
"OTU9911",4,4.332,3,5,"NS"
"OTU9375",4,3.604,2,4,"NS"
"OTU5694",21,15.618,12,20,"Generalists"
"OTU3086",23,20.928,16,26,"NS"
"OTU10007",3,3.628,2,4,"NS"
"OTU7601",1,23.032,19,27,"Specialists"
"OTU7065",35,23.4,19,28,"Generalists"
"OTU17111",3,2.802,2,3,"NS"
"OTU2186",14,12.532,9,16,"NS"
"OTU936",20,18.022,14,22,"NS"
"OTU85943",113,89.616,81,98,"Generalists"
"OTU407",88,106.216,97,115,"Specialists"
"OTU39551",3,2.822,2,3,"NS"
"OTU3223",3,5.122,4,6,"Specialists"
"OTU96997",2,1.94,1,2,"NS"
"OTU617",69,47.668,41,55,"Generalists"
"OTU43587",21,21.898,17,26.525,"NS"
"OTU8832",6,8.816,6,11,"NS"
"OTU2111",26,27.502,22,33,"NS"
"OTU22512",7,6.462,5,8,"NS"
"OTU53904",2,1.922,1,2,"NS"
"OTU6860",2,1.906,1,2,"NS"
"OTU16120",38,23.978,19,29,"Generalists"
"OTU3605",2,1.924,1,2,"NS"
"OTU9837",23,21.57,17,26,"NS"
"OTU57025",16,12.64,9,16,"NS"
"OTU23096",33,25.17,20,30.525,"Generalists"
"OTU52628",22,18.928,15,23,"NS"
"OTU6030",4,5.134,3,6,"NS"
"OTU6770",12,8.776,6,11,"Generalists"
"OTU9122",4,3.636,3,4,"NS"
"OTU2909",19,13.458,10,17,"Generalists"
"OTU3891",17,17.36,13,21,"NS"
"OTU6254",7,7.138,5,9,"NS"
"OTU29936",18,25.166,20.475,30,"Specialists"
"OTU1255",8,10.402,8,13,"NS"
"OTU23490",2,1.908,1,2,"NS"
"OTU698",108,111.072,103,120,"NS"
"OTU47309",6,9.396,7,12,"Specialists"
"OTU6820",3,3.614,2,4,"NS"
"OTU1249",90,53.78,46,61,"Generalists"
"OTU362",54,75.122,66,84,"Specialists"
"OTU1576",63,53.27,46.475,62,"Generalists"
"OTU690",49,54.888,47,62.525,"NS"
"OTU17629",3,2.81,2,3,"NS"
"OTU14711",9,7.674,6,10,"NS"
"OTU56130",3,3.624,2.475,4,"NS"
"OTU867",7,8.914,6,11,"NS"
"OTU3221",10,9.404,7,12,"NS"
"OTU2316",33,28.016,23,34,"NS"
"OTU2607",18,18.53,14,23,"NS"
"OTU1187",18,14.328,11,18,"NS"
"OTU3408",8,6.43,4,8,"NS"
"OTU2704",25,25.78,21,31,"NS"
"OTU61991",12,13.138,10,16.525,"NS"
"OTU377",55,66.298,58,76,"Specialists"
"OTU9623",5,7.766,6,10,"Specialists"
"OTU24247",5,4.382,3,5,"NS"
"OTU6151",42,24.786,20,30,"Generalists"
"OTU1737",25,32.816,27.475,39,"Specialists"
"OTU9014",2,1.944,1,2,"NS"
"OTU18162",3,3.618,3,4,"NS"
"OTU14868",5,5.14,4,6,"NS"
"OTU3834",31,24.618,20,29,"Generalists"
"OTU8710",11,10.882,8,14,"NS"
"OTU13943",3,2.808,2,3,"NS"
"OTU7144",5,4.428,3,5,"NS"
"OTU63603",13,11.78,8.475,15,"NS"
"OTU17933",13,9.942,7,12,"Generalists"
"OTU4753",4,3.634,2,4,"NS"
"OTU8487",6,5.816,4,7,"NS"
"OTU68535",17,14.636,11,18,"NS"
"OTU3985",30,20.132,16,25,"Generalists"
"OTU4469",14,13.32,10,16,"NS"
"OTU21824",2,1.936,1,2,"NS"
"OTU4059",51,54.276,47,62,"NS"
"OTU8168",3,4.406,3,5,"NS"
"OTU5721",2,1.942,1,2,"NS"
"OTU6134",6,6.48,5,8,"NS"
"OTU48338",2,1.934,1,2,"NS"
"OTU1761",29,22.57,18,27,"Generalists"
"OTU12175",2,1.94,1,2,"NS"
"OTU2481",20,15.588,12,19,"Generalists"
"OTU2562",15,10.768,8,14,"Generalists"
"OTU23253",7,6.478,5,8,"NS"
"OTU79440",3,4.334,3,5,"NS"
"OTU4829",9,8.224,6,10,"NS"
"OTU5817",23,27.208,22,33,"NS"
"OTU1314",24,30.752,25,36,"Specialists"
"OTU3842",23,23.266,19,28.525,"NS"
"OTU10301",11,14.786,11,18,"NS"
"OTU15901",2,1.934,1,2,"NS"
"OTU19605",2,1.926,1,2,"NS"
"OTU13550",2,1.954,1,2,"NS"
"OTU22341",2,1.928,1,2,"NS"
"OTU1802",59,36.59,30.475,42.525,"Generalists"
"OTU8149",15,13.468,10,17,"NS"
"OTU14068",2,1.942,1,2,"NS"
"OTU18582",27,21.682,17,26,"Generalists"
"OTU1146",85,70.828,62,80,"Generalists"
"OTU17737",2,1.94,1,2,"NS"
"OTU7331",11,12.248,9,15.525,"NS"
"OTU915",43,39.286,34,46,"NS"
"OTU3826",12,10.824,8,14,"NS"
"OTU2770",23,21.782,17,27,"NS"
"OTU8791",3,4.39,3,5,"NS"
"OTU63192",24,17.986,14,22,"Generalists"
"OTU5378",6,8.81,6,11,"NS"
"OTU10232",3,2.794,2,3,"NS"
"OTU84016",48,60.326,52,68,"Specialists"
"OTU7229",22,17.078,13,22,"NS"
"OTU4695",3,2.796,2,3,"NS"
"OTU18212",4,5.118,4,6,"NS"
"OTU58444",9,8.232,6,10,"NS"
"OTU5369",7,5.872,4,7,"NS"
"OTU1861",39,27.73,22.475,33,"Generalists"
"OTU1141",67,41.614,35,48.525,"Generalists"
"OTU3065",27,23.022,18,28,"NS"
"OTU20372",5,4.376,3,5,"NS"
"OTU11379",34,50.736,43,58,"Specialists"
"OTU24780",3,2.796,2,3,"NS"
"OTU14425",15,12.786,10,16,"NS"
"OTU2651",8,7.202,5,9,"NS"
"OTU5142",21,16.218,13,20,"Generalists"
"OTU5227",2,1.922,1,2,"NS"
"OTU8931",13,13.148,9,16,"NS"
"OTU9920",2,1.934,1,2,"NS"
"OTU2884",14,12.308,9,15.525,"NS"
"OTU11649",43,24.864,20,30,"Generalists"
"OTU35367",19,19.938,16,24,"NS"
"OTU15745",11,10.942,8,14,"NS"
"OTU70400",2,2.834,2,3,"NS"
"OTU62237",9,7.608,5,10,"NS"
"OTU5495",4,3.574,2,4,"NS"
"OTU25273",14,23.386,19,29,"Specialists"
"OTU13985",3,3.626,2,4,"NS"
"OTU2275",25,19.322,15,23.525,"Generalists"
"OTU3217",25,23.898,19,29,"NS"
"OTU15453",10,8.828,6,11,"NS"
"OTU4054",32,18.612,14,23,"Generalists"
"OTU9197",3,2.808,2,3,"NS"
"OTU8743",5,7.07,5,9,"NS"
"OTU199",103,104.726,96,114,"NS"
"OTU7062",16,24.224,19,29,"Specialists"
"OTU3338",16,13.104,10,17,"NS"
"OTU27220",50,37.502,31,44,"Generalists"
"OTU815",28,41.162,34.475,48,"Specialists"
"OTU89366",4,3.62,2,4,"NS"
"OTU99018",2,1.928,1,2,"NS"
"OTU3363",20,16.448,13,20.525,"NS"
"OTU24897",7,11.798,9,15,"Specialists"
"OTU7683",8,6.542,5,8,"NS"
"OTU3793",22,18.218,14,22,"NS"
"OTU2374",10,11.438,8,14,"NS"
"OTU6240",24,19.998,15,25,"NS"
"OTU2001",18,15.77,12,19,"NS"
"OTU6821",5,4.394,3,5,"NS"
"OTU458",76,55.772,48,63,"Generalists"
"OTU6982",12,18.154,14,22.525,"Specialists"
"OTU7727",2,1.914,1,2,"NS"
"OTU9725",1,1.938,1,2,"NS"
"OTU10969",10,12.542,9,16,"NS"
"OTU62477",8,6.468,5,8,"NS"
"OTU2330",2,3.612,3,4,"Specialists"
"OTU2486",18,18.318,14,23,"NS"
"OTU66798",2,1.936,1,2,"NS"
"OTU17315",2,1.916,1,2,"NS"
"OTU40493",12,33.012,27,39,"Specialists"
"OTU383",57,58.182,51,66,"NS"
"OTU19080",3,4.38,3,5,"NS"
"OTU11439",8,6.502,5,8,"NS"
"OTU1650",12,20.892,16,25,"Specialists"
