"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU11941",4,25.434,19.475,31,"Specialists"
"OTU2690",4,3.958,2,6,"NS"
"OTU2000",4,1.78,1,3,"Generalists"
"OTU1334",18,10.536,7,15,"Generalists"
"OTU2375",2,3,1,5,"NS"
"OTU3860",1,2.204,1,4,"NS"
"OTU11251",3,9.31,5.475,13,"Specialists"
"OTU359",5,4.462,2,7,"NS"
"OTU9498",2,1.358,1,2,"NS"
"OTU5604",3,4.994,3,8,"NS"
"OTU1492",15,6.53,4,10,"Generalists"
"OTU6313",15,13.148,9,18,"NS"
"OTU1010",1,1.642,1,3,"NS"
"OTU3809",2,1.848,1,3,"NS"
"OTU6102",1,1.346,1,2,"NS"
"OTU2442",7,8.004,5,12,"NS"
"OTU2852",15,8.6,5,12,"Generalists"
"OTU910",30,14.236,9.475,19,"Generalists"
"OTU2962",3,12.168,8,16,"Specialists"
"OTU3218",3,2.266,1,4,"NS"
"OTU3429",9,6.556,4,10,"NS"
"OTU10060",4,8.742,5,12,"Specialists"
"OTU1050",1,9.73,6,14,"Specialists"
"OTU7590",7,10.606,7,15.525,"NS"
"OTU1437",4,12.262,8,17,"Specialists"
"OTU138",3,1.828,1,3,"NS"
"OTU4401",4,2.234,1,4,"NS"
"OTU2578",5,10.206,6,14,"Specialists"
"OTU12705",9,2.592,1,4,"Generalists"
"OTU8180",1,1.376,1,2,"NS"
"OTU6154",2,2.238,1,4,"NS"
"OTU4172",3,4.616,2,7,"NS"
"OTU2594",10,4.322,2,7,"Generalists"
"OTU3022",3,19.274,14,25,"Specialists"
"OTU6792",1,2.18,1,4,"NS"
"OTU2123",4,4.606,2,7,"NS"
"OTU11128",3,1.912,1,3,"NS"
"OTU104",19,38.764,32,45,"Specialists"
"OTU5321",8,2.616,1,4,"Generalists"
"OTU4390",1,1.354,1,2,"NS"
"OTU8263",8,22.516,17,28,"Specialists"
"OTU2763",5,13.952,9,19,"Specialists"
"OTU4291",1,4.13,2,7,"Specialists"
"OTU5136",3,2.342,1,4,"NS"
"OTU337",9,26.014,20,32.525,"Specialists"
"OTU2340",3,3.526,2,6,"NS"
"OTU7643",3,2.258,1,4,"NS"
"OTU8922",3,2.442,1,4,"NS"
"OTU5049",3,3.67,2,6,"NS"
"OTU1778",4,2.588,1,4,"NS"
"OTU5268",4,3.164,1.475,5,"NS"
"OTU92",4,2.604,1,4,"NS"
"OTU11600",3,2.826,1,5,"NS"
"OTU7735",4,2.804,1,5,"NS"
"OTU529",3,22.398,17,28,"Specialists"
"OTU7082",10,13.752,9,18,"NS"
"OTU2609",21,8.906,5,12,"Generalists"
"OTU2464",14,9.554,6,14,"NS"
"OTU10193",4,2.006,1,3,"Generalists"
"OTU882",1,23.708,18,30,"Specialists"
"OTU10231",3,2.888,1,5,"NS"
"OTU8378",12,5.628,3,8.52499999999998,"Generalists"
"OTU7991",4,2.408,1,4,"NS"
"OTU4652",10,5.54,3,8,"Generalists"
"OTU6586",3,1.64,1,3,"NS"
"OTU4187",8,5.992,3,9,"NS"
"OTU11896",8,2.724,1,5,"Generalists"
"OTU966",5,15.618,11,21,"Specialists"
"OTU2006",4,21.054,16,27,"Specialists"
"OTU126",3,1.832,1,3,"NS"
"OTU379",19,16.184,11.475,21,"NS"
"OTU4710",1,4.118,2,7,"Specialists"
"OTU6305",3,2.622,1,4,"NS"
"OTU2935",3,4.654,2,7.52499999999998,"NS"
"OTU3288",2,11.354,7,16,"Specialists"
"OTU5241",1,1.38,1,2,"NS"
"OTU4503",2,1.364,1,2,"NS"
"OTU11294",1,2.518,1,4,"NS"
"OTU4191",5,5.092,3,8,"NS"
"OTU6909",7,4.226,2,7,"NS"
"OTU400",4,28.166,22,34,"Specialists"
"OTU5710",3,2.836,1,5,"NS"
"OTU438",2,1.98,1,3,"NS"
"OTU2113",6,4.908,3,7.52499999999998,"NS"
"OTU5191",2,1.576,1,3,"NS"
"OTU587",14,20.486,15,26,"Specialists"
"OTU4682",5,4.132,2,7,"NS"
"OTU1730",10,13.906,9,19,"NS"
"OTU4307",1,2.592,1,4,"NS"
"OTU119",3,2.504,1,4,"NS"
"OTU6799",2,2.918,1,5,"NS"
"OTU4522",1,2.138,1,4,"NS"
"OTU3554",6,2.768,1,5,"Generalists"
"OTU7651",2,1.366,1,2,"NS"
"OTU2178",5,5.668,3,9,"NS"
"OTU5150",1,2.538,1,4,"NS"
"OTU6775",3,3.302,1,6,"NS"
"OTU1327",11,9.808,6,14.525,"NS"
"OTU3414",1,3.644,2,6,"Specialists"
"OTU1793",2,1.86,1,3,"NS"
"OTU8142",8,7.514,4.475,11,"NS"
"OTU12490",1,2.956,1,5,"NS"
"OTU6429",5,2.224,1,4,"Generalists"
"OTU435",2,2.35,1,4,"NS"
"OTU6495",4,1.956,1,3,"Generalists"
"OTU1168",8,13.124,9,18,"Specialists"
"OTU4994",2,1.396,1,2,"NS"
"OTU6791",8,3.302,1,5,"Generalists"
"OTU5288",1,4.038,2,6,"Specialists"
"OTU7702",2,2.154,1,4,"NS"
"OTU11767",2,1.356,1,2,"NS"
"OTU2893",1,8.064,5,12,"Specialists"
"OTU418",7,16.694,12,22,"Specialists"
"OTU1380",1,2.608,1,4,"NS"
"OTU959",3,6.586,4,10,"Specialists"
"OTU2552",2,6.744,4,10,"Specialists"
"OTU434",3,2.084,1,4,"NS"
"OTU1868",6,9.12,5,13,"NS"
"OTU3345",9,6.886,4,10,"NS"
"OTU3510",1,2.592,1,4,"NS"
"OTU7137",5,11.916,8,16.525,"Specialists"
"OTU295",27,32.17,26,39,"NS"
"OTU4275",1,2.404,1,4,"NS"
"OTU10520",7,2.668,1,5,"Generalists"
"OTU739",2,1.39,1,2,"NS"
"OTU3905",28,8.392,5,12,"Generalists"
"OTU779",14,21.406,15.475,27,"Specialists"
"OTU7803",1,1.624,1,3,"NS"
"OTU3355",2,1.828,1,3,"NS"
"OTU3361",2,5.144,3,9,"Specialists"
"OTU2773",11,4.332,2,7,"Generalists"
"OTU10785",5,2.97,1,5,"NS"
"OTU4668",7,3.524,2,6,"Generalists"
"OTU1075",2,1.582,1,3,"NS"
"OTU4086",6,3.718,2,6,"NS"
"OTU3332",3,4.2,2,7,"NS"
"OTU6668",2,1.38,1,2,"NS"
"OTU5519",3,1.618,1,3,"NS"
"OTU13043",2,3.218,1.475,5,"NS"
"OTU7038",2,2.328,1,4,"NS"
"OTU12991",2,1.664,1,3,"NS"
"OTU11592",1,2.224,1,4,"NS"
"OTU908",1,14.522,10,19,"Specialists"
"OTU9414",1,1.67,1,3,"NS"
"OTU64",1,1.384,1,2,"NS"
"OTU1503",16,18.18,13,23,"NS"
"OTU268",5,2.814,1,5,"NS"
"OTU282",1,4.508,2,7,"Specialists"
"OTU2881",4,5.28,3,9,"NS"
"OTU1205",4,2.754,1,5,"NS"
"OTU3823",1,1.594,1,3,"NS"
"OTU795",11,5.826,3,9,"Generalists"
"OTU6131",8,4.182,2,7,"Generalists"
"OTU1779",2,3.73,2,6,"NS"
"OTU624",16,21,15,27,"NS"
"OTU5153",4,2.41,1,4,"NS"
"OTU5953",1,2.762,1,5,"NS"
"OTU1882",3,2.778,1,5,"NS"
"OTU466",4,27.166,22,33,"Specialists"
"OTU4058",1,3.556,2,6,"Specialists"
"OTU1569",5,5.518,3,9,"NS"
"OTU1610",9,5.64,3,9,"NS"
"OTU3910",1,2.944,1,5,"NS"
"OTU884",4,18.354,13,24,"Specialists"
"OTU1964",24,13.298,9,18,"Generalists"
"OTU2461",13,9.936,6,14,"NS"
"OTU2847",2,4.93,3,8,"Specialists"
"OTU3461",16,7.832,4,11,"Generalists"
"OTU3811",3,5.392,3,8,"NS"
"OTU3406",5,4.926,2.475,8,"NS"
"OTU9168",7,4.088,2,7,"NS"
"OTU452",3,2.096,1,3,"NS"
"OTU9286",1,2.274,1,4,"NS"
"OTU436",12,19.9,14,25,"Specialists"
"OTU2755",13,6.156,3,10,"Generalists"
"OTU2704",1,2.152,1,4,"NS"
"OTU6462",2,2.796,1,5,"NS"
"OTU2549",23,10.312,6.475,14,"Generalists"
"OTU4150",3,2.122,1,4,"NS"
"OTU1447",4,12.154,8,17,"Specialists"
"OTU8137",2,1.996,1,3,"NS"
"OTU928",1,1.806,1,3,"NS"
"OTU5999",1,7.196,4,11,"Specialists"
"OTU4529",20,10.03,6,14,"Generalists"
"OTU2220",4,10.24,6,15,"Specialists"
"OTU6084",9,4.564,2,7,"Generalists"
"OTU3812",5,3.228,1,5,"NS"
"OTU3808",7,3.554,2,6,"Generalists"
"OTU513",4,2.884,1,5,"NS"
"OTU9493",1,6.766,4,10,"Specialists"
"OTU9880",1,1.572,1,3,"NS"
"OTU2681",2,1.378,1,2,"NS"
"OTU338",5,2.352,1,4,"Generalists"
"OTU2673",1,21.128,16,27.525,"Specialists"
"OTU11813",2,1.93,1,3,"NS"
"OTU2019",9,13.578,10,18,"Specialists"
"OTU8171",10,3.7,2,6,"Generalists"
"OTU954",1,3.296,2,6,"Specialists"
"OTU1272",1,11.748,8,15.525,"Specialists"
"OTU892",5,8.956,6,13,"Specialists"
"OTU7786",6,10.13,7,14,"Specialists"
"OTU3313",4,4.466,2,7,"NS"
"OTU3584",1,1.648,1,3,"NS"
"OTU800",21,24.366,19,30,"NS"
"OTU10896",16,22.372,17,28,"Specialists"
"OTU5106",1,1.602,1,3,"NS"
"OTU1044",2,14.614,10,20,"Specialists"
"OTU2158",12,10.62,7,15,"NS"
"OTU601",4,16.262,12,21,"Specialists"
"OTU693",6,12.58,8,17,"Specialists"
"OTU4047",8,6.052,3,9,"NS"
"OTU2504",4,2.44,1,4,"NS"
"OTU2280",14,6.012,3,9,"Generalists"
"OTU6649",5,3.352,2,6,"NS"
"OTU2440",4,2.344,1,4,"NS"
"OTU651",1,1.348,1,2,"NS"
"OTU716",7,13.232,8,18,"Specialists"
"OTU162",2,1.83,1,3,"NS"
"OTU5313",4,2.34,1,4,"NS"
"OTU11200",1,1.354,1,2,"NS"
"OTU11682",3,2.574,1,4,"NS"
"OTU4022",2,1.348,1,2,"NS"
"OTU5989",3,2.874,1,5,"NS"
"OTU4836",1,1.62,1,3,"NS"
"OTU345",16,13.156,8.475,17.525,"NS"
"OTU4361",8,2.388,1,4,"Generalists"
"OTU11482",2,1.904,1,3,"NS"
"OTU949",1,1.362,1,2,"NS"
"OTU1414",7,11.442,8,16,"Specialists"
"OTU11900",3,2.346,1,4,"NS"
"OTU1851",1,2.936,1,5,"NS"
"OTU1898",1,4.09,2,7,"Specialists"
"OTU375",7,11.734,8,17,"Specialists"
"OTU1263",3,2.844,1,5,"NS"
"OTU3360",5,4.474,2,7,"NS"
"OTU1361",1,4.894,2,8,"Specialists"
"OTU1005",20,8.344,4.475,12,"Generalists"
"OTU1388",10,6.448,4,9,"Generalists"
"OTU7066",4,6.154,3,9,"NS"
"OTU909",3,12.09,8,17,"Specialists"
"OTU9309",3,11.404,8,15.525,"Specialists"
"OTU2989",7,8.366,5,12,"NS"
"OTU741",2,11.424,7,15.525,"Specialists"
"OTU2486",13,8.332,5,12,"Generalists"
"OTU500",2,4.604,2,8,"NS"
"OTU1308",17,12.582,8,17,"NS"
"OTU914",11,6.334,3.475,10,"Generalists"
"OTU489",7,18.346,13.475,24,"Specialists"
"OTU4116",2,3.138,1,5,"NS"
"OTU2912",12,7.4,4,11,"Generalists"
"OTU5059",1,1.402,1,2,"NS"
"OTU1937",2,1.316,1,2,"NS"
"OTU3114",8,6.496,3,10,"NS"
"OTU2048",1,7.974,5,12,"Specialists"
"OTU533",1,8.606,5,12,"Specialists"
"OTU545",3,2.984,1,5,"NS"
"OTU503",2,21.724,17,28,"Specialists"
"OTU427",8,25.104,20,30.525,"Specialists"
"OTU3664",2,3.216,1,5,"NS"
"OTU232",2,1.39,1,2,"NS"
"OTU12388",1,1.608,1,3,"NS"
"OTU6541",2,1.798,1,3,"NS"
"OTU3160",11,3.776,2,6,"Generalists"
"OTU8222",2,2.666,1,4.52499999999998,"NS"
"OTU2555",1,1.38,1,2,"NS"
"OTU2128",10,4.454,2,7,"Generalists"
"OTU6266",1,1.374,1,2,"NS"
"OTU2511",3,1.63,1,3,"NS"
"OTU4077",12,3.566,2,6,"Generalists"
"OTU1594",3,3.842,2,6,"NS"
"OTU2032",1,3.306,1,6,"NS"
"OTU6054",3,12.298,8,17,"Specialists"
"OTU3131",5,5.56,3,8,"NS"
"OTU371",12,22.602,18,29,"Specialists"
"OTU644",3,2.298,1,4,"NS"
"OTU5263",6,2.588,1,4,"Generalists"
"OTU652",3,1.784,1,3,"NS"
"OTU2377",4,1.972,1,3,"Generalists"
"OTU3304",12,6.58,4,10,"Generalists"
"OTU3226",7,6.112,3,10,"NS"
"OTU6139",4,4.496,2,7,"NS"
"OTU1806",2,2.664,1,5,"NS"
"OTU2988",11,6.62,4,10,"Generalists"
"OTU1330",5,4.112,2,6.52499999999998,"NS"
"OTU1600",2,1.65,1,3,"NS"
"OTU6610",3,2.31,1,4,"NS"
"OTU4435",2,2.548,1,4,"NS"
"OTU6150",17,6.366,3,10,"Generalists"
"OTU8565",7,3.444,1,6,"Generalists"
"OTU1535",7,9.164,6,13,"NS"
"OTU224",3,2.278,1,4,"NS"
"OTU3630",5,2.616,1,4,"Generalists"
"OTU3517",2,1.972,1,3,"NS"
"OTU3740",7,4.046,2,7,"NS"
"OTU6181",6,4.694,2,7.52499999999998,"NS"
"OTU9242",1,1.4,1,2,"NS"
"OTU3179",2,4.482,2,7,"NS"
"OTU501",3,17.606,13,22,"Specialists"
"OTU12187",3,1.936,1,4,"NS"
"OTU11145",3,1.994,1,3,"NS"
"OTU3513",8,2.704,1,5,"Generalists"
"OTU1873",3,4.196,2,6.52499999999998,"NS"
"OTU814",1,7.71,4,11,"Specialists"
"OTU12396",1,3.202,1,5.52499999999998,"NS"
"OTU302",2,1.976,1,3,"NS"
"OTU5766",15,4.136,2,7,"Generalists"
"OTU312",4,13.73,10,19,"Specialists"
"OTU7330",5,3.946,2,6,"NS"
"OTU9405",2,1.976,1,3,"NS"
"OTU7641",3,1.828,1,3,"NS"
"OTU750",1,27.408,21,33,"Specialists"
"OTU515",2,4.536,2,7,"NS"
"OTU6293",7,3.98,2,7,"NS"
"OTU11067",1,1.768,1,3,"NS"
"OTU2200",16,12.062,8,16,"NS"
"OTU430",15,5.136,2,8,"Generalists"
"OTU9579",1,1.346,1,2,"NS"
"OTU4918",5,2.902,1,5,"NS"
"OTU3351",1,2.768,1,4.52499999999998,"NS"
"OTU1919",5,4.18,2,7,"NS"
"OTU5417",1,1.846,1,3,"NS"
"OTU3480",8,5.726,3,9,"NS"
"OTU942",1,5.738,3,9,"Specialists"
"OTU12052",2,2.706,1,5,"NS"
"OTU2352",3,5.546,3,9,"NS"
"OTU9429",2,1.578,1,3,"NS"
"OTU859",6,19.122,14,25,"Specialists"
"OTU8644",3,1.786,1,3,"NS"
"OTU110",2,9.638,6,14,"Specialists"
"OTU11381",5,2.95,1,5,"NS"
"OTU5237",1,1.64,1,3,"NS"
"OTU7214",2,3.656,2,6,"NS"
"OTU13083",1,1.792,1,3,"NS"
"OTU2451",8,7.866,5,11.525,"NS"
"OTU1677",23,6.276,4,9,"Generalists"
"OTU4977",1,1.38,1,2,"NS"
"OTU829",5,3.452,1,6,"NS"
"OTU1814",6,13.124,9,17.525,"Specialists"
"OTU2866",7,7.656,4,11,"NS"
"OTU3009",11,6.178,3,10,"Generalists"
"OTU687",1,1.842,1,3,"NS"
"OTU3253",11,7.226,4,11,"NS"
"OTU2437",6,7.026,4,11,"NS"
"OTU4308",2,4.586,2,7,"NS"
"OTU4512",5,2.298,1,4,"Generalists"
"OTU8858",1,1.614,1,3,"NS"
"OTU11948",6,9.536,6,13.525,"NS"
"OTU1152",2,1.402,1,2,"NS"
"OTU2539",2,1.592,1,3,"NS"
"OTU2439",1,4.31,2,7,"Specialists"
"OTU5127",3,4.536,2,7,"NS"
"OTU3903",11,4,2,6,"Generalists"
"OTU950",3,32.738,27,39,"Specialists"
"OTU8406",15,6.256,3,9,"Generalists"
"OTU865",7,20.074,15,25.525,"Specialists"
"OTU3858",2,6.078,3,9,"Specialists"
"OTU2272",1,1.364,1,2,"NS"
"OTU2277",1,1.358,1,2,"NS"
"OTU7954",5,2.068,1,4,"Generalists"
"OTU6670",3,2.09,1,4,"NS"
"OTU2882",3,8.308,5,12,"Specialists"
"OTU4913",1,3.926,2,6,"Specialists"
"OTU4093",4,13.99,10,19,"Specialists"
"OTU883",2,11.102,7,15,"Specialists"
"OTU2646",1,8.268,5,12,"Specialists"
"OTU8308",3,5.208,3,8,"NS"
"OTU2260",8,13.242,9,18,"Specialists"
"OTU1570",4,13.532,9,18,"Specialists"
"OTU1474",5,20.75,16,26,"Specialists"
"OTU12099",1,6.082,3,9,"Specialists"
"OTU6304",4,5.184,3,8,"NS"
"OTU8643",1,3.236,2,5,"Specialists"
"OTU2083",9,11.914,8,17,"NS"
"OTU3299",3,4.76,2,7.52499999999998,"NS"
"OTU8433",2,1.61,1,3,"NS"
"OTU7338",2,2.11,1,4,"NS"
"OTU8518",5,2.604,1,5,"NS"
"OTU9106",1,2.864,1,5,"NS"
"OTU4837",2,3.332,1.475,5.52499999999998,"NS"
"OTU136",23,7.234,4,10,"Generalists"
"OTU13082",1,1.382,1,2,"NS"
"OTU10899",2,1.39,1,2,"NS"
"OTU7319",3,1.77,1,3,"NS"
"OTU12378",2,3.578,2,6,"NS"
"OTU10538",3,2.606,1,5,"NS"
"OTU3964",2,2.53,1,4,"NS"
"OTU6819",2,1.824,1,3,"NS"
"OTU5954",1,1.388,1,2,"NS"
"OTU6788",1,1.782,1,3,"NS"
"OTU4646",1,1.808,1,3,"NS"
"OTU11375",3,3.806,2,6.52499999999998,"NS"
"OTU4127",2,1.382,1,2,"NS"
"OTU2484",3,1.816,1,3,"NS"
"OTU10882",2,1.358,1,2,"NS"
"OTU12180",2,1.64,1,3,"NS"
"OTU9967",2,1.386,1,2,"NS"
"OTU1582",2,1.404,1,2,"NS"
"OTU11817",6,3.248,1.475,5,"Generalists"
"OTU12012",2,1.348,1,2,"NS"
"OTU9068",3,1.6,1,3,"NS"
"OTU6357",3,1.602,1,3,"NS"
"OTU1596",2,1.57,1,3,"NS"
"OTU6263",2,2.932,1,5,"NS"
"OTU412",4,1.97,1,3,"Generalists"
"OTU2878",3,1.584,1,3,"NS"
"OTU1179",6,15,10,20,"Specialists"
"OTU10271",4,3.522,2,6,"NS"
"OTU13074",2,5.79,3,9,"Specialists"
"OTU5731",2,3.812,2,6,"NS"
"OTU3463",1,4.412,2,7,"Specialists"
"OTU12982",7,11.158,7,16,"NS"
"OTU7406",2,15.492,11,21,"Specialists"
"OTU12412",1,1.788,1,3,"NS"
"OTU10783",5,4.35,2,7,"NS"
"OTU6917",2,2.308,1,4,"NS"
"OTU7235",1,1.348,1,2,"NS"
"OTU528",1,1.644,1,3,"NS"
"OTU1787",6,8.586,5,12.525,"NS"
"OTU134",8,4.026,2,6,"Generalists"
"OTU10571",2,3.008,1,5,"NS"
"OTU1215",1,1.572,1,3,"NS"
"OTU7223",6,2.65,1,4,"Generalists"
"OTU1875",1,1.798,1,3,"NS"
"OTU9668",2,1.364,1,2,"NS"
"OTU12703",3,2.052,1,3,"NS"
"OTU3010",4,3.712,2,6,"NS"
"OTU7899",3,2.756,1,4,"NS"
"OTU1862",1,11.124,7.475,15,"Specialists"
"OTU10391",2,1.696,1,3,"NS"
"OTU899",4,2.4,1,4,"NS"
"OTU7147",2,1.41,1,2,"NS"
"OTU8919",2,3.618,2,6,"NS"
"OTU5044",3,2.586,1,4,"NS"
"OTU5219",2,1.848,1,3,"NS"
"OTU4398",9,12.548,9,17,"NS"
"OTU2747",5,6.264,4,9,"NS"
"OTU2199",1,7.84,5,11,"Specialists"
"OTU3082",1,1.616,1,3,"NS"
"OTU7778",3,6.138,3,9,"NS"
"OTU3769",4,3.272,1.475,5,"NS"
"OTU10747",6,2.842,1,5,"Generalists"
"OTU4567",5,2.134,1,4,"Generalists"
"OTU7441",4,2.492,1,4,"NS"
"OTU255",3,2.23,1,4,"NS"
"OTU1860",4,7.936,5,12,"Specialists"
"OTU10214",1,1.588,1,3,"NS"
"OTU1664",2,11.47,7.475,16,"Specialists"
"OTU7662",4,2.476,1,4,"NS"
"OTU2282",3,9.072,5,13,"Specialists"
"OTU12110",4,2.678,1,5,"NS"
"OTU7526",3,1.628,1,3,"NS"
"OTU10347",2,3.842,2,7,"NS"
"OTU1525",4,2.35,1,4,"NS"
"OTU4970",4,2.804,1,5,"NS"
"OTU12704",6,4.028,2,6,"NS"
"OTU88",3,1.798,1,3,"NS"
"OTU9200",3,1.942,1,3,"NS"
"OTU10217",1,2.898,1,5,"NS"
"OTU12890",1,4.112,2,7,"Specialists"
"OTU2337",2,3.62,2,6,"NS"
"OTU818",3,3.652,2,6,"NS"
"OTU4661",3,4.12,2,7,"NS"
"OTU7523",2,2.214,1,4,"NS"
"OTU3412",2,2.712,1,4,"NS"
"OTU5994",9,3.27,2,5,"Generalists"
"OTU384",8,2.468,1,4,"Generalists"
"OTU4707",2,3.2,1,5,"NS"
"OTU82",7,4.274,2,7,"NS"
"OTU10572",2,1.652,1,3,"NS"
"OTU2803",4,2.228,1,4,"NS"
"OTU8160",4,2.488,1,4,"NS"
"OTU11701",2,1.388,1,2,"NS"
"OTU5698",3,1.58,1,3,"NS"
"OTU4744",4,7.958,5,12,"Specialists"
"OTU6217",2,5.704,3,9,"Specialists"
"OTU7536",3,2.002,1,3,"NS"
"OTU2241",1,1.388,1,2,"NS"
"OTU12356",6,4.448,2,7,"NS"
"OTU13072",9,2.978,1,5,"Generalists"
"OTU3217",2,4.888,2.475,8,"Specialists"
"OTU1602",1,10.854,7,15,"Specialists"
"OTU5778",1,7.982,5,12,"Specialists"
"OTU13028",1,1.62,1,3,"NS"
"OTU5230",1,1.966,1,3,"NS"
"OTU6666",1,3.234,1,5,"NS"
"OTU7665",3,2.594,1,4,"NS"
"OTU12633",3,1.924,1,3,"NS"
"OTU2938",2,1.378,1,2,"NS"
"OTU4779",5,3.884,2,6,"NS"
"OTU12769",1,1.372,1,2,"NS"
"OTU5594",1,1.346,1,2,"NS"
"OTU7373",2,1.354,1,2,"NS"
"OTU889",2,13.102,9,17.525,"Specialists"
"OTU5307",1,2.898,1,5,"NS"
"OTU10845",8,2.94,1,5,"Generalists"
"OTU7350",2,1.382,1,2,"NS"
"OTU718",2,4.924,2,8,"NS"
"OTU1496",3,10.93,7,15,"Specialists"
"OTU4999",3,3.456,1.475,6,"NS"
"OTU12567",3,6.01,3,9,"NS"
"OTU497",1,1.966,1,3,"NS"
"OTU5794",2,2.404,1,4,"NS"
"OTU5140",1,2.682,1,4,"NS"
"OTU2897",1,8.038,5,12,"Specialists"
"OTU11519",3,2.408,1,4,"NS"
"OTU4294",3,5.468,3,8,"NS"
"OTU1187",2,2.244,1,4,"NS"
"OTU8779",2,1.65,1,3,"NS"
"OTU12903",2,2.652,1,5,"NS"
"OTU4645",3,5.176,3,8,"NS"
"OTU5381",6,3.618,2,6,"NS"
"OTU5147",4,3.018,1,5,"NS"
"OTU5789",1,1.826,1,3,"NS"
"OTU9905",2,4.004,2,6,"NS"
"OTU5013",8,3.18,1,5,"Generalists"
"OTU7880",1,1.782,1,3,"NS"
"OTU4703",2,1.616,1,3,"NS"
"OTU348",18,14.752,10,20,"NS"
"OTU5549",1,2.074,1,4,"NS"
"OTU164",1,3.686,2,6,"Specialists"
"OTU383",2,1.608,1,3,"NS"
"OTU12791",1,2.38,1,4,"NS"
"OTU11176",1,1.398,1,2,"NS"
"OTU7387",7,2.386,1,4,"Generalists"
"OTU895",3,19.158,14,25,"Specialists"
"OTU12405",2,2.63,1,4.52499999999998,"NS"
"OTU3169",1,4.372,2,7,"Specialists"
"OTU6087",1,2.138,1,4,"NS"
"OTU10149",1,1.3,1,2,"NS"
"OTU10852",1,1.638,1,3,"NS"
"OTU8377",2,2.962,1,5,"NS"
"OTU1333",10,11.142,7,15.525,"NS"
"OTU915",2,1.364,1,2,"NS"
"OTU878",1,1.878,1,3,"NS"
"OTU611",3,1.574,1,3,"NS"
"OTU4494",2,3.776,2,6,"NS"
"OTU7877",2,2.116,1,4,"NS"
"OTU8405",1,1.848,1,3,"NS"
"OTU2248",1,2.098,1,4,"NS"
"OTU10723",5,2.28,1,4,"Generalists"
"OTU6731",8,6.406,4,10,"NS"
"OTU8358",1,2.074,1,4,"NS"
"OTU6826",1,2.71,1,5,"NS"
"OTU6332",2,2.584,1,4,"NS"
"OTU5073",4,2.442,1,4,"NS"
"OTU2290",9,5.324,3,8,"Generalists"
"OTU5266",1,1.658,1,3,"NS"
"OTU6886",1,2.1,1,4,"NS"
"OTU1190",1,1.606,1,3,"NS"
"OTU10638",1,1.324,1,2,"NS"
"OTU7530",1,2.066,1,4,"NS"
"OTU1603",4,3.566,1.475,6,"NS"
"OTU4167",1,1.646,1,3,"NS"
"OTU12768",1,1.392,1,2,"NS"
"OTU5328",4,4.15,2,7,"NS"
"OTU3128",1,1.374,1,2,"NS"
"OTU1965",1,1.336,1,2,"NS"
"OTU3008",2,1.86,1,3,"NS"
"OTU7334",2,1.378,1,2,"NS"
"OTU3705",3,7.532,4,11,"Specialists"
"OTU7568",4,1.784,1,3,"Generalists"
"OTU7111",5,2.794,1,5,"NS"
"OTU2727",2,3.394,2,5,"NS"
"OTU1017",2,1.354,1,2,"NS"
"OTU2327",1,10.962,7,15,"Specialists"
"OTU4500",1,4.652,2,8,"Specialists"
"OTU6592",1,1.81,1,3,"NS"
"OTU2185",2,11.08,7,15,"Specialists"
"OTU3717",1,1.376,1,2,"NS"
"OTU12336",1,1.382,1,2,"NS"
"OTU4894",3,3.78,2,6,"NS"
"OTU487",1,5.2,3,8,"Specialists"
"OTU1926",1,8.646,5,12,"Specialists"
"OTU5811",2,1.66,1,3,"NS"
"OTU9280",2,1.96,1,3,"NS"
"OTU4540",16,6.498,3,10,"Generalists"
"OTU2406",2,3.668,2,6,"NS"
"OTU5661",2,1.632,1,3,"NS"
"OTU5760",3,1.8,1,3,"NS"
"OTU1661",1,10.03,7,14,"Specialists"
"OTU33",3,2.346,1,4,"NS"
"OTU1623",1,10.214,6,14.525,"Specialists"
"OTU391",2,1.61,1,3,"NS"
"OTU3321",1,4.198,2,7,"Specialists"
"OTU1265",3,2.436,1,4,"NS"
"OTU6729",3,5.892,3,9,"NS"
"OTU11572",5,2.742,1,5,"NS"
"OTU11139",2,3.916,2,6,"NS"
"OTU2754",4,2.144,1,4,"NS"
"OTU1356",1,1.372,1,2,"NS"
"OTU5548",13,5.742,3,9,"Generalists"
"OTU197",1,1.594,1,3,"NS"
"OTU577",2,1.908,1,3,"NS"
"OTU1063",2,1.988,1,3,"NS"
"OTU4619",2,2.038,1,3,"NS"
"OTU4317",7,8.512,5,12,"NS"
"OTU4897",3,2.43,1,4,"NS"
"OTU4156",1,4.606,2,7,"Specialists"
"OTU2315",5,7.204,4,11,"NS"
"OTU7983",3,1.588,1,3,"NS"
"OTU10493",3,3.8,2,6,"NS"
"OTU911",8,17.752,13,23,"Specialists"
"OTU2870",1,1.398,1,2,"NS"
"OTU5590",2,1.958,1,3,"NS"
"OTU10973",2,4.338,2,7,"NS"
"OTU726",2,1.352,1,2,"NS"
"OTU298",7,2.986,1,5,"Generalists"
"OTU5641",5,2.458,1,4,"Generalists"
"OTU3628",4,3.84,2,6.52499999999998,"NS"
"OTU3702",1,6.032,3,9,"Specialists"
"OTU79",3,7.836,5,11,"Specialists"
"OTU3718",3,3.814,2,6,"NS"
"OTU105",6,4.07,2,7,"NS"
"OTU7608",1,1.39,1,2,"NS"
