"","Genus","Family","Order","Class","Phylum","Domain","global_occurrence","BOER_SEVonly","BOGR_SEVonly","ANGE_allsites","BOCU_allsites","BOER_allsites","BOGR_allsites","BUDA_allsites","SCSC_allsites","BLM","BNP","CAD","CNF","CPR","DMT","FCP","FMT","FSA","GMT","GNF","HAR","HPG","KAE","KNZ","LAR","LBJ","NWP","ONF","RNF","SCP","SEV","UHC","SFA","BLM_BOGR","BLM_SCSC","BNP_BOER","BNP_BOGR","CAD_ANGE","CAD_BOGR","CAD_BUDA","CAD_SCSC","CNF_BOER","CNF_BOGR","CNF_SCSC","CPR_BOER","CPR_BOGR_E","DMT_BOER","DMT_BOGR","DMT_SCSC","FCP_BOGR","FCP_BUDA","FCP_SCSC","FMT_BOER","FMT_BOGR","FSA_SCSC","GMT_BOER","GMT_BOGR","GNF_BOGR","GNF_SCSC","HAR_ANGE","HAR_BOCU_E","HAR_BOGR","HAR_BOGR_E","HAR_BUDA","HAR_BUDA_E","HAR_SCSC","HAR_SCSC_E","HPG_BOGR","HPG_BUDA","KAE_ANGE","KAE_BUDA","KAE_SCSC","KNZ_ANGE","KNZ_ANGE_E","KNZ_BOCU_E","KNZ_BOGR","KNZ_BUDA","KNZ_SCSC","KNZ_SCSC_E","LAR_ANGE","LAR_BOGR","LAR_SCSC","LBJ_ANGE","LBJ_BUDA","LBJ_SCSC","NWP_ANGE","NWP_SCSC","ONF_ANGE","ONF_SCSC","RNF_BOGR","SCP_ANGE","SCP_BOGR","SCP_SCSC","SEV_BOER","SEV_BOER_E_A","SEV_BOER_E_B","SEV_BOGR","SEV_BOGR_E_A","UHC_ANGE","UHC_SCSC","SFA_SCSC"
"254","uncl_Herpotrichiellaceae","Herpotrichiellaceae","Chaetothyriales","Eurotiomycetes","Ascomycota","Fungi",0.551987767584098,0.216216216216216,0.25,0.754237288135593,0.64,0.160377358490566,0.4,0.444444444444444,0.794594594594595,0.217391304347826,0.0588235294117647,0.7,0.5,0.25,0.392857142857143,0.428571428571429,0,1,0.272727272727273,0.875,0.769230769230769,0.0666666666666667,0.34375,0.842696629213483,0.344827586206897,0.676470588235294,0.7,0.954545454545455,0.166666666666667,0.8,0.226415094339623,1,1,0.25,0.181818181818182,0,0.2,1,0.285714285714286,0.416666666666667,1,0.181818181818182,0,1,0.181818181818182,0.4,0.0833333333333333,0.166666666666667,0.9,0.6,0.166666666666667,0.636363636363636,0,0,1,0.333333333333333,0.2,0,1,0.6,0.55,0.666666666666667,0.95,0.8,0.7,1,1,0,0.0909090909090909,0.363636363636364,0.416666666666667,0.222222222222222,1,0.85,1,0.777777777777778,0.818181818181818,0.833333333333333,0.75,0.166666666666667,0.2,0.583333333333333,0.818181818181818,0.25,1,0.8,0.6,1,0.916666666666667,0.166666666666667,0,1,1,0.222222222222222,0.375,0.15,0.333333333333333,0.230769230769231,1,1,1
"255","Tremella","Tremellaceae","Tremellales","Tremellomycetes","Basidiomycota","Fungi",0.0336391437308868,NA,NA,0.0423728813559322,0,0,0,0,0.0918918918918919,0,0,0.1,0.0357142857142857,0,0,0.0357142857142857,0,0,0,0,0.032967032967033,0,0,0.101123595505618,0,0.0294117647058824,0.1,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.3,0,0,0.0833333333333333,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0.0833333333333333,0.05,0,0,0,0.25,0.2,0,0,0,0,0,0.0909090909090909,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Orbilia","Orbiliaceae","Orbiliales","Orbiliomycetes","Ascomycota","Fungi",0.103975535168196,0.027027027027027,0,0.0423728813559322,0.28,0.00943396226415094,0.130769230769231,0.111111111111111,0.151351351351351,0.173913043478261,0,0.425,0.0357142857142857,0,0,0.321428571428571,0,0.142857142857143,0,0.5,0.197802197802198,0.133333333333333,0,0,0.310344827586207,0.0588235294117647,0,0,0,0,0.0188679245283019,0,0,0.0833333333333333,0.272727272727273,0,0,0.181818181818182,0.857142857142857,0.333333333333333,0.5,0,0,0.0833333333333333,0,0,0,0,0,0,0.166666666666667,0.636363636363636,0,0,0.142857142857143,0,0,0,0.571428571428571,0.1,0.35,0.166666666666667,0.2,0.1,0.2,0.181818181818182,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.6,0.416666666666667,0.0909090909090909,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0
"257","uncl_Rozellomycotina_cls_Incertae_sedis","uncl_Rozellomycotina_cls_Incertae_sedis","uncl_Rozellomycotina_cls_Incertae_sedis","Rozellomycotina_cls_Incertae_sedis","Rozellomycota","Fungi",0.0244648318042813,NA,NA,0.0508474576271186,0,0,0,0.0444444444444444,0.0324324324324324,0,0,0.05,0,0,0,0,0,0.285714285714286,0,0,0.010989010989011,0,0.03125,0,0.0344827586206897,0.0882352941176471,0.05,0,0,0,0,0.19047619047619,0.333333333333333,0,0,0,0,0.0909090909090909,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0.166666666666667,0.0909090909090909,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0909090909090909,0.333333333333333
"258","Toxicocladosporium","Cladosporiaceae","Capnodiales","Dothideomycetes","Ascomycota","Fungi",0.0474006116207951,NA,NA,0.0254237288135593,0.08,0.00943396226415094,0.0307692307692308,0.1,0.0648648648648649,0,0,0.075,0.0357142857142857,0.0625,0,0.107142857142857,0,0.285714285714286,0,0,0.0879120879120879,0,0.0625,0.0786516853932584,0,0.0882352941176471,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.0833333333333333,0.1,0,0,0.0833333333333333,0.0909090909090909,0,0,0,0,0,0.166666666666667,0.0909090909090909,0,0,0.285714285714286,0,0,0,0,0,0.1,0,0.1,0.1,0.2,0.0909090909090909,0,0,0,0,0.0833333333333333,0.111111111111111,0.0833333333333333,0,0,0.222222222222222,0.181818181818182,0.166666666666667,0,0,0,0,0,0,0.272727272727273,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Alfaria","Stachybotryaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.129969418960245,NA,NA,0.279661016949153,0.12,0,0.0461538461538462,0.133333333333333,0.167567567567568,0,0,0.2,0.0357142857142857,0,0,0.0714285714285714,0.0588235294117647,0.571428571428571,0,0,0.197802197802198,0,0.46875,0.0337078651685393,0.0689655172413793,0.588235294117647,0,0.318181818181818,0,0.2,0,0.142857142857143,0,0,0,0,0,0.363636363636364,0,0.0833333333333333,0.3,0,0,0.0833333333333333,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0.571428571428571,0,0,0,0,0.3,0.15,0.166666666666667,0.15,0,0,0.636363636363636,0.25,0,0,0.636363636363636,0.5,0.222222222222222,0,0,0,0.111111111111111,0.0909090909090909,0,0.05,0.166666666666667,0,0,0.636363636363636,0.166666666666667,1,0,0,0.6,0.0833333333333333,0,1,0,0,0,0,0,0,0,0.3,0,0
"260","Scutellinia","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.0611620795107034,NA,NA,0.152542372881356,0.08,0,0.0153846153846154,0.0333333333333333,0.0810810810810811,0,0,0.35,0,0,0,0.0357142857142857,0,0,0,0,0.0659340659340659,0.133333333333333,0,0.134831460674157,0,0.0294117647058824,0,0,0,0,0,0.19047619047619,0,0,0,0,0,0.727272727272727,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0.2,0.181818181818182,0,0.5,0,0,0,0,0.416666666666667,0.05,0.2,0,0.0909090909090909,0.333333333333333,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0909090909090909,0
"261","uncl_Pezizaceae","Pezizaceae","Pezizales","Pezizomycetes","Ascomycota","Fungi",0.0764525993883792,0.0540540540540541,0.0625,0.0932203389830508,0.08,0.0377358490566038,0.0769230769230769,0.0888888888888889,0.0810810810810811,0,0.0588235294117647,0.225,0.0714285714285714,0.0625,0,0.0714285714285714,0,0,0.0454545454545455,0.25,0.0769230769230769,0.333333333333333,0,0.168539325842697,0,0.0294117647058824,0,0.0454545454545455,0,0,0.0566037735849057,0,0,0,0,0.0833333333333333,0,0.454545454545455,0,0,0.4,0.0909090909090909,0.2,0,0,0.2,0,0,0,0,0.0833333333333333,0.0909090909090909,0,0,0,0,0.1,0,0.285714285714286,0.1,0,0.166666666666667,0.05,0.3,0,0.0909090909090909,0,0.5,0.272727272727273,0,0,0,0.416666666666667,0,0.4,0.222222222222222,0.0909090909090909,0.333333333333333,0.05,0,0,0,0,0,0.0909090909090909,0,0,0,0.0833333333333333,0,0,0,0,0.111111111111111,0.125,0,0,0.0769230769230769,0,0,0
"262","Macrophomina","Botryosphaeriaceae","Botryosphaeriales","Dothideomycetes","Ascomycota","Fungi",0.137614678899083,NA,NA,0.186440677966102,0.08,0.0283018867924528,0.0538461538461538,0.255555555555556,0.178378378378378,0,0,0.35,0.0357142857142857,0,0.0357142857142857,0.25,0.0588235294117647,0.571428571428571,0,0,0.241758241758242,0,0.28125,0.0224719101123595,0.517241379310345,0.205882352941176,0.1,0,0,0.2,0,0.142857142857143,0.333333333333333,0,0,0,0,0.363636363636364,0.142857142857143,0.416666666666667,0.4,0.0909090909090909,0,0,0,0,0.0833333333333333,0,0,0.2,0.25,0.272727272727273,0.0909090909090909,0,0.571428571428571,0,0,0,0,0.4,0.1,0.166666666666667,0.1,0.4,0.2,0.454545454545455,0.5,0,0,0.272727272727273,0.416666666666667,0.111111111111111,0,0,0,0,0.0909090909090909,0.0833333333333333,0,0.5,0.2,0.666666666666667,0.181818181818182,0.25,0.181818181818182,0.1,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.2,0.0909090909090909,0.333333333333333
"263","uncl_Oliveoniaceae","Oliveoniaceae","Auriculariales","Agaricomycetes","Basidiomycota","Fungi",0.0305810397553517,NA,NA,0.0338983050847458,0.04,0.00943396226415094,0.00769230769230769,0.0222222222222222,0.0594594594594595,0,0,0.05,0,0.0625,0,0,0,0,0,0,0.010989010989011,0,0.03125,0.0898876404494382,0,0.176470588235294,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.0833333333333333,0.1,0,0,0.181818181818182,0.166666666666667,0.05,0,0,0,0,0,0.545454545454545,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"264","Colletotrichum","Glomerellaceae","Glomerellales","Sordariomycetes","Ascomycota","Fungi",0.0412844036697248,NA,NA,0.076271186440678,0,0,0.00769230769230769,0.0111111111111111,0.0864864864864865,0,0,0.125,0.0357142857142857,0,0,0.107142857142857,0,0,0,0,0.043956043956044,0,0,0.101123595505618,0.0344827586206897,0.0294117647058824,0.1,0,0,0.2,0,0,0,0,0,0,0,0.272727272727273,0,0.0833333333333333,0.1,0,0,0.0833333333333333,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0.181818181818182,0,0,0,0,0,0,0.0833333333333333,0.1,0,0,0,0.0833333333333333,0.25,0.0833333333333333,0,0,0.0909090909090909,0,0,0,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"265","uncl_Paraglomeraceae","Paraglomeraceae","Paraglomerales","Paraglomeromycetes","Glomeromycota","Fungi",0.00611620795107034,NA,NA,0.0338983050847458,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
"266","Scolecobasidium","Sympoventuriaceae","Venturiales","Dothideomycetes","Ascomycota","Fungi",0.0229357798165138,NA,NA,0.0423728813559322,0.08,0,0,0.0111111111111111,0.0378378378378378,0,0,0.075,0,0,0,0.0714285714285714,0,0.142857142857143,0,0,0.043956043956044,0,0.03125,0.0112359550561798,0,0.0588235294117647,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0.142857142857143,0,0,0,0,0.1,0.1,0,0,0,0,0.0909090909090909,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0.181818181818182,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Arthrobotrys","Orbiliaceae","Orbiliales","Orbiliomycetes","Ascomycota","Fungi",0.0611620795107034,NA,NA,0.101694915254237,0.2,0,0.0307692307692308,0.144444444444444,0.0324324324324324,0,0,0.175,0,0,0,0.214285714285714,0,0,0,0,0.153846153846154,0,0,0.0112359550561798,0.137931034482759,0.176470588235294,0,0,0,0,0,0.0952380952380952,0,0,0,0,0,0.272727272727273,0.142857142857143,0.166666666666667,0.1,0,0,0,0,0,0,0,0,0.2,0.333333333333333,0.0909090909090909,0,0,0,0,0,0,0,0,0.25,0,0.1,0.2,0.4,0.0909090909090909,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0.363636363636364,0.0833333333333333,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
"268","Efibulobasidium","Sebacinaceae","Sebacinales","Agaricomycetes","Basidiomycota","Fungi",0.0152905198776758,NA,NA,0.0169491525423729,0,0,0,0.0111111111111111,0.0378378378378378,0,0,0.05,0.178571428571429,0,0,0.0357142857142857,0,0,0,0.125,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","uncl_Niessliaceae","Niessliaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.00611620795107034,NA,NA,0.00847457627118644,0,0.00943396226415094,0,0,0.0108108108108108,0,0,0.05,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Xenoanthostomella","Xylariales_fam_Incertae_sedis","Xylariales","Sordariomycetes","Ascomycota","Fungi",0.00458715596330275,NA,NA,0.00847457627118644,0,0,0,0,0.0108108108108108,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","uncl_Cucurbitariaceae","Cucurbitariaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.110091743119266,NA,NA,0.203389830508475,0.24,0.00943396226415094,0.0307692307692308,0.0777777777777778,0.162162162162162,0,0.117647058823529,0.075,0,0,0,0,0,0,0,0,0.142857142857143,0,0.03125,0.438202247191011,0,0.294117647058824,0.05,0,0,0.2,0,0.0476190476190476,0.333333333333333,0,0,0.0833333333333333,0.2,0.0909090909090909,0,0.0833333333333333,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.15,0.3,0.1,0.181818181818182,0,0,0,0,0.0833333333333333,0,0.416666666666667,0.8,0.4,0,0,0.25,0.65,0,0,0,0.0909090909090909,0.0833333333333333,0.727272727272727,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0.333333333333333
"272","Neosetophoma","Phaeosphaeriaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.073394495412844,0.027027027027027,0,0.144067796610169,0.04,0.00943396226415094,0.0230769230769231,0.144444444444444,0.0702702702702703,0,0,0.025,0.0357142857142857,0,0,0,0,0,0,0,0.043956043956044,0.0666666666666667,0.25,0.0898876404494382,0.103448275862069,0.470588235294118,0.2,0,0,0,0.0188679245283019,0,0.333333333333333,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.166666666666667,0,0,0,0.0909090909090909,0,0,0.0909090909090909,0.181818181818182,0.5,0,0.166666666666667,0.1,0,0.111111111111111,0,0,0.15,0.166666666666667,0.2,0,0.454545454545455,0.5,0.454545454545455,0.2,0.2,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0.333333333333333
"273","uncl_Botryosphaeriales","uncl_Botryosphaeriales","Botryosphaeriales","Dothideomycetes","Ascomycota","Fungi",0.073394495412844,NA,NA,0.135593220338983,0,0.0377358490566038,0.0307692307692308,0.0666666666666667,0.0972972972972973,0,0.117647058823529,0.5,0,0,0,0.142857142857143,0.117647058823529,0.142857142857143,0,0,0,0,0.03125,0,0,0.441176470588235,0,0,0,0,0,0.0952380952380952,0.333333333333333,0,0,0.166666666666667,0,0.636363636363636,0.285714285714286,0.333333333333333,0.7,0,0,0,0,0,0,0,0,0.4,0,0.181818181818182,0.181818181818182,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,0.0833333333333333,0.636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.333333333333333
"274","Astrosphaeriella","Pleosporales_fam_Incertae_sedis","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.0168195718654434,NA,NA,0.0423728813559322,0,0,0.00769230769230769,0,0.027027027027027,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952380952380952,0,0,0,0,0,0.454545454545455,0.142857142857143,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0
"275","uncl_Hypocreales_fam_Incertae_sedis","Hypocreales_fam_Incertae_sedis","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.0596330275229358,NA,NA,0.101694915254237,0.08,0.00943396226415094,0.0153846153846154,0.0777777777777778,0.0810810810810811,0,0,0.025,0.0357142857142857,0.0625,0,0.178571428571429,0,0.142857142857143,0,0,0.0989010989010989,0,0.28125,0.0449438202247191,0.0689655172413793,0.117647058823529,0.05,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.0833333333333333,0.0909090909090909,0,0,0,0,0,0.25,0.181818181818182,0,0,0.142857142857143,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0.0909090909090909,0.5,0,0,0.454545454545455,0.0833333333333333,0.333333333333333,0,0.05,0,0,0,0.166666666666667,0.05,0.166666666666667,0,0,0,0.166666666666667,0.181818181818182,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","uncl_Phallales","uncl_Phallales","Phallales","Agaricomycetes","Basidiomycota","Fungi",0.00458715596330275,NA,NA,0.00847457627118644,0,0,0,0,0.0108108108108108,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Coniophora","Coniophoraceae","Boletales","Agaricomycetes","Basidiomycota","Fungi",0.0198776758409786,0.027027027027027,0.0625,0.0169491525423729,0,0.0188679245283019,0.0230769230769231,0,0.0324324324324324,0,0,0.025,0.0357142857142857,0.0625,0.0357142857142857,0.107142857142857,0,0,0,0,0.021978021978022,0,0,0.0112359550561798,0,0.0294117647058824,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.0833333333333333,0.0909090909090909,0,0,0.166666666666667,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.0909090909090909,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.333333333333333,0,0,0,0
"278","Parasarocladium","Sarocladiaceae","Hypocreales","Sordariomycetes","Ascomycota","Fungi",0.0198776758409786,NA,NA,0.0423728813559322,0,0,0,0.0333333333333333,0.027027027027027,0,0,0.025,0,0,0.0357142857142857,0,0,0,0,0,0,0,0.09375,0.0224719101123595,0,0.117647058823529,0.05,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.166666666666667,0,0,0.05,0,0,0,0,0.05,0,0,0,0.0909090909090909,0.0833333333333333,0.181818181818182,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","uncl_Sebacinaceae","Sebacinaceae","Sebacinales","Agaricomycetes","Basidiomycota","Fungi",0.0596330275229358,NA,NA,0.0508474576271186,0,0.0188679245283019,0.0307692307692308,0.0555555555555556,0.118918918918919,0,0,0.025,0.25,0,0,0.178571428571429,0,0,0.0454545454545455,0.25,0.0769230769230769,0,0,0.112359550561798,0,0.0588235294117647,0,0,0,0.2,0,0.142857142857143,0,0,0,0,0,0.0909090909090909,0,0,0,0.181818181818182,0,0.416666666666667,0,0,0,0,0,0,0.0833333333333333,0.363636363636364,0,0,0,0,0.1,0,0.285714285714286,0,0,0,0.05,0.1,0.1,0.181818181818182,0.5,0,0,0,0,0,0.25,0.05,0,0.222222222222222,0.0909090909090909,0.0833333333333333,0.1,0,0,0,0,0.0833333333333333,0.0909090909090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.272727272727273,0
"280","uncl_Orbiliaceae","Orbiliaceae","Orbiliales","Orbiliomycetes","Ascomycota","Fungi",0.125382262996942,NA,NA,0.152542372881356,0.24,0.0471698113207547,0.138461538461538,0.122222222222222,0.12972972972973,0.173913043478261,0,0.25,0.142857142857143,0.125,0.178571428571429,0.107142857142857,0,0.142857142857143,0.363636363636364,0.125,0.0989010989010989,0.0666666666666667,0.09375,0.146067415730337,0.206896551724138,0.0588235294117647,0,0.136363636363636,0.166666666666667,0,0,0.285714285714286,0,0.25,0.0909090909090909,0,0,0.181818181818182,0.142857142857143,0.166666666666667,0.5,0.0909090909090909,0.2,0.166666666666667,0,0.4,0.166666666666667,0.166666666666667,0.2,0,0.166666666666667,0.0909090909090909,0,0,0.142857142857143,0.166666666666667,0.6,0,0.142857142857143,0.2,0.2,0,0.05,0,0.1,0.0909090909090909,0,0.25,0,0,0.25,0,0.0833333333333333,0.2,0.4,0,0.181818181818182,0,0.2,0.25,0.2,0.166666666666667,0,0.0833333333333333,0.0909090909090909,0,0,0.1,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0.5,0.0909090909090909,0
"281","uncl_Lachnocladiaceae","Lachnocladiaceae","Russulales","Agaricomycetes","Basidiomycota","Fungi",0.0107033639143731,NA,NA,0.0423728813559322,0.04,0,0,0,0.00540540540540541,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.0561797752808989,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.2,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Massariosphaeria","Thyridariaceae","Pleosporales","Dothideomycetes","Ascomycota","Fungi",0.0137614678899083,NA,NA,0.0169491525423729,0.08,0.00943396226415094,0.0153846153846154,0,0.0108108108108108,0,0,0.025,0.0714285714285714,0.0625,0,0,0,0,0,0,0.043956043956044,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.166666666666667,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Dominikia","Glomeraceae","Glomerales","Glomeromycetes","Glomeromycota","Fungi",0.146788990825688,NA,NA,0.101694915254237,0.2,0.0660377358490566,0.123076923076923,0.266666666666667,0.172972972972973,0,0.294117647058824,0.425,0.0357142857142857,0,0.25,0.357142857142857,0,0.571428571428571,0.181818181818182,0,0.285714285714286,0.333333333333333,0.09375,0.0786516853932584,0.0344827586206897,0.0588235294117647,0,0,0,0.2,0,0.0476190476190476,0.666666666666667,0,0,0.25,0.4,0.363636363636364,0.142857142857143,0.416666666666667,0.7,0,0,0.0833333333333333,0,0,0.166666666666667,0.5,0.2,0,0.166666666666667,0.727272727272727,0,0,0.571428571428571,0.166666666666667,0.2,0,0,0.3,0.2,0.333333333333333,0.15,0.3,0.4,0.636363636363636,0,0.25,0.363636363636364,0,0.25,0,0.0833333333333333,0.05,0.2,0.111111111111111,0.272727272727273,0,0,0.0833333333333333,0,0,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0.666666666666667
"284","Cyphellophora","Cyphellophoraceae","Chaetothyriales","Eurotiomycetes","Ascomycota","Fungi",0.0535168195718654,NA,NA,0.0677966101694915,0.16,0,0.0307692307692308,0.0222222222222222,0.0918918918918919,0,0,0.075,0.178571428571429,0,0.0357142857142857,0,0,0.142857142857143,0,0,0.153846153846154,0,0.09375,0.0449438202247191,0,0.0588235294117647,0,0.0454545454545455,0,0,0,0.0476190476190476,0,0,0,0,0,0.0909090909090909,0,0,0.2,0,0,0.416666666666667,0,0,0,0,0.1,0,0,0,0,0,0.142857142857143,0,0,0,0,0.2,0.2,0.166666666666667,0.05,0,0,0.454545454545455,0.25,0,0,0.0909090909090909,0.0833333333333333,0.111111111111111,0,0.05,0,0.222222222222222,0.0909090909090909,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0
