"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU2092",5,4.788,3,6,"NS"
"OTU5213",16,15.518,12,20,"NS"
"OTU2947",2,3.506,2,4,"NS"
"OTU26388",5,4.134,3,5,"NS"
"OTU1126",33,31.946,26,38,"NS"
"OTU12527",8,9.518,7,12,"NS"
"OTU1866",8,14.916,12,19,"Specialists"
"OTU4668",2,2.708,2,3,"NS"
"OTU3410",3,3.4,2,4,"NS"
"OTU7756",16,11.25,8,14,"Generalists"
"OTU9951",1,1.892,1,2,"NS"
"OTU1574",26,17.328,13,22,"Generalists"
"OTU5935",4,10.336,7,13,"Specialists"
"OTU50327",14,12.93,9,16,"NS"
"OTU3032",5,6.432,4,8,"NS"
"OTU1542",43,31.854,26,37,"Generalists"
"OTU3117",5,4.122,2.475,5,"NS"
"OTU103",38,71.738,65,78.525,"Specialists"
"OTU46050",6,7.928,5,10,"NS"
"OTU12762",13,8.804,6,11.525,"Generalists"
"OTU21659",10,7.554,5,10,"NS"
"OTU3381",2,2.734,2,3,"NS"
"OTU6466",3,2.706,2,3,"NS"
"OTU2207",1,2.724,2,3,"Specialists"
"OTU18449",1,4.124,3,5,"Specialists"
"OTU18651",3,3.456,2,4,"NS"
"OTU3798",15,13.358,10,17,"NS"
"OTU6894",6,5.99,4,8,"NS"
"OTU13651",3,2.714,2,3,"NS"
"OTU17666",2,1.9,1,2,"NS"
"OTU6392",3,2.722,2,3,"NS"
"OTU7753",6,4.808,3,6,"NS"
"OTU2786",4,3.46,2,4,"NS"
"OTU23523",66,47.478,41,54.525,"Generalists"
"OTU1379",59,35.158,29,41,"Generalists"
"OTU70",54,79.35,73,85,"Specialists"
"OTU1077",63,33.58,28,39,"Generalists"
"OTU223",26,60.222,53,67,"Specialists"
"OTU1680",50,30.82,25,36.525,"Generalists"
"OTU351",35,50.232,43,57,"Specialists"
"OTU9292",2,1.896,1,2,"NS"
"OTU1771",25,22.02,17,27,"NS"
"OTU67025",6,8.454,6,11,"NS"
"OTU61156",5,4.212,3,5,"NS"
"OTU7428",6,5.322,3,7,"NS"
"OTU17085",2,1.898,1,2,"NS"
"OTU3828",12,10.31,7,13,"NS"
"OTU1615",30,19.898,15,24,"Generalists"
"OTU68782",17,11.05,8,14,"Generalists"
"OTU6648",3,8.806,6,11.525,"Specialists"
"OTU25546",4,3.418,2,4,"NS"
"OTU5418",6,4.73,3,6,"NS"
"OTU1559",12,8.322,6,11,"Generalists"
"OTU8521",3,2.724,2,3,"NS"
"OTU59520",13,12.678,9,16,"NS"
"OTU10547",2,1.888,1,2,"NS"
"OTU1583",15,13.828,10,18,"NS"
"OTU13886",2,1.896,1,2,"NS"
"OTU20149",4,3.462,2,4,"NS"
"OTU8909",11,8.282,6,11,"NS"
"OTU84751",11,8.06,6,10,"Generalists"
"OTU10880",4,3.476,2,4,"NS"
"OTU1732",20,18.042,14,22,"NS"
"OTU88116",4,4.144,3,5,"NS"
"OTU75854",46,41.938,36,49,"NS"
"OTU6076",22,31.334,26,37,"Specialists"
"OTU3525",3,3.516,2,4,"NS"
"OTU6116",11,9.442,7,12,"NS"
"OTU4047",7,5.956,4,8,"NS"
"OTU27534",10,12.292,9,16,"NS"
"OTU65427",3,3.446,2,4,"NS"
"OTU18609",23,18.752,15,23,"NS"
"OTU3532",4,3.47,2,4,"NS"
"OTU10484",6,5.994,4,8,"NS"
"OTU754",20,22.992,18,28,"NS"
"OTU17255",28,15.478,12,20,"Generalists"
"OTU173",77,64.408,58,72,"Generalists"
"OTU14429",21,15.248,11,20,"Generalists"
"OTU386",37,24.962,20,30,"Generalists"
"OTU14398",2,1.882,1,2,"NS"
"OTU2712",7,5.354,4,7,"NS"
"OTU9724",6,5.352,3,7,"NS"
"OTU25263",2,2.726,2,3,"NS"
"OTU14922",3,4.154,3,5,"NS"
"OTU5486",19,13.332,10,17,"Generalists"
"OTU3855",4,3.484,2,4,"NS"
"OTU4178",8,6.896,5,9,"NS"
"OTU3003",26,18.94,15,24,"Generalists"
"OTU9750",1,1.912,1,2,"NS"
"OTU43033",13,19.656,15,24,"Specialists"
"OTU4852",2,1.918,1,2,"NS"
"OTU765",58,58.57,51,66,"NS"
"OTU1524",19,12.764,10,16,"Generalists"
"OTU625",22,34.09,28,40.525,"Specialists"
"OTU12156",11,8.396,6,11,"NS"
"OTU2144",27,20.616,16,25.525,"Generalists"
"OTU9582",14,12.016,9,15,"NS"
"OTU71638",48,40.174,34,46,"Generalists"
"OTU1008",38,33.056,28,39,"NS"
"OTU14962",17,12.576,9,16,"Generalists"
"OTU4511",10,12.284,9,16,"NS"
"OTU1135",8,8.362,6,11,"NS"
"OTU38347",3,2.724,2,3,"NS"
"OTU6988",22,17.122,13,21.525,"Generalists"
"OTU30666",28,23.582,19,29,"NS"
"OTU1722",26,16.954,13,21,"Generalists"
"OTU52749",2,1.892,1,2,"NS"
"OTU11218",2,1.906,1,2,"NS"
"OTU1558",19,17.73,14,22,"NS"
"OTU2747",2,2.722,2,3,"NS"
"OTU10852",11,9.53,7,12.525,"NS"
"OTU1418",4,4.218,3,5,"NS"
"OTU2217",12,17.076,13,21.525,"Specialists"
"OTU156",17,30.984,26,37,"Specialists"
"OTU2841",11,11.278,8,14.525,"NS"
"OTU292",42,27.576,23,33,"Generalists"
"OTU110",83,83.012,77,89,"NS"
"OTU33378",3,2.716,2,3,"NS"
"OTU12693",4,3.462,2,4,"NS"
"OTU3764",5,5.374,3,7,"NS"
"OTU7927",1,1.886,1,2,"NS"
"OTU12843",9,7.102,5,9,"NS"
"OTU7490",4,4.138,3,5,"NS"
"OTU5605",2,2.724,2,3,"NS"
"OTU6848",30,23.362,19,28,"Generalists"
"OTU4364",5,4.798,3,6,"NS"
"OTU24668",4,5.354,4,7,"NS"
"OTU1292",9,10.426,7,14,"NS"
"OTU11250",10,7.496,5,10,"NS"
"OTU3545",7,7.928,5,10,"NS"
"OTU2477",9,24.062,19,29,"Specialists"
"OTU9719",13,12.224,9,16,"NS"
"OTU7847",4,4.142,3,5,"NS"
"OTU20107",7,5.974,4,8,"NS"
"OTU4152",7,5.342,4,7,"NS"
"OTU14265",6,8.852,6,11,"NS"
"OTU2820",9,6.44,4,8,"Generalists"
"OTU1417",32,25.27,20,31,"Generalists"
"OTU6890",4,3.43,2,4,"NS"
"OTU7571",1,2.722,2,3,"Specialists"
"OTU3635",5,4.774,3,6,"NS"
"OTU56730",14,9.104,6,12,"Generalists"
"OTU2482",13,11.6,9,15,"NS"
"OTU9684",5,5.394,4,7,"NS"
"OTU578",61,47.42,41,54,"Generalists"
"OTU6226",13,10.694,8,14,"NS"
"OTU35325",5,4.758,3,6,"NS"
"OTU89333",44,26.958,21,32,"Generalists"
"OTU3845",2,2.684,2,3,"NS"
"OTU21902",4,4.836,3,6,"NS"
"OTU9873",6,5.394,3,7,"NS"
"OTU15989",8,7.866,5,10,"NS"
"OTU22271",3,2.71,2,3,"NS"
"OTU1406",6,6.578,4,8.52499999999998,"NS"
"OTU41775",3,4.74,3,6,"NS"
"OTU36321",11,11.764,9,15,"NS"
"OTU12309",2,2.736,2,3,"NS"
"OTU5332",10,7.456,5,10,"NS"
"OTU4882",17,21.156,16,26,"NS"
"OTU99033",5,5.47,4,7,"NS"
"OTU12540",12,10.298,7,13,"NS"
"OTU1247",83,56.246,49,63,"Generalists"
"OTU5326",16,21.202,17,26,"Specialists"
"OTU1474",22,22.344,17.475,27,"NS"
"OTU8755",12,8.376,6,11,"Generalists"
"OTU699",18,15.21,12,19,"NS"
"OTU1148",25,20.894,16,26,"NS"
"OTU16484",2,1.884,1,2,"NS"
"OTU3849",3,2.75,2,3,"NS"
"OTU3803",12,10.986,8,14,"NS"
"OTU5621",5,7.472,5,10,"NS"
"OTU10703",25,21.136,17,26,"NS"
"OTU3016",3,3.474,2,4,"NS"
"OTU5052",31,21.24,17,26,"Generalists"
"OTU14383",64,28.904,23,34,"Generalists"
"OTU29170",2,1.904,1,2,"NS"
"OTU10248",60,37.406,32,43,"Generalists"
"OTU10701",11,8.282,6,11,"NS"
"OTU3555",16,9.954,7,13,"Generalists"
"OTU2184",14,10.414,8,13,"Generalists"
"OTU9637",5,4.158,3,5,"NS"
"OTU14857",4,4.75,3,6,"NS"
"OTU27244",2,1.912,1,2,"NS"
"OTU705",21,27.92,23,33,"Specialists"
"OTU7565",4,3.42,2,4,"NS"
"OTU1678",38,35.238,29.475,41,"NS"
"OTU11956",3,2.732,2,3,"NS"
"OTU26367",2,2.718,2,3,"NS"
"OTU3744",11,8.208,6,11,"NS"
"OTU40989",5,4.768,3,6,"NS"
"OTU11163",3,2.688,2,3,"NS"
"OTU10036",11,9.96,7,13,"NS"
"OTU49384",20,11.43,8,15,"Generalists"
"OTU6098",2,2.656,2,3,"NS"
"OTU4542",9,7.034,5,9,"NS"
"OTU1676",11,8.872,6.475,11,"NS"
"OTU8891",2,1.91,1,2,"NS"
"OTU73858",3,4.186,3,5,"NS"
"OTU12933",1,1.898,1,2,"NS"
"OTU9868",2,1.914,1,2,"NS"
"OTU7127",57,41.746,35,48,"Generalists"
"OTU62026",3,2.692,2,3,"NS"
"OTU4594",10,9.23,7,12,"NS"
"OTU5953",15,11.076,8,14,"Generalists"
"OTU4942",7,6.432,4,9,"NS"
"OTU1204",3,5.378,3.475,7,"Specialists"
"OTU5794",3,2.736,2,3,"NS"
"OTU17357",24,17.166,13,22,"Generalists"
"OTU18473",8,7.47,5,10,"NS"
"OTU7549",9,8.81,6,11,"NS"
"OTU77125",14,10.814,8,14,"NS"
"OTU4229",2,3.444,2,4,"NS"
"OTU6873",4,3.46,2,4,"NS"
"OTU1157",7,10.77,8,14,"Specialists"
"OTU32566",2,1.884,1,2,"NS"
"OTU2961",6,5.4,3,7,"NS"
"OTU68357",4,4.146,3,5,"NS"
"OTU9375",6,4.856,3,6,"NS"
"OTU5694",16,13.032,10,17,"NS"
"OTU3086",11,14.84,11,19,"NS"
"OTU20467",3,2.718,2,3,"NS"
"OTU10007",3,4.04,3,5,"NS"
"OTU7065",26,15.644,12,20,"Generalists"
"OTU2186",4,4.096,3,5,"NS"
"OTU936",10,9.958,7,13,"NS"
"OTU85943",78,57.946,51.475,65,"Generalists"
"OTU407",51,52.738,46,59.525,"NS"
"OTU617",47,31.828,27,37,"Generalists"
"OTU43587",19,24.144,19,29,"NS"
"OTU2111",17,19.224,15,24,"NS"
"OTU16120",22,14.574,11,18,"Generalists"
"OTU3605",4,3.43,2,4,"NS"
"OTU9837",19,20.886,16,25,"NS"
"OTU57025",6,4.778,3,6,"NS"
"OTU23096",14,14.282,11,18,"NS"
"OTU52628",24,19.752,15,24,"NS"
"OTU6030",1,2.686,2,3,"Specialists"
"OTU6770",4,4.798,3,6,"NS"
"OTU2909",19,17.41,13,21.525,"NS"
"OTU3891",16,17.238,13.475,22,"NS"
"OTU6254",3,3.474,2,4,"NS"
"OTU11324",3,2.708,2,3,"NS"
"OTU29936",4,7.052,5,9,"Specialists"
"OTU1255",6,7.418,5,10,"NS"
"OTU698",75,65.482,58,72,"Generalists"
"OTU1249",49,34.414,28.475,41,"Generalists"
"OTU362",34,42.94,37,49,"Specialists"
"OTU1576",47,34.756,29,41,"Generalists"
"OTU690",45,41.234,35,48,"NS"
"OTU17629",2,1.896,1,2,"NS"
"OTU14711",4,3.472,2,4,"NS"
"OTU56130",5,4.778,3,6,"NS"
"OTU867",4,5.348,4,7,"NS"
"OTU3221",11,8.324,6,11,"NS"
"OTU2316",24,16.524,13,21,"Generalists"
"OTU2607",21,17.424,13.475,22,"NS"
"OTU1187",10,10.29,7,13,"NS"
"OTU3408",8,5.992,4,8,"NS"
"OTU2704",8,9.594,7,12,"NS"
"OTU61991",12,9.548,7,12,"NS"
"OTU377",30,29.364,24,35,"NS"
"OTU9623",3,4.82,3,6,"NS"
"OTU6151",14,11.654,9,15,"NS"
"OTU1737",25,19.668,15,24,"Generalists"
"OTU9014",4,3.528,2,4,"NS"
"OTU18162",4,3.392,2,4,"NS"
"OTU14868",4,3.48,2,4,"NS"
"OTU3834",23,17.17,13,21.525,"Generalists"
"OTU8710",3,2.714,2,3,"NS"
"OTU7144",5,4.162,3,5,"NS"
"OTU63603",11,9.212,7,12,"NS"
"OTU17933",5,4.178,3,5,"NS"
"OTU8487",7,5.962,4,8,"NS"
"OTU68535",13,10.254,8,13,"NS"
"OTU3985",27,15.794,12,19,"Generalists"
"OTU4469",3,2.692,2,3,"NS"
"OTU21824",2,2.688,2,3,"NS"
"OTU4059",47,42.948,37,49,"NS"
"OTU8168",2,1.904,1,2,"NS"
"OTU6134",3,4.176,3,5,"NS"
"OTU1761",19,13.318,10,17,"Generalists"
"OTU12175",2,1.918,1,2,"NS"
"OTU2481",4,5.422,4,7,"NS"
"OTU2562",11,9.48,7,12.525,"NS"
"OTU23253",4,3.448,2,4,"NS"
"OTU20368",2,1.88,1,2,"NS"
"OTU4829",9,8.322,6,11,"NS"
"OTU5817",12,16.436,12,20,"NS"
"OTU1314",15,21.364,17,26,"Specialists"
"OTU3842",25,18.05,14,22,"Generalists"
"OTU10301",11,9.16,6,12,"NS"
"OTU8221",2,3.422,2,4,"NS"
"OTU19605",2,1.878,1,2,"NS"
"OTU1802",36,38.38,32,45,"NS"
"OTU8149",14,8.836,6,12,"Generalists"
"OTU14068",2,1.906,1,2,"NS"
"OTU18582",12,11.25,8.475,14,"NS"
"OTU1146",59,53.248,47,60,"NS"
"OTU7331",5,8.394,6,11,"Specialists"
"OTU915",31,24.774,20,30,"Generalists"
"OTU3826",11,9.532,7,12.525,"NS"
"OTU2770",12,12.93,10,16,"NS"
"OTU8791",3,2.726,2,3,"NS"
"OTU63192",12,10.67,7,14,"NS"
"OTU84016",22,17.688,13,22,"NS"
"OTU7229",24,15.738,12,19,"Generalists"
"OTU18212",4,3.446,2,4,"NS"
"OTU58444",3,3.524,2,4,"NS"
"OTU5369",3,2.714,2,3,"NS"
"OTU1861",29,20.718,16,26,"Generalists"
"OTU1141",52,29.518,24.475,35,"Generalists"
"OTU3065",16,13.094,9.475,16.525,"NS"
"OTU20372",4,3.452,2,4,"NS"
"OTU11379",15,22.6,19,27,"Specialists"
"OTU14425",15,15.986,12,20,"NS"
"OTU2651",5,4.804,3,6,"NS"
"OTU5142",10,7.976,6,10,"NS"
"OTU8931",11,7.494,5,10,"Generalists"
"OTU2884",6,4.786,3,6,"NS"
"OTU11649",19,11.658,8,15,"Generalists"
"OTU35367",10,12.502,9,16,"NS"
"OTU15745",10,9.16,7,12,"NS"
"OTU62237",5,4.16,3,5,"NS"
"OTU25273",12,19.868,16,24.525,"Specialists"
"OTU2275",20,13.474,10,17,"Generalists"
"OTU3217",12,10.378,8,13,"NS"
"OTU15453",2,2.722,2,3,"NS"
"OTU17682",2,1.916,1,2,"NS"
"OTU4054",19,12.364,9,16,"Generalists"
"OTU8743",2,1.904,1,2,"NS"
"OTU199",75,70.27,64,77,"NS"
"OTU7062",13,18.738,14,23,"Specialists"
"OTU3338",7,5.396,3,7,"NS"
"OTU27220",49,30.896,24,37,"Generalists"
"OTU815",16,25.24,20,30,"Specialists"
"OTU89366",4,6.98,5,9,"Specialists"
"OTU3363",8,6.468,4,9,"NS"
"OTU8082",2,2.714,2,3,"NS"
"OTU7683",3,3.46,2,4,"NS"
"OTU3793",17,11.93,9,15,"Generalists"
"OTU6240",18,13.866,10,17,"Generalists"
"OTU2001",12,10.41,7,13.525,"NS"
"OTU6821",4,3.454,2,4,"NS"
"OTU458",53,45.608,39,52,"Generalists"
"OTU6982",2,2.722,2,3,"NS"
"OTU7727",2,4.712,3,6,"Specialists"
"OTU10969",1,1.882,1,2,"NS"
"OTU52761",2,1.906,1,2,"NS"
"OTU62477",2,3.474,2,4,"NS"
"OTU2330",1,4.112,3,5,"Specialists"
"OTU2486",14,12.648,9,16,"NS"
"OTU66798",2,2.738,2,3,"NS"
"OTU40493",11,20.612,16,25,"Specialists"
"OTU383",37,38.44,32,44,"NS"
"OTU1650",8,7.01,5,9,"NS"
"OTU601",8,7.954,5,10,"NS"
"OTU4586",9,6.53,5,8.52499999999998,"Generalists"
"OTU2403",2,1.884,1,2,"NS"
"OTU3365",13,13.574,10,17,"NS"
"OTU65048",3,4.114,3,5,"NS"
"OTU51540",6,6.516,5,8,"NS"
"OTU3869",19,13.53,10,17,"Generalists"
"OTU3757",36,29.664,24,35,"Generalists"
"OTU1052",26,21.154,17,26,"NS"
"OTU5148",25,37.904,32,44,"Specialists"
"OTU5585",6,6.976,5,9,"NS"
"OTU333",27,47.598,41,54,"Specialists"
"OTU1930",7,7.98,6,10,"NS"
"OTU2189",9,11.678,9,15,"NS"
"OTU6876",4,4.756,3,6,"NS"
"OTU382",46,43.292,37,50,"NS"
"OTU275",25,30.112,25,36,"NS"
"OTU3162",12,8.808,6,11.525,"Generalists"
"OTU8894",5,12.89,10,17,"Specialists"
"OTU1145",40,44.316,38,51,"NS"
"OTU32142",12,9.918,7,13,"NS"
"OTU28358",2,1.892,1,2,"NS"
"OTU18339",4,3.444,2,4,"NS"
"OTU6553",15,10.538,8,14,"Generalists"
"OTU13972",2,1.904,1,2,"NS"
"OTU1230",3,3.43,2,4,"NS"
"OTU8281",7,6.99,5,9,"NS"
"OTU21528",3,3.402,2,4,"NS"
"OTU4042",2,1.906,1,2,"NS"
"OTU707",8,21.446,17,26,"Specialists"
"OTU28317",2,1.88,1,2,"NS"
"OTU3887",10,8.322,6,11,"NS"
"OTU1003",18,21.734,17,27,"NS"
"OTU8900",2,1.884,1,2,"NS"
"OTU11029",23,20.66,16,26,"NS"
"OTU4037",10,8.71,6,11,"NS"
"OTU16263",2,1.884,1,2,"NS"
"OTU2759",11,12.142,9,15,"NS"
"OTU58248",6,8.28,6,11,"NS"
"OTU3270",33,23.564,19,29,"Generalists"
"OTU71129",2,1.886,1,2,"NS"
"OTU51054",3,2.682,2,3,"NS"
"OTU5633",1,2.704,2,3,"Specialists"
"OTU1769",2,1.9,1,2,"NS"
"OTU11046",2,3.456,2,4,"NS"
"OTU66332",17,16.102,12,20,"NS"
"OTU403",22,23.31,18,29,"NS"
"OTU26641",3,2.71,2,3,"NS"
"OTU4452",2,2.724,2,3,"NS"
"OTU3071",3,2.716,2,3,"NS"
"OTU9127",2,1.898,1,2,"NS"
"OTU5864",8,6.548,4.475,9,"NS"
"OTU1827",27,24.012,19,29,"NS"
"OTU4292",7,5.362,3,7,"NS"
"OTU9352",13,17.176,13,21,"NS"
"OTU169",62,51.774,45,58,"Generalists"
"OTU6767",2,1.884,1,2,"NS"
"OTU582",43,50.984,44,58,"Specialists"
"OTU48955",3,2.696,2,3,"NS"
"OTU301",36,43.912,37,51,"Specialists"
"OTU826",48,45.756,40,52,"NS"
"OTU11792",11,8.408,6,11,"NS"
"OTU16185",1,2.704,2,3,"Specialists"
"OTU3927",7,5.404,4,7,"NS"
"OTU19920",3,3.466,2,4,"NS"
"OTU125",66,52.922,46.475,59,"Generalists"
"OTU10537",3,3.402,2,4,"NS"
"OTU2727",12,11.322,8,15,"NS"
"OTU21252",3,2.716,2,3,"NS"
"OTU8912",19,13.93,10,18,"Generalists"
"OTU4311",11,23.922,19,29,"Specialists"
"OTU37344",19,14.72,11,18,"Generalists"
"OTU440",70,53.16,46,61,"Generalists"
"OTU5132",2,2.666,2,3,"NS"
"OTU21006",3,4.168,3,5,"NS"
"OTU1658",29,19.418,15,24,"Generalists"
"OTU1508",1,2.704,2,3,"Specialists"
"OTU910",57,38.132,31,44,"Generalists"
"OTU854",40,42.452,37,49,"NS"
"OTU4601",3,2.682,2,3,"NS"
"OTU2434",30,20.444,16,25,"Generalists"
"OTU6095",8,12.184,9,15,"Specialists"
"OTU1825",32,22.59,18,27,"Generalists"
"OTU3173",23,19.616,15.475,24,"NS"
"OTU6424",30,20.194,16,25,"Generalists"
"OTU4235",7,11.398,9,14,"Specialists"
"OTU2526",27,19.472,15,24,"Generalists"
"OTU4729",19,13.418,10,17,"Generalists"
"OTU23908",2,2.742,2,3,"NS"
"OTU232",6,31.026,25,37,"Specialists"
"OTU11017",3,2.724,2,3,"NS"
"OTU416",32,35.562,30,42,"NS"
"OTU18714",2,1.89,1,2,"NS"
"OTU5351",11,8.772,6,11,"NS"
"OTU3900",8,8.73,6,12,"NS"
"OTU1013",47,41.728,36,48,"NS"
"OTU12059",3,2.686,2,3,"NS"
"OTU15259",3,3.43,2,4,"NS"
"OTU13107",2,1.904,1,2,"NS"
"OTU35195",5,4.134,3,5,"NS"
"OTU8730",3,2.714,2,3,"NS"
"OTU37001",4,45.632,38,52.525,"Specialists"
"OTU10096",2,1.924,1,2,"NS"
"OTU16520",27,25.326,20,31,"NS"
"OTU26024",4,4.754,3,6,"NS"
"OTU42975",23,18.718,15,23,"NS"
"OTU12308",2,1.896,1,2,"NS"
"OTU27229",4,3.45,2,4,"NS"
"OTU20557",3,4.13,2,5,"NS"
"OTU4117",8,6.534,4,9,"NS"
"OTU67569",2,1.9,1,2,"NS"
"OTU1416",37,37.358,32,44,"NS"
"OTU4631",13,9.548,7,12,"Generalists"
"OTU87192",2,10,7,13,"Specialists"
"OTU28970",16,17.058,13,21,"NS"
"OTU5936",2,4.754,3,6,"Specialists"
"OTU15393",17,12.124,9,15,"Generalists"
"OTU5555",6,5.956,4,8,"NS"
"OTU16063",12,8.356,6,11,"Generalists"
"OTU38548",4,5.99,4,8,"NS"
"OTU3383",9,7.018,5,9,"NS"
"OTU5665",2,1.912,1,2,"NS"
"OTU2162",16,12.924,10,16,"NS"
"OTU19469",37,19.006,15,24,"Generalists"
"OTU60390",10,9.992,7,13,"NS"
"OTU2773",36,28.114,23,33,"Generalists"
"OTU4151",7,8.718,6,11,"NS"
"OTU4027",2,1.916,1,2,"NS"
"OTU30757",21,15.926,12,20,"Generalists"
"OTU1239",12,20.844,16,25,"Specialists"
"OTU10465",7,10.194,7,13,"NS"
"OTU6012",1,1.902,1,2,"NS"
"OTU12136",3,3.472,2,4,"NS"
"OTU6307",16,23.806,19,29,"Specialists"
"OTU2778",27,16.802,13,21,"Generalists"
"OTU7487",7,7.384,5,10,"NS"
"OTU2897",40,24.376,19,30,"Generalists"
"OTU5135",6,4.808,3,6,"NS"
"OTU454",69,66.186,60,73,"NS"
"OTU3503",5,11.344,8,15,"Specialists"
"OTU58442",28,21.59,17,26.525,"Generalists"
"OTU23243",7,5.958,4,8,"NS"
"OTU5762",2,3.416,2,4,"NS"
"OTU21784",7,8.008,6,11,"NS"
"OTU2637",13,9.902,7,13,"NS"
"OTU5030",3,3.484,2,4,"NS"
"OTU2127",3,3.492,2,4,"NS"
"OTU60430",31,29.592,24,35,"NS"
"OTU697",24,37.1,31,43,"Specialists"
"OTU2193",6,6.484,4,9,"NS"
"OTU5929",16,11.906,9,15,"Generalists"
"OTU17212",4,4.138,3,5,"NS"
"OTU339",36,53.474,46.475,60,"Specialists"
"OTU2549",23,19.246,15,24,"NS"
"OTU7235",3,2.734,2,3,"NS"
"OTU14147",4,3.456,2,4,"NS"
"OTU26616",5,7.452,5,10,"NS"
"OTU9746",2,1.894,1,2,"NS"
"OTU13409",47,28.606,24,34,"Generalists"
"OTU5657",19,17.812,13,22,"NS"
"OTU10003",5,6.956,5,9,"NS"
"OTU17024",2,1.884,1,2,"NS"
"OTU8497",19,14.046,10,18,"Generalists"
"OTU4285",5,11.93,9,15,"Specialists"
"OTU92694",2,1.922,1,2,"NS"
"OTU5726",2,16.006,12,20,"Specialists"
"OTU12784",17,11.336,8,15,"Generalists"
"OTU19754",5,4.852,3,6,"NS"
"OTU7267",4,3.464,2,4,"NS"
"OTU69581",2,1.912,1,2,"NS"
"OTU1905",18,28.58,23,34,"Specialists"
"OTU10166",5,4.164,3,5,"NS"
"OTU21728",1,1.902,1,2,"NS"
"OTU6632",8,5.952,4,8,"NS"
"OTU15131",17,14.826,11,18.525,"NS"
"OTU669",20,33.926,28,40,"Specialists"
"OTU920",33,24.946,20,30,"Generalists"
"OTU6714",3,3.426,2,4,"NS"
"OTU2971",9,12.796,9,16,"NS"
"OTU895",24,34.034,28,40,"Specialists"
"OTU15531",21,34.316,28,40,"Specialists"
"OTU14495",1,1.884,1,2,"NS"
"OTU80341",6,14.75,11,19,"Specialists"
"OTU1407",19,30.364,25,36,"Specialists"
"OTU2149",32,19.648,16,24,"Generalists"
"OTU10205",2,1.912,1,2,"NS"
"OTU4733",20,14.212,11,18,"Generalists"
"OTU11648",6,4.77,3,6,"NS"
"OTU7680",8,6.418,4,8,"NS"
"OTU18127",32,20.544,16,25,"Generalists"
"OTU162",50,42.704,36,50,"NS"
"OTU485",18,50.232,44,57,"Specialists"
"OTU8961",9,7.388,5,10,"NS"
"OTU51788",3,2.7,2,3,"NS"
"OTU4086",19,25.176,20,30,"Specialists"
"OTU589",26,26.27,21,31,"NS"
"OTU2669",27,19.464,15,25,"Generalists"
"OTU5496",3,2.668,2,3,"NS"
"OTU2449",6,6.586,4,9,"NS"
"OTU7653",2,4.198,3,5,"Specialists"
"OTU6994",3,2.68,2,3,"NS"
"OTU5492",5,4.12,3,5,"NS"
"OTU1951",21,18.248,14,22,"NS"
"OTU3969",7,5.348,4,7,"NS"
"OTU632",56,45.826,40,53,"Generalists"
"OTU1415",2,3.438,2,4,"NS"
"OTU2721",65,47.746,41,55,"Generalists"
"OTU10646",2,1.926,1,2,"NS"
"OTU916",54,60.136,53,67,"NS"
"OTU5636",27,22.658,18,28,"NS"
"OTU4173",11,9.526,6.475,12,"NS"
"OTU4638",10,13.804,10,18,"NS"
"OTU99000",1,1.912,1,2,"NS"
"OTU4280",32,20.068,16,25,"Generalists"
"OTU16365",2,2.706,2,3,"NS"
"OTU15484",18,21.27,17,26,"NS"
"OTU1908",37,34.968,30,42,"NS"
"OTU5498",2,3.474,2,4,"NS"
"OTU74339",23,25.83,21,31,"NS"
"OTU6534",8,7.518,5,10,"NS"
"OTU2869",24,23.022,18,28,"NS"
"OTU32386",3,2.728,2,3,"NS"
"OTU8793",4,4.782,3,6,"NS"
"OTU3175",35,23.986,20,29,"Generalists"
"OTU3890",15,23.528,19,29,"Specialists"
"OTU3267",24,14.91,11,19,"Generalists"
"OTU6271",2,2.694,2,3,"NS"
"OTU15114",2,2.712,2,3,"NS"
"OTU11304",4,3.444,2,4,"NS"
"OTU38716",2,1.914,1,2,"NS"
"OTU93",77,71.552,65,78,"NS"
"OTU3460",16,25.43,20,31,"Specialists"
"OTU33945",23,42.994,37,49,"Specialists"
"OTU4413",5,5.39,4,7,"NS"
"OTU21707",3,6.522,4,9,"Specialists"
"OTU56049",5,9.532,7,12,"Specialists"
"OTU42507",19,14.672,11,18,"Generalists"
"OTU70491",10,7.756,5,10,"NS"
"OTU7651",5,4.13,3,5,"NS"
"OTU557",27,21.176,17,26,"Generalists"
"OTU60095",24,20.79,16,25,"NS"
"OTU5617",11,10.77,8,14,"NS"
"OTU6032",14,10.646,8,14,"NS"
"OTU3534",2,1.87,1,2,"NS"
"OTU26956",2,2.676,2,3,"NS"
"OTU534",24,22.688,18,27,"NS"
"OTU63715",6,4.734,3,6,"NS"
"OTU13100",16,18.556,14,23,"NS"
"OTU11138",3,3.45,2,4,"NS"
"OTU10937",3,4.134,2.475,5,"NS"
"OTU5431",5,5.414,4,7,"NS"
"OTU16636",3,2.73,2,3,"NS"
"OTU3956",30,18.412,14,22,"Generalists"
"OTU4449",8,23.216,19,28,"Specialists"
"OTU2598",28,23.028,18,28,"NS"
"OTU43156",20,18.728,14,23,"NS"
"OTU115",50,64.466,58,71,"Specialists"
"OTU10419",2,2.728,2,3,"NS"
"OTU17499",2,4.78,3,6,"Specialists"
"OTU482",5,4.75,3,6,"NS"
"OTU21501",16,18.33,14,22.525,"NS"
