OTU,observed,mean.simulated,lowCI,uppCI,Sign
OTU3719,6,10.43,8,12,Specialists
OTU9794,1,1.97,1.475,2,Specialists
OTU50499,3,2.93,2,3,NS
OTU8148,1,3.85,3,4,Specialists
OTU5971,7,16.05,12,19,Specialists
OTU16771,4,5.68,5,6,Specialists
OTU13236,3,2.95,2,3,NS
OTU16339,2,1.97,1.475,2,NS
OTU27813,3,2.93,2,3,NS
OTU6655,4,9.08,7,10,Specialists
OTU8295,6,8.72,7,10,Specialists
OTU35247,2,1.92,1,2,NS
OTU6181,12,14.67,12,17,NS
OTU14435,2,4.74,4,5,Specialists
OTU11513,2,1.94,1,2,NS
OTU91696,8,16.12,13,19,Specialists
OTU7147,4,5.62,4,6,NS
OTU39161,4,4.74,4,5,NS
OTU1456,13,35.89,31,41,Specialists
OTU5560,12,12.5,10,15,NS
OTU11658,4,3.82,3,4,NS
OTU34545,2,1.95,1,2,NS
OTU80970,2,1.97,1.475,2,NS
OTU9166,7,7.4,6,8,NS
OTU1967,58,55.12,46.95,62,NS
OTU16534,5,5.7,5,6,NS
OTU15845,4,3.82,3,4,NS
OTU13772,4,3.79,3,4,NS
OTU28210,2,1.97,1.475,2,NS
OTU9438,6,7.36,6,8,NS
OTU25909,2,1.98,2,2,NS
OTU5829,7,12.04,10,14,Specialists
OTU11197,1,1.96,1,2,NS
OTU10871,2,1.97,1.475,2,NS
OTU7579,4,3.83,3,4,NS
OTU10607,2,1.97,1.475,2,NS
OTU16837,2,2.95,2,3,NS
OTU3693,9,14.71,12,17,Specialists
OTU18685,3,2.92,2,3,NS
OTU7568,5,7.32,6,8,Specialists
OTU38051,2,2,2,2,NS
OTU20939,2,1.97,1.475,2,NS
OTU5596,4,8.19,6,9,Specialists
OTU10627,4,4.77,4,5,NS
OTU12608,2,1.99,2,2,NS
OTU17352,2,1.95,1,2,NS
OTU20746,1,1.96,1,2,NS
OTU10412,3,2.97,2.475,3,NS
OTU19445,3,2.92,2,3,NS
OTU5340,11,15.2,12.475,18,Specialists
OTU12464,3,2.93,2,3,NS
OTU10605,2,4.77,4,5,Specialists
OTU25520,2,1.94,1,2,NS
OTU14376,1,1.99,2,2,Specialists
OTU19543,2,1.97,1.475,2,NS
OTU33098,2,1.96,1,2,NS
OTU23306,1,1.95,1,2,NS
OTU17204,1,2.93,2,3,Specialists
OTU13238,2,1.95,1,2,NS
OTU11902,4,3.87,3,4,NS
OTU29464,2,1.99,2,2,NS
OTU19856,1,1.99,2,2,Specialists
OTU49828,1,1.97,1.475,2,Specialists
OTU12268,4,4.75,4,5,NS
OTU51599,2,1.94,1,2,NS
OTU7955,3,4.7,4,5,Specialists
OTU44025,2,3.81,3,4,Specialists
OTU11898,1,2.93,2,3,Specialists
OTU11433,3,3.83,3,4,NS
OTU35910,4,3.83,3,4,NS
OTU34941,3,2.94,2,3,NS
OTU10920,3,6.52,5,7,Specialists
OTU13337,2,1.95,1,2,NS
OTU19034,2,1.99,2,2,NS
OTU42111,1,1.98,2,2,Specialists
OTU11136,2,2.95,2,3,NS
OTU11974,2,3.84,3,4,Specialists
OTU51873,2,3.89,3,4,Specialists
OTU11763,3,2.91,2,3,NS
OTU46580,2,2,2,2,NS
OTU92690,2,1.98,2,2,NS
OTU15179,3,2.93,2,3,NS
OTU22707,1,1.97,1.475,2,Specialists
OTU17087,3,2.92,2,3,NS
OTU34934,4,3.84,3,4,NS
OTU15404,9,21.12,17.475,24,Specialists
OTU35145,2,1.97,1.475,2,NS
OTU27182,2,2,2,2,NS
OTU15937,2,2.95,2,3,NS
OTU33459,6,19.1,16,22,Specialists
OTU9495,6,7.35,5.475,8,NS
OTU11769,2,1.99,2,2,NS
OTU5881,1,4.71,4,5,Specialists
OTU4514,2,8.05,6.475,9,Specialists
OTU16191,1,1.99,2,2,Specialists
OTU8452,2,1.95,1,2,NS
OTU7499,1,3.85,3,4,Specialists
OTU3578,1,14.05,11,16,Specialists
OTU16483,2,2.94,2,3,NS
OTU11351,1,2.96,2,3,Specialists
OTU12261,6,6.43,5,7,NS
OTU19285,1,1.93,1,2,NS
OTU13876,4,3.89,3,4,NS
OTU10719,1,2.91,2,3,Specialists
OTU27061,2,1.98,2,2,NS
OTU21546,1,1.98,2,2,Specialists
OTU7029,2,2.93,2,3,NS
OTU23174,5,4.71,4,5,NS
OTU59640,2,1.99,2,2,NS
OTU6516,11,18.01,14,21,Specialists
OTU7636,2,3.83,3,4,Specialists
OTU11708,1,3.82,3,4,Specialists
OTU77128,2,2.89,2,3,NS
OTU26060,1,1.97,1.475,2,Specialists
OTU20994,2,1.98,2,2,NS
OTU23948,1,2.95,2,3,Specialists
OTU3997,8,13.93,12,16,Specialists
OTU92787,2,2.92,2,3,NS
OTU59238,3,3.88,3,4,NS
OTU47243,2,1.95,1,2,NS
OTU4792,8,17.17,14,20,Specialists
OTU61483,2,2.91,2,3,NS
OTU27689,3,2.93,2,3,NS
OTU24508,5,4.76,3.475,5,NS
OTU13804,1,1.99,2,2,Specialists
OTU85349,1,1.99,2,2,Specialists
OTU50965,4,3.86,3,4,NS
OTU10773,4,3.8,3,4,NS
OTU61477,1,1.96,1,2,NS
OTU64819,1,1.99,2,2,Specialists
OTU60486,3,14.27,11.475,16,Specialists
OTU76835,2,1.96,1,2,NS
OTU3933,19,31.03,27,35,Specialists
OTU17595,2,2.91,2,3,NS
OTU22447,2,1.97,1.475,2,NS
OTU14051,3,2.95,2,3,NS
OTU26045,2,2.93,2,3,NS
OTU49109,1,1.99,2,2,Specialists
OTU9279,6,7.32,6,8,NS
OTU1517,33,46.37,39,53,Specialists
OTU5670,6,5.5,4,6,NS
OTU38468,5,4.73,4,5,NS
OTU11129,5,4.73,4,5,NS
OTU15187,1,2.9,2,3,Specialists
OTU8717,11,14,11,17,NS
OTU19468,3,4.75,4,5,Specialists
OTU8194,4,4.83,4,5,NS
OTU29358,1,1.96,1,2,NS
OTU19931,3,2.95,2,3,NS
OTU6507,3,7.32,5.475,8,Specialists
OTU70534,11,11.86,10,14,NS
OTU2633,7,9.6,7,11,NS
OTU5637,12,14.13,11.475,16,NS
OTU100278,2,1.97,1.475,2,NS
OTU14254,6,6.45,5,7,NS
OTU10141,24,30.32,25.475,35,Specialists
OTU9446,5,9.84,8,11,Specialists
OTU81554,3,2.94,2,3,NS
OTU19409,3,3.88,3,4,NS
OTU86573,2,2.86,2,3,NS
OTU10409,6,6.44,5,7,NS
OTU17504,3,4.68,4,5,Specialists
OTU20963,2,2,2,2,NS
OTU18984,14,15.93,13.475,18,NS
OTU17495,3,3.85,3,4,NS
OTU32601,3,3.78,3,4,NS
OTU12077,3,5.6,4,6,Specialists
OTU38855,3,2.92,2,3,NS
OTU14137,2,15.67,12.475,18,Specialists
OTU18240,1,1.97,1.475,2,Specialists
OTU61208,1,1.99,2,2,Specialists
OTU26898,2,2,2,2,NS
OTU11265,1,1.95,1,2,NS
OTU14926,1,1.99,2,2,Specialists
OTU25859,2,1.96,1,2,NS
OTU50695,1,1.96,1,2,NS
OTU27980,2,1.96,1,2,NS
OTU10523,4,3.94,3,4,NS
OTU11177,10,16.06,13,18,Specialists
OTU15387,4,6.52,5,7,Specialists
OTU50254,2,2.9,2,3,NS
OTU10519,3,2.85,2,3,NS
OTU20685,2,1.95,1,2,NS
OTU28964,1,2.94,2,3,Specialists
OTU14759,1,1.98,2,2,Specialists
OTU15147,1,1.97,1.475,2,Specialists
OTU26300,6,11.2,9,13,Specialists
OTU77314,1,1.96,1,2,NS
OTU28063,1,1.95,1,2,NS
OTU29219,3,2.89,2,3,NS
OTU16077,2,2.94,2,3,NS
OTU21193,2,1.98,2,2,NS
OTU10761,1,1.97,1.475,2,Specialists
OTU76189,2,1.96,1,2,NS
OTU4916,2,10.47,8,12,Specialists
OTU33982,1,1.97,1.475,2,Specialists
OTU59689,2,1.96,1,2,NS
OTU28072,2,1.97,1.475,2,NS
OTU97198,2,1.94,1,2,NS
OTU33359,2,1.96,1,2,NS
OTU34153,1,2.91,2,3,Specialists
OTU97751,2,1.98,2,2,NS
OTU22434,2,1.96,1,2,NS
OTU3278,2,3.9,3,4,Specialists
OTU46652,9,9.55,8,11,NS
OTU13218,3,3.83,3,4,NS
OTU3994,7,10.31,8.475,12,Specialists
OTU32705,3,2.93,2,3,NS
OTU23731,4,5.59,4,6,NS
OTU88558,2,2.92,2,3,NS
OTU5850,2,1.97,1.475,2,NS
OTU14453,5,6.49,5,7,NS
OTU15974,2,2.94,2,3,NS
OTU39832,1,1.98,2,2,Specialists
OTU38325,3,2.92,2,3,NS
OTU15511,7,9,7,10,NS
OTU5204,3,3.86,3,4,NS
OTU3018,2,1.98,2,2,NS
OTU20883,3,2.93,2,3,NS
OTU3818,3,30.31,25.475,34.525,Specialists
OTU16538,3,3.82,3,4,NS
OTU21192,3,2.91,2,3,NS
OTU27010,3,3.8,3,4,NS
OTU37634,1,1.97,1.475,2,Specialists
OTU86638,6,11.1,9,13,Specialists
OTU10385,3,3.78,3,4,NS
OTU6546,11,12.07,10,14,NS
OTU269,12,168.06,157.475,179.525,Specialists
OTU2312,12,39.78,35,45.05,Specialists
OTU33760,2,1.94,1,2,NS
OTU7006,3,2.94,2,3,NS
OTU5523,1,8.81,6.475,10,Specialists
OTU4130,40,44.02,37,51,NS
OTU4780,14,36.67,31.475,42.525,Specialists
OTU21864,16,53.07,46,61.525,Specialists
OTU3625,11,20.43,16,25,Specialists
OTU41581,5,4.75,4,5,NS
OTU10334,1,7.31,6,8,Specialists
OTU8398,3,5.63,4,6,Specialists
OTU21164,3,2.9,2,3,NS
OTU10035,1,3.86,3,4,Specialists
OTU28113,2,1.96,1,2,NS
OTU7699,7,9.8,8,11,Specialists
OTU12699,4,4.64,4,5,NS
OTU11419,7,7.18,5.475,8,NS
OTU31103,2,1.96,1,2,NS
OTU17935,2,1.97,1.475,2,NS
OTU962,4,3.82,3,4,NS
OTU49085,1,1.99,2,2,Specialists
OTU2936,5,31.23,27,36.525,Specialists
OTU32804,1,1.96,1,2,NS
OTU6007,8,13.41,11,16,Specialists
OTU6243,2,11.13,9,13,Specialists
OTU16074,2,3.94,3,4,Specialists
OTU5590,10,14.09,12,16,Specialists
OTU2152,42,43.86,37.475,50.525,NS
OTU51310,1,2.91,2,3,Specialists
OTU20812,1,2.92,2,3,Specialists
OTU68659,1,2,2,2,Specialists
OTU41154,2,2.92,2,3,NS
OTU18325,3,2.9,2,3,NS
OTU11838,1,5.66,4.475,6,Specialists
OTU1210,21,86.65,78,95,Specialists
OTU57882,2,1.98,2,2,NS
OTU3676,37,83.76,75,93.05,Specialists
OTU3069,3,48.03,42,54.05,Specialists
OTU6066,12,12.15,10,14,NS
OTU11827,4,4.7,3.475,5,NS
OTU34096,2,1.98,2,2,NS
OTU39063,1,1.96,1,2,NS
OTU2080,6,51.04,45,58,Specialists
OTU5711,28,85.95,76.95,93,Specialists
OTU20065,8,7.19,6,8,NS
OTU75276,2,1.98,2,2,NS
OTU3812,1,25.93,21,30,Specialists
OTU8074,5,8.14,6,9,Specialists
OTU22559,1,1.99,2,2,Specialists
OTU42617,2,122.97,112.475,133.525,Specialists
OTU64592,17,48.69,42,55.525,Specialists
OTU91456,3,2.94,2,3,NS
OTU23602,2,2.93,2,3,NS
OTU35513,4,8.87,7,10,Specialists
OTU7375,21,21.11,18,24.525,NS
OTU15760,2,2.85,2,3,NS
OTU11543,3,3.82,3,4,NS
OTU2657,11,46.28,39,53,Specialists
OTU41231,2,1.98,2,2,NS
OTU8795,2,2.91,2,3,NS
OTU23209,1,2,2,2,Specialists
OTU5802,10,13.45,11,15,Specialists
OTU13767,6,5.71,4.475,6,NS
OTU3822,17,29.59,25,34,Specialists
OTU6399,3,5.57,4,6,Specialists
OTU2318,8,35.77,30.475,41.525,Specialists
OTU2911,10,19.07,15,23,Specialists
OTU23735,2,2.91,2,3,NS
OTU98738,1,2.95,2,3,Specialists
OTU16298,2,1.96,1,2,NS
OTU11411,1,3.88,3,4,Specialists
OTU20538,1,1.98,2,2,Specialists
OTU18441,14,17.45,13,20,NS
OTU7161,2,6.45,5,7,Specialists
OTU9871,9,9.67,8,11,NS
OTU10688,1,12.6,10,14.525,Specialists
OTU9268,6,8.94,7,10,Specialists
OTU9310,12,17.99,14.475,21.525,Specialists
OTU6749,4,4.77,4,5,NS
OTU85877,3,2.93,2,3,NS
OTU87820,3,2.85,2,3,NS
OTU10970,9,11.14,9,13,NS
OTU4527,8,8.22,6,9,NS
OTU11837,11,30.98,27,36,Specialists
OTU3458,5,10.46,8,12,Specialists
OTU10351,4,13.99,11,16,Specialists
OTU20618,7,10.53,8.475,12,Specialists
OTU10006,4,3.88,3,4,NS
OTU58652,10,18.95,16,22,Specialists
OTU4951,1,9.65,7.475,11,Specialists
OTU91370,12,14.97,12,17,NS
OTU1904,4,6.53,5,7,Specialists
OTU4220,13,29.88,25,35,Specialists
OTU17813,7,7.33,6,8,NS
OTU3241,10,19.4,17,22.525,Specialists
OTU19650,8,17.23,14,20.525,Specialists
OTU10893,15,22.67,19,26.525,Specialists
OTU11985,9,19.96,16,23,Specialists
OTU3361,12,19.68,16.475,23,Specialists
OTU27764,3,2.86,2,3,NS
OTU18222,1,2.93,2,3,Specialists
OTU17931,2,1.98,2,2,NS
OTU16089,1,3.8,3,4,Specialists
OTU8326,3,14.18,12,16,Specialists
OTU8069,6,6.29,5,7,NS
OTU3591,2,5.68,4,6,Specialists
OTU9366,9,8.84,7,10,NS
OTU26163,13,39.94,34.475,45,Specialists
OTU10324,9,17.18,14,20,Specialists
OTU4677,5,6.51,5,7,NS
OTU10504,9,11.2,9,13,NS
OTU3426,12,41.82,35.475,48,Specialists
OTU19800,4,4.79,4,5,NS
OTU1454,21,77.05,68.475,86,Specialists
OTU11125,5,6.49,5,7,NS
OTU23404,3,2.96,2,3,NS
OTU4660,6,48.92,42.475,55,Specialists
OTU3200,18,28.15,23.475,33,Specialists
OTU9178,3,6.48,5,7,Specialists
OTU15301,4,5.66,4.475,6,Specialists
OTU34828,2,1.98,2,2,NS
OTU9016,2,3.89,3,4,Specialists
OTU87466,2,2.93,2,3,NS
OTU56492,1,1.97,1.475,2,Specialists
OTU2471,22,32.65,27.475,37,Specialists
OTU40526,2,1.96,1,2,NS
OTU27926,2,1.96,1,2,NS
OTU7769,5,5.53,4,6,NS
OTU8425,2,8.26,7,9,Specialists
OTU7572,3,4.77,4,5,Specialists
OTU75495,2,1.99,2,2,NS
OTU17818,3,4.7,4,5,Specialists
OTU16872,2,5.57,4,6,Specialists
OTU51942,2,1.99,2,2,NS
OTU21737,4,5.55,4,6,NS
OTU45459,3,3.81,3,4,NS
OTU100072,1,1.95,1,2,NS
OTU17820,2,2.97,2.475,3,Specialists
OTU13385,1,2.91,2,3,Specialists
OTU75445,1,1.94,1,2,NS
OTU17002,4,3.84,3,4,NS
OTU89631,8,10.43,7.475,12,NS
OTU8296,2,1.99,2,2,NS
OTU10436,5,5.63,4.475,6,NS
OTU95672,2,1.98,2,2,NS
OTU29638,1,2.9,2,3,Specialists
OTU14005,5,4.69,3,5,NS
OTU26374,2,2.92,2,3,NS
OTU23118,2,3.86,3,4,Specialists
OTU17551,2,2.9,2,3,NS
OTU4979,3,4.85,4,5,Specialists
OTU81940,1,1.95,1,2,NS
OTU84380,1,1.96,1,2,NS
OTU96778,1,1.92,1,2,NS
OTU3656,6,18.04,15,21,Specialists
OTU29207,1,1.94,1,2,NS
OTU14846,7,7.05,6,8,NS
OTU7915,6,5.67,4,6,NS
OTU89675,2,2.96,2,3,NS
OTU2783,18,18.26,14,22,NS
OTU50925,2,2.91,2,3,NS
OTU19597,3,3.84,3,4,NS
OTU6020,7,9.62,7,11,NS
OTU33337,2,2,2,2,NS
OTU11405,2,4.7,4,5,Specialists
OTU36158,2,1.96,1,2,NS
OTU8297,2,26.43,22.475,31,Specialists
OTU33888,1,5.62,4.475,6,Specialists
OTU78470,1,3.84,3,4,Specialists
OTU13143,5,15.36,13,18,Specialists
OTU48851,1,2.94,2,3,Specialists
OTU25536,1,1.96,1,2,NS
OTU22416,2,5.69,5,6,Specialists
OTU12247,2,2.89,2,3,NS
OTU50238,4,3.91,3,4,NS
OTU66538,2,2.93,2,3,NS
OTU15195,3,2.93,2,3,NS
OTU33551,2,2.92,2,3,NS
OTU90188,2,1.96,1,2,NS
OTU19678,3,2.93,2,3,NS
OTU30298,2,1.98,2,2,NS
OTU14497,2,2,2,2,NS
OTU14925,2,1.99,2,2,NS
OTU9125,4,5.64,5,6,Specialists
OTU87037,1,1.99,2,2,Specialists
OTU24200,4,4.73,4,5,NS
OTU3642,18,21.91,18,25,NS
OTU42550,1,1.98,2,2,Specialists
OTU25429,3,2.96,2,3,NS
OTU9554,2,1.96,1,2,NS
OTU7135,15,36.67,31.475,41.525,Specialists
OTU14757,8,9.78,8,11,NS
OTU22136,15,27.39,22.95,32,Specialists
OTU22492,2,1.99,2,2,NS
OTU32477,2,1.98,2,2,NS
OTU5034,3,2.9,2,3,NS
OTU27701,2,1.94,1,2,NS
OTU14219,2,1.98,2,2,NS
OTU17940,2,1.96,1,2,NS
OTU29769,1,1.98,2,2,Specialists
OTU71741,9,12.09,10,14,Specialists
OTU94221,4,3.81,3,4,NS
OTU16295,3,3.85,3,4,NS
OTU12836,4,3.81,3,4,NS
OTU2776,4,4.65,3,5,NS
OTU3989,4,3.83,3,4,NS
OTU34068,4,3.83,3,4,NS
OTU15074,20,23.91,19.475,28,NS
OTU6297,5,9.04,7,10,Specialists
OTU24512,2,1.96,1,2,NS
OTU8084,3,8.1,6.475,9,Specialists
OTU59963,4,4.67,4,5,NS
OTU31215,2,1.97,1.475,2,NS
OTU4329,8,14.04,11,17,Specialists
OTU9404,8,18.54,16,21.525,Specialists
OTU59811,7,7.26,6,8,NS
OTU6190,15,14.03,12,16,NS
OTU1800,31,39.22,33.475,45.525,Specialists
OTU8974,6,5.77,5,6,NS
OTU30387,2,2.94,2,3,NS
OTU62076,8,8.15,6.475,9,NS
OTU16626,2,2.94,2,3,NS
OTU4728,12,21.47,17.475,26,Specialists
OTU65445,3,2.93,2,3,NS
OTU5292,7,10.48,8,12,Specialists
OTU27948,2,1.98,2,2,NS
OTU8392,6,6.59,5,7,NS
OTU11224,2,1.97,1.475,2,NS
OTU3971,35,48.38,42,54,Specialists
OTU63892,4,3.86,3,4,NS
OTU15993,1,1.95,1,2,NS
OTU19964,2,1.98,2,2,NS
OTU20096,3,2.94,2,3,NS
OTU18253,1,1.99,2,2,Specialists
OTU22437,1,1.98,2,2,Specialists
OTU12858,2,1.97,1.475,2,NS
OTU46717,2,2,2,2,NS
OTU60940,3,2.86,2,3,NS
OTU10219,4,4.81,4,5,NS
OTU51713,2,1.95,1,2,NS
OTU25399,2,1.98,2,2,NS
OTU22878,1,1.93,1,2,NS
OTU26390,1,1.98,2,2,Specialists
OTU27451,3,2.92,2,3,NS
OTU15606,1,2.87,2,3,Specialists
OTU41494,2,1.99,2,2,NS
OTU23140,4,3.85,3,4,NS
OTU54687,1,1.99,2,2,Specialists
OTU4616,3,7.29,6,8,Specialists
OTU12947,4,9.87,8,11,Specialists
OTU47814,2,1.97,1.475,2,NS
OTU7035,2,26.55,22,31,Specialists
OTU1929,18,23.7,19,28,Specialists
OTU32249,3,2.95,2,3,NS
OTU20904,1,1.94,1,2,NS
OTU43436,4,4.72,4,5,NS
OTU10667,2,2.91,2,3,NS
OTU6816,3,4.72,4,5,Specialists
OTU26673,4,3.82,3,4,NS
OTU16730,2,1.97,1.475,2,NS
OTU34878,2,1.97,1.475,2,NS
OTU40947,1,1.99,2,2,Specialists
OTU18426,4,3.85,3,4,NS
OTU8172,5,4.72,4,5,NS
OTU18228,2,1.97,1.475,2,NS
OTU44661,1,1.97,1.475,2,Specialists
OTU8075,3,11.28,9,13,Specialists
OTU13570,1,1.95,1,2,NS
OTU41062,2,1.98,2,2,NS
OTU87630,2,1.99,2,2,NS
OTU15862,1,6.51,5,7,Specialists
OTU33561,2,1.96,1,2,NS
OTU6385,18,19.19,15.475,23,NS
OTU20133,2,1.98,2,2,NS
OTU12954,4,3.87,3,4,NS
OTU14975,1,1.96,1,2,NS
OTU18201,2,2,2,2,NS
OTU64705,3,2.93,2,3,NS
OTU77426,3,2.9,2,3,NS
OTU19011,1,1.98,2,2,Specialists
OTU53989,3,2.92,2,3,NS
OTU72410,1,1.97,1.475,2,Specialists
OTU40365,2,1.96,1,2,NS
OTU7024,1,1.98,2,2,Specialists
OTU20661,2,1.99,2,2,NS
OTU13027,3,4.71,4,5,Specialists
OTU17544,2,2.95,2,3,NS
OTU9344,2,1.95,1,2,NS
OTU9045,6,6.5,5,7,NS
OTU8558,2,2,2,2,NS
OTU12934,2,1.98,2,2,NS
OTU9430,2,1.99,2,2,NS
OTU1462,10,17.37,15,20.525,Specialists
OTU8010,16,21,17,25,Specialists
OTU50233,3,3.86,3,4,NS
OTU3530,3,5.63,4.475,6,Specialists
OTU5933,4,7.34,6,8,Specialists
OTU32068,3,2.88,2,3,NS
OTU18163,4,7.36,6,8,Specialists
OTU52579,3,2.9,2,3,NS
OTU50019,2,1.98,2,2,NS
OTU8840,2,3.87,3,4,Specialists
OTU93610,8,8.31,7,9,NS
OTU25542,2,6.52,5,7,Specialists
OTU60594,3,2.92,2,3,NS
OTU26323,1,2.94,2,3,Specialists
OTU27410,1,1.96,1,2,NS
OTU15312,5,15.35,12.475,18,Specialists
OTU24385,2,1.99,2,2,NS
OTU6027,3,3.87,3,4,NS
OTU18552,2,1.95,1,2,NS
OTU4556,10,11.9,10,14,NS
OTU96208,2,1.98,2,2,NS
OTU23511,3,3.81,3,4,NS
OTU23274,6,8.15,7,9,Specialists
OTU35948,2,1.98,2,2,NS
OTU45478,5,4.76,4,5,NS
OTU9276,6,5.69,5,6,NS
OTU79130,1,1.97,1.475,2,Specialists
OTU26040,2,1.95,1,2,NS
OTU18447,4,3.77,3,4,NS
OTU75733,2,1.94,1,2,NS
OTU16062,2,1.99,2,2,NS
OTU51285,3,2.92,2,3,NS
OTU9702,1,1.97,1.475,2,Specialists
OTU24082,3,2.93,2,3,NS
OTU8208,7,7.31,5.475,8,NS
OTU28858,2,1.98,2,2,NS
OTU94035,2,2.97,2.475,3,Specialists
OTU2957,7,28.17,23,32,Specialists
OTU11105,2,4.79,4,5,Specialists
OTU31282,2,1.95,1,2,NS
OTU6165,2,3.88,3,4,Specialists
OTU14786,3,2.91,2,3,NS
OTU3746,9,21.82,18,25,Specialists
OTU56525,1,1.96,1,2,NS
OTU83470,1,1.94,1,2,NS
OTU4291,15,18.59,16,21,Specialists
OTU9755,1,3.81,3,4,Specialists
OTU13129,14,13.88,12,16,NS
OTU68589,3,2.98,3,3,NS
OTU13777,4,8.25,7,9,Specialists
OTU16117,1,2.95,2,3,Specialists
OTU65806,2,1.97,1.475,2,NS
OTU6583,11,17.67,15,20,Specialists
OTU4710,3,11.87,9.475,14,Specialists
OTU78067,2,1.99,2,2,NS
OTU25692,3,3.84,3,4,NS
OTU4338,24,31.9,27,36,Specialists
OTU58693,3,2.95,2,3,NS
OTU16736,2,1.95,1,2,NS
OTU8677,4,3.89,3,4,NS
OTU46510,3,3.81,3,4,NS
OTU9940,6,6.51,5,7,NS
OTU26466,11,10.03,8,11,NS
OTU5025,8,10.43,8,12,NS
OTU21859,2,1.95,1,2,NS
OTU16476,3,2.9,2,3,NS
OTU6886,2,1.99,2,2,NS
OTU44911,2,1.99,2,2,NS
OTU7934,7,7.31,6,8,NS
OTU12213,1,1.95,1,2,NS
OTU20671,8,11.18,9,13,Specialists
OTU34679,2,2.94,2,3,NS
OTU86705,6,7.28,5.475,8,NS
OTU68884,2,1.98,2,2,NS
OTU9609,2,2.92,2,3,NS
OTU9988,6,7.36,6,8,NS
OTU4610,18,33.64,29,38,Specialists
OTU28833,2,1.97,1.475,2,NS
OTU9248,2,1.98,2,2,NS
OTU30756,2,1.96,1,2,NS
OTU4664,14,20.33,17,24,Specialists
OTU8674,8,7.95,5,9,NS
OTU10843,8,8.93,7,10,NS
OTU11209,3,3.84,3,4,NS
OTU9551,6,7.36,5.475,8,NS
OTU8734,7,8.01,6,9,NS
OTU24137,4,3.75,3,4,NS
OTU7219,3,3.85,3,4,NS
OTU59067,1,1.97,1.475,2,Specialists
OTU23161,2,1.96,1,2,NS
OTU13315,2,2.93,2,3,NS
OTU11357,4,5.76,5,6,Specialists
OTU40064,3,2.91,2,3,NS
OTU62053,5,4.73,4,5,NS
OTU65255,11,11.92,9,14,NS
OTU46913,4,7.26,6,8,Specialists
OTU32843,2,1.94,1,2,NS
OTU7477,4,4.71,4,5,NS
OTU9101,9,9.87,8,11,NS
OTU10049,2,2.91,2,3,NS
OTU7596,7,10.51,8,12,Specialists
OTU26511,2,2.93,2,3,NS
OTU21022,4,3.87,3,4,NS
OTU34342,2,1.97,1.475,2,NS
OTU8153,7,8.04,6.475,9,NS
OTU11669,2,1.98,2,2,NS
OTU30653,1,1.97,1.475,2,Specialists
OTU8394,4,3.8,3,4,NS
OTU9540,9,14.67,12,17,Specialists
OTU18522,3,2.97,2.475,3,NS
OTU77801,2,1.95,1,2,NS
OTU12698,2,2,2,2,NS
OTU37231,5,119.86,107.475,133,Specialists
OTU3897,14,22.55,19,26,Specialists
OTU30179,2,2.91,2,3,NS
OTU25638,2,1.98,2,2,NS
OTU7216,2,1.97,1.475,2,NS
OTU41738,9,10.33,7.475,12,NS
OTU7298,3,2.91,2,3,NS
OTU8120,3,2.88,2,3,NS
OTU9247,6,5.62,4.475,6,NS
OTU43746,3,2.95,2,3,NS
OTU5432,4,8.05,6.475,9,Specialists
OTU7952,7,6.43,5,7,NS
OTU24162,3,2.95,2,3,NS
OTU60609,3,14.23,12,16,Specialists
OTU34188,4,3.82,3,4,NS
OTU13178,4,3.87,3,4,NS
OTU83181,4,3.81,3,4,NS
OTU11041,3,2.92,2,3,NS
OTU5820,2,4.69,3.475,5,Specialists
OTU65849,4,3.76,2.475,4,NS
OTU9832,7,11.3,9,13,Specialists
OTU61428,2,1.97,1.475,2,NS
OTU8515,3,2.91,2,3,NS
OTU21069,2,1.96,1,2,NS
OTU23069,11,17.3,15,20.525,Specialists
OTU4431,5,18.64,15.475,22,Specialists
OTU4756,5,8.08,6,9,Specialists
OTU34346,16,25.07,20,30,Specialists
OTU7563,15,13.95,11,16,NS
OTU50003,2,2,2,2,NS
OTU16327,8,14.41,11,17,Specialists
OTU25034,1,1.98,2,2,Specialists
OTU93346,2,2.91,2,3,NS
OTU15422,7,8.87,7,10,NS
OTU47514,7,16.69,14,20,Specialists
OTU15402,5,5.6,4,6,NS
OTU34097,3,2.92,2,3,NS
OTU14957,3,2.89,2,3,NS
OTU12013,3,2.91,2,3,NS
OTU34249,5,4.76,4,5,NS
OTU21259,4,6.55,5,7,Specialists
OTU5855,11,14.71,12,17,Specialists
OTU5465,8,11.94,9.475,14,Specialists
OTU19004,8,9.61,8,11,NS
OTU17172,5,6.39,5,7,NS
OTU16379,3,2.91,2,3,NS
OTU10641,6,10.53,9,12,Specialists
OTU95288,11,17.92,15,21,Specialists
OTU7624,3,4.81,4,5,Specialists
OTU76068,2,1.97,1.475,2,NS
OTU15503,2,1.99,2,2,NS
OTU12854,2,3.86,3,4,Specialists
OTU46896,2,1.98,2,2,NS
OTU11376,4,3.83,3,4,NS
OTU62834,2,1.98,2,2,NS
OTU2333,22,47.12,41.475,53,Specialists
OTU6774,1,2.86,2,3,Specialists
OTU16151,4,5.65,4,6,NS
OTU12621,2,2.93,2,3,NS
OTU16673,4,4.7,3,5,NS
OTU47405,2,1.99,2,2,NS
OTU5380,5,5.57,4.475,6,NS
OTU18695,6,5.62,4,6,NS
