"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU11427",11,26.47,20,34.575,"Specialists"
"OTU7569",1,1.99,1,3,"NS"
"OTU1339",7,3.18,1,5,"Generalists"
"OTU3847",1,6.63,4,9,"Specialists"
"OTU11623",2,5.17,3,8,"Specialists"
"OTU1695",3,18.72,12.95,23.525,"Specialists"
"OTU4490",4,6.71,3.475,10,"NS"
"OTU1352",18,27.11,21,33.525,"Specialists"
"OTU1829",20,23.75,17.475,30.525,"NS"
"OTU4523",9,10.56,7,15,"NS"
"OTU5978",10,6.32,3,9.52499999999999,"Generalists"
"OTU834",16,33.54,25.95,39.525,"Specialists"
"OTU8447",3,10.73,7,15.525,"Specialists"
"OTU1876",24,24.26,19,31,"NS"
"OTU8971",2,2.8,1,4,"NS"
"OTU9696",32,12.99,9,17.525,"Generalists"
"OTU2995",12,18.96,14,24,"Specialists"
"OTU2528",22,16.02,10.475,22,"NS"
"OTU4863",22,11.58,7.475,16,"Generalists"
"OTU1429",88,41.22,34,49,"Generalists"
"OTU937",3,38.14,29.475,46,"Specialists"
"OTU782",7,19.22,14.475,25,"Specialists"
"OTU4059",4,13.52,9,18,"Specialists"
"OTU3919",3,4.33,2,7,"NS"
"OTU3053",20,13.29,10,19,"Generalists"
"OTU6807",8,5.16,2.475,8,"NS"
"OTU3688",4,8.89,5.475,13,"Specialists"
"OTU11893",6,3.29,1.475,5,"Generalists"
"OTU4249",22,10.63,7,15,"Generalists"
"OTU10526",3,4.49,3,7,"NS"
"OTU8630",8,5.09,2.475,7.52499999999999,"Generalists"
"OTU6762",11,4.62,2,7.04999999999998,"Generalists"
"OTU7077",4,4.33,2.475,6.52499999999999,"NS"
"OTU9632",4,5.41,3,8,"NS"
"OTU788",6,36.68,30.475,44.525,"Specialists"
"OTU10801",1,2.35,1,4,"NS"
"OTU1393",13,52.75,44,63.05,"Specialists"
"OTU10268",4,10.88,8,15.525,"Specialists"
"OTU9278",13,11.66,8,17.525,"NS"
"OTU11941",13,64.9,55.95,74.525,"Specialists"
"OTU2690",9,10.51,7,14,"NS"
"OTU2000",33,12.76,9,18,"Generalists"
"OTU11018",2,1.57,1,2,"NS"
"OTU2008",6,4.99,2,7.52499999999999,"NS"
"OTU11370",7,3.68,2,5.52499999999999,"Generalists"
"OTU604",5,2.86,1.475,4,"Generalists"
"OTU11085",2,2.28,1,4,"NS"
"OTU5521",3,1.97,1,3,"NS"
"OTU1334",125,43.31,35,51,"Generalists"
"OTU2375",29,15.61,11.475,21,"Generalists"
"OTU3860",20,7.91,5,11.525,"Generalists"
"OTU11251",10,16.73,12,21,"Specialists"
"OTU3434",16,10.86,6,16,"NS"
"OTU12785",4,2.82,1,5,"NS"
"OTU12031",7,6.95,5,10.525,"NS"
"OTU11478",3,6.7,4,10,"Specialists"
"OTU3468",9,14.21,8.95,18,"NS"
"OTU11597",2,1.58,1,2,"NS"
"OTU1970",12,31.68,25.475,37.525,"Specialists"
"OTU8663",9,9.12,6,13.525,"NS"
"OTU8795",11,11.31,8,16,"NS"
"OTU359",34,70.84,57.95,80.05,"Specialists"
"OTU10530",6,5.22,3,8,"NS"
"OTU6557",5,4.87,3,7,"NS"
"OTU9498",2,1.59,1,2,"NS"
"OTU2339",1,17.34,12,23,"Specialists"
"OTU7344",2,1.63,1,2,"NS"
"OTU7706",7,4.53,2,7.52499999999999,"NS"
"OTU1163",2,43.21,34.475,52.525,"Specialists"
"OTU1799",5,22.51,17.475,28,"Specialists"
"OTU8300",3,3.28,2,5,"NS"
"OTU4471",3,8.58,6,11.525,"Specialists"
"OTU3721",16,9.6,6,13,"Generalists"
"OTU2686",13,8.37,5,11.525,"Generalists"
"OTU1484",9,25.65,19.475,32,"Specialists"
"OTU7089",5,3.83,2,6,"NS"
"OTU3821",15,12.13,7.475,16.525,"NS"
"OTU5158",5,5.13,3,8,"NS"
"OTU3949",14,9.84,6.475,14,"NS"
"OTU4796",7,6.15,4,9,"NS"
"OTU2368",7,21.04,15,27.525,"Specialists"
"OTU5604",14,21.77,15.475,27,"Specialists"
"OTU10629",2,2.37,1,4,"NS"
"OTU10803",1,2.29,1,4,"NS"
"OTU4593",7,7.12,4,11,"NS"
"OTU1957",12,19.26,14,24,"Specialists"
"OTU1492",57,25.52,20,31,"Generalists"
"OTU3122",24,16.63,12,22.525,"Generalists"
"OTU6313",38,29,22,34.525,"Generalists"
"OTU2046",30,11.6,8,15,"Generalists"
"OTU9800",2,1.59,1,2,"NS"
"OTU1010",11,5.87,3,9,"Generalists"
"OTU9484",1,1.47,1,2,"NS"
"OTU6358",3,3.1,2,5,"NS"
"OTU3809",3,2.66,1,4.52499999999999,"NS"
"OTU7400",7,5.46,3,8,"NS"
"OTU3483",5,9.49,6,14,"Specialists"
"OTU7979",8,5.45,3,8,"NS"
"OTU11548",1,1.63,1,2,"NS"
"OTU5824",3,6.35,3.475,10,"Specialists"
"OTU10851",6,5.74,2.475,8,"NS"
"OTU10490",9,5.83,3,9,"NS"
"OTU8354",2,6.36,4,9,"Specialists"
"OTU6102",3,4.8,2.475,7,"NS"
"OTU2442",21,17.21,12,22,"NS"
"OTU2852",40,19.79,14,24.525,"Generalists"
"OTU6888",3,2.26,1,3,"NS"
"OTU910",156,53.96,46,65,"Generalists"
"OTU2438",10,11.32,8,15.525,"NS"
"OTU2962",6,21.52,16,27.525,"Specialists"
"OTU78",14,86.65,78,97.05,"Specialists"
"OTU1976",6,2.93,1.475,4.52499999999999,"Generalists"
"OTU3218",20,15.09,11,20,"NS"
"OTU3429",24,12.48,8.475,18,"Generalists"
"OTU10060",10,15.38,10.475,19.525,"Specialists"
"OTU11602",2,2.03,1,3,"NS"
"OTU3491",4,13.54,10,18,"Specialists"
"OTU1050",4,44.14,36,54,"Specialists"
"OTU4739",1,11.62,7,17,"Specialists"
"OTU2902",10,18.64,13,24,"Specialists"
"OTU7590",18,19.98,14.475,25,"NS"
"OTU6049",5,4.89,3,7,"NS"
"OTU10697",1,7.34,4,10.525,"Specialists"
"OTU8286",4,13.83,10,19,"Specialists"
"OTU11789",5,5.55,3,8,"NS"
"OTU6425",8,5.95,3.475,9,"NS"
"OTU1437",19,33.22,27,41,"Specialists"
"OTU9744",2,8.73,6,12,"Specialists"
"OTU138",19,5.47,3,8,"Generalists"
"OTU3068",1,1.51,1,2,"NS"
"OTU8371",1,3.11,2,5,"Specialists"
"OTU7476",5,5.21,3,8,"NS"
"OTU8347",1,2.32,1,4,"NS"
"OTU4401",9,5.3,3,8,"Generalists"
"OTU2578",12,17.86,14,23.525,"Specialists"
"OTU9950",1,2.06,1,3,"NS"
"OTU5464",1,1.6,1,2,"NS"
"OTU1077",1,2.66,1,4,"NS"
"OTU12705",27,11,7,16,"Generalists"
"OTU8873",2,3.84,2,6,"NS"
"OTU3435",2,9.34,6.475,13,"Specialists"
"OTU8180",2,2.01,1,3,"NS"
"OTU12313",3,3.16,2,5,"NS"
"OTU6154",28,8.37,5,12,"Generalists"
"OTU9371",2,1.95,1,3,"NS"
"OTU8900",6,5.14,3,9,"NS"
"OTU4900",6,3.95,2,6,"NS"
"OTU10335",3,2.45,1,4,"NS"
"OTU4172",4,7.18,3.475,10,"NS"
"OTU9305",6,3.22,2,5,"Generalists"
"OTU1217",3,30.29,23.475,37.525,"Specialists"
"OTU10547",3,3.21,2,5,"NS"
"OTU5962",2,4.38,2,7,"NS"
"OTU4376",1,4.95,3,7.52499999999999,"Specialists"
"OTU2594",17,12.73,7.95,16,"Generalists"
"OTU5336",9,21.22,17,26.525,"Specialists"
"OTU6752",2,2.63,1,4,"NS"
"OTU3022",33,85.24,74.475,96,"Specialists"
"OTU5667",4,4.53,3,6,"NS"
"OTU12731",3,2.32,1,4,"NS"
"OTU6792",4,3.65,2,5,"NS"
"OTU2123",13,17.89,13.475,22.525,"Specialists"
"OTU7830",3,5.18,3,8,"NS"
"OTU4848",7,7.41,4.475,10,"NS"
"OTU11128",10,4.46,2,7,"Generalists"
"OTU6000",1,3.91,2,6,"Specialists"
"OTU104",60,124.39,113.475,138,"Specialists"
"OTU5321",21,5.68,3.475,8,"Generalists"
"OTU4390",9,7.87,5,11.525,"NS"
"OTU6881",19,5.96,3,8.52499999999999,"Generalists"
"OTU8677",4,2.31,1,4,"NS"
"OTU4766",12,7.19,4,10.525,"Generalists"
"OTU8263",27,46.58,38,55.525,"Specialists"
"OTU10213",1,2.03,1,3,"NS"
"OTU2553",13,18.05,13,22.525,"NS"
"OTU10868",4,3.69,2,6,"NS"
"OTU7906",5,3.27,2,5,"NS"
"OTU8166",7,4.57,2,7,"NS"
"OTU10587",4,4.32,2,6.52499999999999,"NS"
"OTU353",6,67.44,57,78.525,"Specialists"
"OTU9863",1,1.53,1,2,"NS"
"OTU10404",2,2.02,1,3,"NS"
"OTU2763",11,24.97,18,32,"Specialists"
"OTU1504",1,1.99,1,3,"NS"
"OTU12342",1,1.5,1,2,"NS"
"OTU4291",10,9.17,6,14,"NS"
"OTU2836",5,5.07,3,8,"NS"
"OTU9894",2,3.02,1.475,5,"NS"
"OTU4348",4,9.35,6,13,"Specialists"
"OTU5136",6,3.88,2,6,"NS"
"OTU4859",2,8.73,6,12,"Specialists"
"OTU4931",6,5.38,3,8,"NS"
"OTU332",9,4.11,2,7,"Generalists"
"OTU337",38,83.56,73,93,"Specialists"
"OTU2340",33,13.8,9,19,"Generalists"
"OTU10297",2,6.03,3,9,"Specialists"
"OTU7643",69,20.13,15,26,"Generalists"
"OTU8922",7,4.21,2,7,"NS"
"OTU6483",2,6.96,5,10,"Specialists"
"OTU5049",10,10.17,7,13.525,"NS"
"OTU5508",2,2.01,1,3,"NS"
"OTU1401",1,1.48,1,2,"NS"
"OTU1778",11,4.92,3,7,"Generalists"
"OTU667",12,52.25,43.475,60.575,"Specialists"
"OTU5268",13,7.38,5,10.525,"Generalists"
"OTU92",20,6.74,4,10,"Generalists"
"OTU6854",2,2.57,1,4,"NS"
"OTU296",8,8.36,5,11,"NS"
"OTU11011",1,2.91,2,5,"Specialists"
"OTU12499",6,4.95,2,8,"NS"
"OTU1705",8,29.69,24,36,"Specialists"
"OTU654",12,58.58,51,67.525,"Specialists"
"OTU11600",8,5.02,3,7,"Generalists"
"OTU5262",2,2.24,1,4,"NS"
"OTU7735",15,6.13,4,9,"Generalists"
"OTU529",14,45.76,37.475,55,"Specialists"
"OTU1313",3,28.56,23,35.05,"Specialists"
"OTU7082",25,24.62,17.475,31,"NS"
"OTU704",4,3.5,2,5.52499999999999,"NS"
"OTU13",7,3.28,2,5,"Generalists"
"OTU11598",1,2.05,1,3,"NS"
"OTU5429",3,7.83,5,12,"Specialists"
"OTU2609",77,51.22,44,59,"Generalists"
"OTU2464",26,17.87,14,23.525,"Generalists"
"OTU3284",3,16.24,12,21.525,"Specialists"
"OTU7901",1,8.21,5,12,"Specialists"
"OTU10193",10,4.8,3,8,"Generalists"
"OTU4131",5,11.61,8,16,"Specialists"
"OTU12437",1,2.78,1,5,"NS"
"OTU240",7,6.18,3.475,9,"NS"
"OTU3819",6,8.36,5,11,"NS"
"OTU882",7,45.18,36.475,55,"Specialists"
"OTU10231",15,19.21,14,25,"NS"
"OTU297",22,42.42,35,51.525,"Specialists"
"OTU2086",6,21.62,14.475,28.525,"Specialists"
"OTU2872",10,14,10,18.525,"NS"
"OTU8378",17,9.73,7,14,"Generalists"
"OTU5757",3,4.95,3,7.52499999999999,"NS"
"OTU7991",12,5.74,2.475,9.52499999999999,"Generalists"
"OTU10023",1,3.8,2,6,"Specialists"
"OTU10411",1,2.98,1.475,5,"Specialists"
"OTU4652",34,11.21,7.475,15,"Generalists"
"OTU7543",1,4.13,2,6,"Specialists"
"OTU6586",21,13.28,9.475,17.525,"Generalists"
"OTU585",7,71.1,63,82,"Specialists"
"OTU4187",56,25.64,20,31.525,"Generalists"
"OTU3873",3,4.15,2,7.52499999999999,"NS"
"OTU305",5,3.88,2,6,"NS"
"OTU1909",2,2.07,1,3,"NS"
"OTU12755",2,2.36,1,4,"NS"
"OTU10869",1,2.58,1,4,"NS"
"OTU10534",5,3.21,2,5,"NS"
"OTU12757",3,2.6,1,4,"NS"
"OTU11896",19,5.72,3.475,9,"Generalists"
"OTU803",7,55.5,45.475,65,"Specialists"
"OTU5444",2,4.22,2,7,"NS"
"OTU4283",5,7.82,5,11,"NS"
"OTU5075",3,5.86,3,9,"NS"
"OTU314",8,20.12,15.475,26,"Specialists"
"OTU7405",1,3.59,1.475,5.52499999999999,"Specialists"
"OTU7083",5,4.79,2,7.52499999999999,"NS"
"OTU5905",1,5.6,3,9,"Specialists"
"OTU966",9,28.34,22.475,36.05,"Specialists"
"OTU2006",14,56.04,45.95,66,"Specialists"
"OTU10236",13,10.86,6,15,"NS"
"OTU3874",4,3.98,2,6,"NS"
"OTU12416",2,2.45,1,4,"NS"
"OTU5923",13,5.36,3,8,"Generalists"
"OTU7972",1,1.94,1,3,"NS"
"OTU126",14,6.82,5,10,"Generalists"
"OTU8681",3,3.2,1,5,"NS"
"OTU379",35,48.98,41.475,60.05,"Specialists"
"OTU7548",7,4.02,2,6,"Generalists"
"OTU7652",3,2.29,1,4,"NS"
"OTU4710",8,35.94,27.475,45,"Specialists"
"OTU8539",2,1.54,1,2,"NS"
"OTU9014",3,3.29,2,6,"NS"
"OTU11630",3,2.26,1,4,"NS"
"OTU6305",6,4.57,2.475,7,"NS"
"OTU12504",3,12.85,8.475,18.525,"Specialists"
"OTU10969",2,1.63,1,2,"NS"
"OTU1355",2,29.51,23.475,36,"Specialists"
"OTU2935",8,9.41,6,13,"NS"
"OTU3288",3,21.01,15.475,27,"Specialists"
"OTU3521",8,15.98,11,21,"Specialists"
"OTU5241",1,1.55,1,2,"NS"
"OTU5846",1,2.97,1,5,"NS"
"OTU4503",7,6.36,4,9,"NS"
"OTU11294",2,3.97,2,6,"NS"
"OTU4024",2,11.47,7,15.525,"Specialists"
"OTU4637",4,3.61,2,5,"NS"
"OTU4191",6,7.86,4.475,11.525,"NS"
"OTU7890",3,2.77,1,4,"NS"
"OTU6909",21,11.55,7.475,16,"Generalists"
"OTU5121",2,3.19,1.475,5,"NS"
"OTU400",10,58.42,49.475,67,"Specialists"
"OTU3760",2,10.9,7,15.525,"Specialists"
"OTU13031",1,6.89,4,10.525,"Specialists"
"OTU4955",3,4.84,2,7,"NS"
"OTU6612",1,3.65,2,6,"Specialists"
"OTU1051",2,31.95,25,40,"Specialists"
"OTU13063",2,2.26,1,3.52499999999999,"NS"
"OTU8204",2,1.89,1,3,"NS"
"OTU5710",5,4.81,3,7,"NS"
"OTU6185",2,3.03,1,5,"NS"
"OTU438",2,2.67,1,4,"NS"
"OTU9959",4,5.49,3,8,"NS"
"OTU5324",6,23.45,17,30,"Specialists"
"OTU2113",15,11.85,8,16,"NS"
"OTU5191",2,1.99,1,3,"NS"
"OTU1797",1,17.4,12.475,23.05,"Specialists"
"OTU1618",10,17.1,11.95,23.525,"Specialists"
"OTU587",45,43.48,34.475,51,"NS"
"OTU1019",9,59.55,49,69.525,"Specialists"
"OTU4682",23,38.16,31,45,"Specialists"
"OTU6027",3,23.51,17,30.525,"Specialists"
"OTU1730",33,41.77,36,48.525,"Specialists"
"OTU5310",5,6.57,4,10,"NS"
"OTU4296",2,6.58,4,9.52499999999999,"Specialists"
"OTU5375",1,3.99,2,6,"Specialists"
"OTU3676",6,11.75,8,16.525,"Specialists"
"OTU4307",4,7.26,4.475,10.525,"Specialists"
"OTU119",30,8.08,5.475,12,"Generalists"
"OTU6799",6,9.77,6,13,"NS"
"OTU4522",8,6.92,4,11,"NS"
"OTU1101",3,2.91,2,4,"NS"
"OTU2232",5,14.35,10,19.525,"Specialists"
"OTU11712",8,9.21,6,13,"NS"
"OTU5212",8,10.24,5.475,15,"NS"
"OTU3554",37,10.75,7.475,15.525,"Generalists"
"OTU9272",2,3.46,2,5,"NS"
"OTU7651",6,2.95,1.475,5,"Generalists"
"OTU2178",16,11.41,7,16,"NS"
"OTU5150",7,9.39,7,13,"NS"
"OTU6775",8,5.56,3,9,"NS"
"OTU1327",30,24.71,19,31.525,"NS"
"OTU3414",7,10,7,13,"NS"
"OTU1793",7,3.43,1.475,6,"Generalists"
"OTU8142",17,14.44,10,20.525,"NS"
"OTU12490",4,5.59,3,9.52499999999999,"NS"
"OTU6429",12,4.98,3,7.52499999999999,"Generalists"
"OTU1564",1,1.58,1,2,"NS"
"OTU12494",5,7.61,4,11.525,"NS"
"OTU459",2,2.67,1,4,"NS"
"OTU4651",4,7.01,4.475,10,"Specialists"
"OTU435",9,42.81,36,50,"Specialists"
"OTU6495",9,3.8,2,6,"Generalists"
"OTU6097",3,2.68,1,4,"NS"
"OTU3070",6,13.31,9,18,"Specialists"
"OTU1168",15,29.2,24,37.05,"Specialists"
"OTU4994",2,1.62,1,2,"NS"
"OTU6791",15,6.29,4,9,"Generalists"
"OTU5288",6,8.95,5,12,"NS"
"OTU7702",3,3.19,2,5,"NS"
"OTU11767",4,3.34,2,6,"NS"
"OTU12280",1,1.55,1,2,"NS"
"OTU10777",7,9.83,7,13,"NS"
"OTU2893",2,13.6,9,18,"Specialists"
"OTU238",6,3.83,2,6.52499999999999,"NS"
"OTU8672",1,2.6,1,4,"NS"
"OTU418",29,55.04,46.475,62.525,"Specialists"
"OTU7517",3,1.98,1,3,"NS"
"OTU7425",8,4.06,2,6,"Generalists"
"OTU1380",5,8.77,5,12,"NS"
"OTU959",16,16,11,21,"NS"
"OTU2552",6,15.79,12,22,"Specialists"
"OTU6295",2,3.23,2,5,"NS"
"OTU668",5,4.09,2,6.52499999999999,"NS"
"OTU434",8,4.16,2,6,"Generalists"
"OTU1868",17,17.88,13,23,"NS"
"OTU206",8,6.32,4,9,"NS"
"OTU3345",21,15.93,12,21,"NS"
"OTU471",2,2,1,3,"NS"
"OTU1563",17,24.36,18,30,"Specialists"
"OTU3510",12,11.27,7,15,"NS"
"OTU7137",21,20.57,15,26,"NS"
"OTU7988",3,2.97,1,4.52499999999999,"NS"
"OTU6862",3,4.44,2,7,"NS"
"OTU295",136,82.48,71.475,95,"Generalists"
"OTU4275",3,4.43,2,7,"NS"
"OTU10520",11,4.89,2.475,7,"Generalists"
"OTU739",7,3.23,1,5,"Generalists"
"OTU3189",19,20.51,15,28,"NS"
"OTU3905",52,16.87,12,23,"Generalists"
"OTU10154",11,14.8,10,21.525,"NS"
"OTU4708",2,6.4,3.475,9,"Specialists"
"OTU3553",4,8.52,6,12.525,"Specialists"
"OTU2394",15,31.74,26,39.525,"Specialists"
"OTU779",32,45.21,39,53,"Specialists"
"OTU1184",2,4.97,3,7,"Specialists"
"OTU7803",3,27.48,21.475,33.525,"Specialists"
"OTU4424",7,11.3,7,16,"NS"
"OTU7135",1,4.82,3,8,"Specialists"
"OTU7025",1,3.9,2,6,"Specialists"
"OTU3355",6,5.21,3,7,"NS"
"OTU2150",12,23.67,18.475,31,"Specialists"
"OTU7466",2,7.73,5,12,"Specialists"
"OTU3361",8,8.93,5,13.525,"NS"
"OTU10403",1,1.54,1,2,"NS"
"OTU2773",43,11.52,8,15,"Generalists"
"OTU10785",7,4.94,3,7.52499999999999,"NS"
"OTU4668",20,11.09,7,15,"Generalists"
"OTU1075",16,13.83,9,18,"NS"
"OTU8689",2,4.06,2,7,"NS"
"OTU6809",2,3.72,2,6,"NS"
"OTU4086",20,8.42,5,12,"Generalists"
"OTU3332",9,7.38,4,11,"NS"
"OTU6668",4,3.12,2,5,"NS"
"OTU8274",1,2.57,1,4,"NS"
"OTU5519",10,5.13,3,8,"Generalists"
"OTU12384",4,2.97,2,5,"NS"
"OTU571",1,1.63,1,2,"NS"
"OTU3162",10,13.87,10,19,"NS"
"OTU10504",1,1.97,1,3,"NS"
"OTU6556",6,16.99,13,21.525,"Specialists"
"OTU2064",10,14.75,10.475,20,"Specialists"
"OTU13043",5,5.13,2,8,"NS"
"OTU7038",9,12.32,8.475,17,"NS"
"OTU618",1,3.47,2,5,"Specialists"
"OTU12991",4,4.78,2,7,"NS"
"OTU12059",3,11.87,8,16.525,"Specialists"
"OTU11592",3,5.89,3,9.52499999999999,"NS"
"OTU908",13,41.95,32.475,50,"Specialists"
"OTU9414",5,3.92,2,6,"NS"
"OTU64",6,6.9,4,10.525,"NS"
"OTU1503",43,38.39,30,46,"NS"
"OTU268",15,5.9,3,8.52499999999999,"Generalists"
"OTU282",8,18.13,13,23,"Specialists"
"OTU2881",6,8.85,6,12.525,"NS"
"OTU646",5,42.62,35,51.525,"Specialists"
"OTU1205",14,13.4,9.475,18.525,"NS"
"OTU5374",1,4.11,2,6,"Specialists"
"OTU2721",8,16.32,11.475,22,"Specialists"
"OTU3823",28,17.42,12,22,"Generalists"
"OTU795",103,31.13,24,40.525,"Generalists"
"OTU1387",12,17.26,12.475,22,"Specialists"
"OTU6383",8,6.26,3,9,"NS"
"OTU690",1,3.29,2,5,"Specialists"
"OTU6131",48,14.75,9.475,20.525,"Generalists"
"OTU9101",1,3.83,2,6,"Specialists"
"OTU8334",3,2.39,1,4,"NS"
"OTU1779",44,14.79,9,19,"Generalists"
"OTU11746",1,2.38,1,4,"NS"
"OTU9516",1,1.64,1,2,"NS"
"OTU624",56,46.15,37,56,"NS"
"OTU9701",8,5.24,2.475,8,"NS"
"OTU5153",13,7.44,5,10.525,"Generalists"
"OTU507",13,4.24,2,6.52499999999999,"Generalists"
"OTU1467",5,28.96,22.475,36,"Specialists"
"OTU2707",12,8.27,5.475,12,"NS"
"OTU5953",4,11.25,7.475,15,"Specialists"
"OTU1882",12,11.5,7.475,15.525,"NS"
"OTU3872",4,2.6,1,4,"NS"
"OTU466",12,53.69,43.475,62,"Specialists"
"OTU4058",3,5.66,3,7.52499999999999,"NS"
"OTU9588",1,1.62,1,2,"NS"
"OTU1569",16,14.52,9.475,19.525,"NS"
"OTU5440",1,5.83,3.475,9,"Specialists"
"OTU1610",32,16.06,11,22,"Generalists"
"OTU9386",2,2.74,1,4,"NS"
"OTU5491",5,5.32,3,8.52499999999999,"NS"
"OTU304",24,38.54,30.475,47.525,"Specialists"
"OTU2020",5,20.61,15,26.525,"Specialists"
"OTU2263",11,62.28,52,73.525,"Specialists"
"OTU3910",3,11.67,7.475,16,"Specialists"
"OTU884",22,63.22,51.9,74,"Specialists"
"OTU5376",4,11.98,8,16,"Specialists"
"OTU8022",1,2.57,1,4.52499999999999,"NS"
"OTU4599",6,6.23,3.475,9.52499999999999,"NS"
"OTU1962",4,30,22,37.525,"Specialists"
"OTU6221",2,4.83,3,7.52499999999999,"Specialists"
"OTU7718",2,3.59,2,5.52499999999999,"NS"
"OTU1964",87,35.58,29,43,"Generalists"
"OTU6611",1,4.07,2,6,"Specialists"
"OTU7805",1,4.04,2,6.52499999999999,"Specialists"
"OTU2461",30,18.47,14,24,"Generalists"
"OTU2847",24,13.71,10,17.525,"Generalists"
"OTU3461",54,22.1,16.475,28.525,"Generalists"
"OTU6343",2,3.14,1.475,5,"NS"
"OTU3811",13,11.45,8,15.525,"NS"
"OTU468",7,3.14,2,5,"Generalists"
"OTU3406",16,16.51,12,22,"NS"
"OTU9168",24,9.2,6,13,"Generalists"
"OTU10864",1,1.97,1,3,"NS"
"OTU8887",2,2.89,1,4,"NS"
"OTU452",7,3.98,2,6.52499999999999,"Generalists"
"OTU9286",9,17.57,13,23,"Specialists"
"OTU436",53,44.9,37,53,"NS"
"OTU10515",1,2.45,1,4,"NS"
"OTU2755",23,12.23,8.475,17,"Generalists"
"OTU2704",9,12.06,8,17.525,"NS"
"OTU6462",13,8.9,6,13,"NS"
"OTU2549",80,25.66,17.95,33,"Generalists"
"OTU4150",14,6.63,4,10,"Generalists"
"OTU3565",1,1.98,1,3,"NS"
"OTU4418",2,11.17,7,15,"Specialists"
"OTU1447",21,27.88,20.475,34.525,"NS"
"OTU8137",9,29.29,23.475,36,"Specialists"
"OTU928",4,3.96,2,6.52499999999999,"NS"
"OTU5999",27,26.77,21.475,34,"NS"
"OTU4529",67,25.65,20,32,"Generalists"
"OTU2901",8,7.28,4.475,11.525,"NS"
"OTU2220",11,22.04,15.95,27,"Specialists"
"OTU6084",30,11.58,7,17,"Generalists"
"OTU5196",3,2.91,1,5,"NS"
"OTU3812",10,7.14,4,11,"NS"
"OTU3808",14,6.57,4,9,"Generalists"
"OTU9488",2,2.22,1,4,"NS"
"OTU10492",1,1.54,1,2,"NS"
"OTU5060",10,9.65,6,13.525,"NS"
"OTU513",55,24.67,19,29.525,"Generalists"
"OTU9493",4,11.95,8,16,"Specialists"
"OTU2974",12,9.7,6.475,14,"NS"
"OTU9880",1,2.08,1,3,"NS"
"OTU2681",2,1.63,1,2,"NS"
"OTU338",17,6.16,3.475,10,"Generalists"
"OTU8828",1,2.52,1,4,"NS"
"OTU2673",3,39.28,31.95,46.525,"Specialists"
"OTU1459",24,26.32,19.475,34,"NS"
"OTU11813",7,5.94,3,9,"NS"
"OTU2019",27,25.23,18.475,32,"NS"
"OTU8171",25,7.85,4.475,12,"Generalists"
"OTU7946",8,4.54,2,7,"Generalists"
"OTU10633",4,3,1.475,5,"NS"
"OTU954",12,52.55,43,61.525,"Specialists"
"OTU12763",3,12.81,8.475,17,"Specialists"
"OTU1272",4,29.72,24,35,"Specialists"
"OTU9038",4,3.25,2,5,"NS"
"OTU892",27,36.03,29,43,"Specialists"
"OTU7786",25,22.02,16,29,"NS"
"OTU1931",11,21.85,17,27,"Specialists"
"OTU3313",11,12.73,8.475,18,"NS"
"OTU3584",2,10.06,6,14,"Specialists"
"OTU800",44,48.56,41,57.05,"NS"
"OTU10896",38,58.7,49.475,68.525,"Specialists"
"OTU10465",5,3.02,1,4.52499999999999,"Generalists"
"OTU5106",11,5.98,3.475,9,"Generalists"
"OTU1044",18,38.43,31,47.525,"Specialists"
"OTU1520",22,36.62,29.95,44,"Specialists"
"OTU2158",39,29.65,23.475,38,"Generalists"
"OTU601",38,31.58,26,39,"NS"
"OTU693",60,55.86,48,66.525,"NS"
"OTU1089",4,4.7,3,7,"NS"
"OTU4047",26,16.41,11.475,21,"Generalists"
"OTU3634",13,11.92,8,17,"NS"
"OTU5773",13,4.52,2,7,"Generalists"
"OTU2504",28,12.63,8,18,"Generalists"
"OTU216",14,7.21,4,11.525,"Generalists"
"OTU2280",28,14.75,9.475,19,"Generalists"
"OTU5249",16,14.04,10,19.525,"NS"
"OTU6649",29,11.79,7.475,16,"Generalists"
"OTU2440",10,7.54,4,11,"NS"
"OTU11676",1,1.57,1,2,"NS"
"OTU9390",3,2.77,1,4,"NS"
"OTU3139",5,10.48,7,14.525,"Specialists"
"OTU10121",1,1.68,1,2,"NS"
"OTU861",7,2.99,1,5,"Generalists"
"OTU5595",3,4.61,2,7,"NS"
"OTU651",8,18.36,13,24.525,"Specialists"
"OTU716",31,40.79,33,49.05,"Specialists"
"OTU162",5,4.27,2,7,"NS"
"OTU11985",15,6.34,4,9,"Generalists"
"OTU159",11,5.67,3,9,"Generalists"
"OTU2785",10,15.28,10,20,"NS"
"OTU5313",8,3.63,2,6,"Generalists"
"OTU11200",2,9.48,6,13,"Specialists"
"OTU9392",2,1.59,1,2,"NS"
"OTU4231",9,11.66,8,16.525,"NS"
"OTU10286",2,1.65,1,2,"NS"
"OTU11682",8,4.58,2,7,"Generalists"
"OTU11952",1,1.67,1,2,"NS"
"OTU6156",11,4.77,3,7,"Generalists"
"OTU13033",2,2.77,2,4.52499999999999,"NS"
"OTU4022",7,6.82,3.475,10,"NS"
"OTU5989",10,5.39,3,8,"Generalists"
"OTU4836",9,4.06,2,7,"Generalists"
"OTU345",76,55.2,44,65.525,"Generalists"
"OTU8748",2,3.25,1,5,"NS"
"OTU2004",7,25.21,19,31.525,"Specialists"
