"","OTU","Domain","Phylum","Class","Order","Family","Genus","Species","global_occurrence","BOER_SEVonly","BOGR_SEVonly","ANGE_allsites","BOER_allsites","BOGR_allsites","BUDA_allsites","SCSC_allsites","BLM","BNP","CAD","CNF","CPR","DMT","FCP","FMT","GMT","GNF","HAR","HPG","KAE","KNZ","LAR","LBJ","NWP","ONF","RNF","SEV","SFA","UHC"
"328","OTU7431","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","uncl_Darksidea",0.00619834710743802,0,0,0,0.0256410256410256,0,0,0.00636942675159236,0.0434782608695652,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","OTU9749","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","uncl_Darksidea",0.0743801652892562,0,0,0.0105263157894737,0.0256410256410256,0.16,0.20253164556962,0.0318471337579618,0.173913043478261,0,0,0,0.0909090909090909,0,0.037037037037037,0.0666666666666667,0,0,0.378378378378378,0.4,0,0.142857142857143,0,0.0294117647058824,0,0,0.333333333333333,0,0,0
"618","OTU5613","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","uncl_Darksidea",0.119834710743802,0.111111111111111,0,0,0.179487179487179,0.226666666666667,0.253164556962025,0.0445859872611465,0.304347826086957,0,0,0.296296296296296,0.181818181818182,0.0384615384615385,0.148148148148148,0.0666666666666667,0.157894736842105,0,0.243243243243243,0.8,0.0625,0.0714285714285714,0,0.0294117647058824,0,0,0.666666666666667,0.1,0,0
