"","SRR13800962","SRR13800927","SRR13800916","SRR13800973","SRR13801586","SRR13801575","SRR13801170","SRR13801159","SRR13801370","SRR13801359","SRR13801423","SRR13801412","SRR13801346","SRR13801345","SRR13801344","SRR13801347","SRR13801342","SRR13801341","SRR13801340","SRR13801339","SRR13801338","SRR13801337","SRR13801336","SRR13801307","SRR13801306","SRR13801305","SRR13801308","SRR13801304","SRR13801302","SRR13801301","SRR13801299","SRR13801298","SRR13801297","SRR13801296","SRR13801294","SRR13801293","SRR13801292","SRR13801295","SRR13801291","SRR13801290","SRR13801288","SRR13801287","SRR13801286","SRR13801285","SRR13801284","SRR13801283","SRR13801118","SRR13801116","SRR13801119","SRR13801114","SRR13801113","SRR13801112","SRR13801111","SRR13801110","SRR13801109","SRR13801108","SRR13801107","SRR13800971","SRR13800970","SRR13800969","SRR13800972","SRR13800968","SRR13800967","SRR13800966","SRR13800965","SRR13800964","SRR13800963","SRR13800961","SRR13800960","SRR13801565","SRR13801564","SRR13801563","SRR13801566","SRR13801561","SRR13801559","SRR13801558","SRR13801556","SRR13801555"
"OTU1339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,9.8941327792619e-05,0,0,0,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0,0,0
"OTU5978",9.8872849515523e-05,0,0,0,0,0,0,0.0010878164556962,0.0012853470437018,0,0,0.000296677215189873,0,0,0.000494413131612776,0,0,0,0,0,0,9.88826263225551e-05,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU9696",0.000790982796124184,0.00158212202116088,0,0,9.88826263225551e-05,0,0,0,0.00168083844176389,0,0,0.00257120253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692109946608661,9.88630746416214e-05,0,0,0,0.000197784810126582,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0.00019776525264511,9.89511181476351e-05,9.88924050632911e-05,9.8872849515523e-05,0.000197843505786923,0.000790982796124184,0,0,0.000296589223924864,0,0,0.00098872849515523,0.000593354430379747,0,0.00158212202116088,0.00158227848101266,0,9.88924050632911e-05,0
"OTU4863",9.8872849515523e-05,0,0,0,0,0,0,0.000395569620253165,0.000197745699031046,0,0,0,0,0,0.00227430040541877,9.8941327792619e-05,0,0,0,9.89315393747527e-05,0,0.000296647878967665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296647878967665,0.000395569620253165,0,0,0,0,9.8872849515523e-05,0,0.0038560411311054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1429",0.00168083844176389,0.00118659151587066,0.000296677215189873,0.0189910979228487,0,0.00979034810126582,0,0.000593354430379747,0.00187858414079494,0.00168083844176389,0.000790982796124184,0.00187895569620253,0.000197745699031046,0,0,0,0.0010878164556962,0.00108770888954811,0.000494510928691524,0.00138504155124654,0,0,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0.000296647878967665,0.000197784810126582,0.000296647878967665,0,0.000395491398062092,9.88630746416214e-05,0.057840616966581,0.016707859614434,0,9.88924050632911e-05,0.0345066244809175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128547414219322,0.00039580447259054,0.000395569620253165,9.8872849515523e-05,0.00079137402314769,0.000889855645639707,0,0,0,0,0.00267035901493423,0.0012853470437018,0.000593354430379747,0.000296677215189873,0.000395530505290221,0.00692246835443038,0,0.000197784810126582,0.000395452298566485
"OTU3053",0.000395491398062092,0,0,0,0,0,0,0.00247231012658228,0,0,0,0,0,0.00019780437147661,0.00019776525264511,0,0,0,9.89021857383048e-05,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118670886075949,0,0,9.88826263225551e-05,0.000889767671774592,0,9.88630746416214e-05,0.000296618548546569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0.000197745699031046,0,0,0,0,0.00880229453070913,0,0,0.00138449367088608,0,0,0,0,0
"OTU11893",9.8872849515523e-05,0,9.88924050632911e-05,0,0,0,0,0.000197784810126582,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0,0,0,0,0,0,0,0
"OTU4249",0.000494364247577615,0,0,0,0.000296647878967665,0,9.88630746416214e-05,0.000988924050632911,0.00108760134467075,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019776525264511,0,0,0,0,0,0.000197745699031046,0,0.00276843978643464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,9.88924050632911e-05,0,0,0
"OTU604",0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,9.89119683481701e-05,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1334",9.8872849515523e-05,9.88826263225551e-05,0,0,0,0,0,0.000197784810126582,0,0,0.000197745699031046,0,0,0,0,0,0,0,0.00019780437147661,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0.000296677215189873,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0.00019782393669634,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,9.8872849515523e-05,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0
"OTU2375",9.8872849515523e-05,0.00108770888954811,0.000593354430379747,0.000494559841740851,0.00118659151587066,0,0.000197726149283243,0,0.00118647419418628,9.8872849515523e-05,0.00138421989321732,0.000494462025316456,0,0,0,0,0,0,0,0.000197863078749505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296647878967665,0,0.00118659151587066,0,0,0.000197726149283243,0.000296618548546569,0,0.013051216136049,0.000296677215189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197843505786923,0,0,0,0.00108749382105783,0,0,0,0,0,0,0,0,9.88924050632911e-05,0
"OTU3860",0.000395491398062092,0,0,0,0,0,0,0.000791139240506329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0.000791061010580441,0,9.88826263225551e-05,0.000197726149283243,0,0,0,0,0,0.000197784810126582,0,0,0,0,0,0,9.8872849515523e-05,0,0,0.000395530505290221,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0
"OTU3721",0,0.00118659151587066,0,9.89119683481701e-05,9.88826263225551e-05,0,0,0,0.00207632983982598,0,0,0.0021756329113924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197706603400554,0,0,0.00187932739861523,0,0,0,0,0,0,0,0,0.000593237097093138,0,0,0,0,0,0,0.000395608742953219,0,0,0,0,0,0,0,0
"OTU2686",0,0.00128547414219322,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0.00108770888954811,0,0,0.000296647878967665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296618548546569,0,0,0,0,0,9.88630746416214e-05,0.00158243497181288,0,0.000988924050632911,0,0.000494413131612776,0,0,0,0
"OTU3821",0,9.88826263225551e-05,0,9.89119683481701e-05,0.00158212202116088,0.000395569620253165,0,0.000197784810126582,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296647878967665,0,0.00820644650978841,0,0,0.000988630746416213,9.8872849515523e-05,0,0,0.000593295757935331,0,0,0,0,0,0,0.00227497527200791,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207674050632911,0.00019776525264511,0.000395569620253165,0.00019776525264511,9.88630746416214e-05,0.00524026102432272,0,9.8872849515523e-05,0,0,0.000593354430379747,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494364247577615,0.000197843505786923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3122",0,0.000296647878967665,0.000197784810126582,0,0.00177988727380599,0.000197784810126582,9.88630746416214e-05,0,0.000494364247577615,9.8872849515523e-05,0.000395491398062092,0,0,0,0.000395530505290221,0.000890471950133571,0,0.00978938000593296,0,0.000890383854372774,0,0.00415307030554731,0.000889855645639707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533913387383824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89511181476351e-05,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2852",0,0,9.88924050632911e-05,0.00019782393669634,0,0,0,0.00089003164556962,0,0,0,0,0,0,0,0,0,0.000296647878967665,0,0.00484764542936288,0,0,0.000692109946608661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543854444774053,0,0,0,0.000197745699031046,0,0.000593237097093138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016821690085098,0,0,0,9.8872849515523e-05,0,0,0,0,0.000296706557214914,0,0,0,0,0,0,0,0
"OTU910",0,0,0.000296677215189873,0.00445103857566766,0,0,0,0,0.00158196559224837,0,0,0,0.000790982796124184,0.000692315300168134,0,0,0,0.000494413131612776,0,0,0,0,0,9.89021857383048e-05,0,0,0,0,0,0.00019780437147661,0,0.000197745699031046,0.00039564787339268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128560126582278,0.00029673590504451,0,0,0.000692246835443038,0,0,0.00158196559224837,0.000395491398062092,0.00019780437147661,0,0.000197726149283243,0,0,0.00138449367088608,0,0.00257094828438643,0,0.00257120253164557,0,0.0013840830449827
"OTU138",0,0,0,9.89119683481701e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,9.88826263225551e-05,0,0,0,0.000197843505786923,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0
"OTU6154",0,0,0,9.89119683481701e-05,0,0,0,9.88924050632911e-05,9.8872849515523e-05,0,0.00098872849515523,0,0,0,0.00019776525264511,0,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0.000296647878967665,0.00019790223629527,0,9.8872849515523e-05,0.000197843505786923,0.000395491398062092,0,0,0,0,0,0,0.000494462025316456,0,0,0,0,0,0
"OTU6881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0.000197745699031046,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0.000296589223924864,0,0,0,0,0,0,0,0,0
"OTU8677",0,0,0,0,9.88826263225551e-05,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4766",0,0,0,0,9.88826263225551e-05,0,0,0,0,0,9.8872849515523e-05,0,0,0,9.88826263225551e-05,0.000197882655585238,0,0.00158212202116088,0,9.89315393747527e-05,0,0.000791061010580441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108760134467075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU332",0,0,0,0,0,9.88924050632911e-05,0,0.000197784810126582,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395413206801107,0,9.89119683481701e-05,0,0.000296647878967665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0
"OTU7643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692589294548333,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0.000395530505290221,9.88630746416214e-05,0.0038560411311054,0,0.000197745699031046,0.000790904597132971,0.00237294838837255,0.000296677215189873,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0.000197784810126582,0,0,0,0.000197745699031046,0,0,0.00207612456747405,0,0,0,0,0,0,0,0,0
"OTU13",0,0,0,0,0,9.88924050632911e-05,0,0,0,0.000197745699031046,0,0,0.000197745699031046,0,0,0,0,0,0,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4652",0,0,0,0,0,0,0,9.88924050632911e-05,0,0,9.8872849515523e-05,9.88924050632911e-05,0,0,0,0,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,9.8872849515523e-05,0,0,0,0.000197726149283243,0,0,0,0,0,0,0,0,0,0.000494413131612776,9.89511181476351e-05,9.88924050632911e-05,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU11896",0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,9.88924050632911e-05,0,0,0.00019776525264511,0.000197882655585238,0,0,9.89021857383048e-05,0.000197863078749505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494510928691524,0,0,9.88924050632911e-05,0,0,0,0,0
"OTU10236",0,0,0,0,0,0,0,0,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108770888954811,0,0.000395530505290221,0,0,0,0.00118647419418628,0.000593178447849728,0,9.88924050632911e-05,0.00336167688352778,9.88826263225551e-05,0,0,0,0,0.00355942258255883,0,0.00019782393669634,0,0.000197745699031046,0.000395491398062092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494413131612776,0,0.000296677215189873,0,0.00108813928182807,0.000593413114429829,0.00019782393669634,0.000197745699031046,0.000593471810089021,0.000296765258680384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454905063291139,0.00187951330497576,0.000296765258680384,0,0.00257171117705242,0.00425153252916749,0.00247279920870425,0,9.88924050632911e-05,0.00642737071096608,0,0.00909720162167507,0.000494315373208107,0,0,0,0,0,0.000494462025316456,0,0,0.00306566455696203,0.00593178447849728,0.000395452298566485,0.000197706603400554,0,0,0,0,0,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741693037974684,0,0.000296677215189873,0
"OTU3905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197843505786923,0,0,0,9.8872849515523e-05,9.89119683481701e-05,0,0,0.00019776525264511,0,0,0.000197726149283243,0.00187858414079494,0,0.0012853470437018,0,0,0,0,0,0,0,0,0,0.000197745699031046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692246835443038,0,0.0013840830449827
"OTU2707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0.000593295757935331,0.000197882655585238,9.88924050632911e-05,0,0,0.000890119671644743,0,0.000296618548546569,0.00019782393669634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU8518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89119683481701e-05,0,0,0,0,0,0.000197745699031046,0,0,0,9.88630746416214e-05,0.000593413114429829,0.000197745699031046,0,0,0,0,0,0,0
"OTU12356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019776525264511,0,0,0,0.000395608742953219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,0,9.89021857383048e-05,0,0,9.88924050632911e-05,0,0,0,0,0
"OTU4085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0,9.89217528934613e-05,0.000988826263225551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0.00148367952522255,0.000494413131612776,0,0,0.00148309274273285,0.000296765258680384,0.00098872849515523,0,0,0,0,0,0,0,0,0.000593295757935331,0,0,0,0
"OTU9908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,9.89511181476351e-05,0,0,0,0,0,0,9.88630746416214e-05,0,0,0,0,0,0,0,0,0,0
"OTU5409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890383854372774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0.000494413131612776,9.88924050632911e-05,0.00019776525264511,0,0,0,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU7204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05,9.88924050632911e-05,0,0,0,0,9.8872849515523e-05,9.88630746416214e-05,0,9.88924050632911e-05,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296765258680384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU8375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0.000296647878967665,9.8941327792619e-05,0.000197784810126582,9.89217528934613e-05,0,0.000395608742953219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022745253164557,0.00148382629340192,0,0,0.00108803165182987,0.00148309274273285,0.00168150346191889,0,9.88924050632911e-05,0.00227430040541877,0,0.00514189656877287,0.00108749382105783,0,0,0,0,0,9.88924050632911e-05,0,0,0.00187895569620253,0.00296589223924864,0,0,0,0,0,0,0,9.8872849515523e-05,0,0,0,9.89511181476351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395569620253165,9.88924050632911e-05,9.88924050632911e-05,0
"OTU10080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0.000197726149283243,0,0,0,9.89119683481701e-05,0,0,9.8872849515523e-05,9.8872849515523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
