"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU329",19,10.702,7,15,"Generalists"
"OTU751",4,14.488,10,19,"Specialists"
"OTU6675",2,1.336,1,2,"NS"
"OTU354",2,1.328,1,2,"NS"
"OTU5607",2,1.344,1,2,"NS"
"OTU11021",2,1.576,1,3,"NS"
"OTU9550",5,2.044,1,3.52499999999998,"Generalists"
"OTU1225",4,13.832,9,18,"Specialists"
"OTU456",1,20.374,15,26,"Specialists"
"OTU3084",1,4.676,2,7,"Specialists"
"OTU257",2,4.844,2,8,"NS"
"OTU1081",7,6.296,4,10,"NS"
"OTU8275",1,1.29,1,2,"NS"
"OTU963",2,1.484,1,3,"NS"
"OTU6549",1,1.326,1,2,"NS"
"OTU8057",2,1.452,1,3,"NS"
"OTU1120",2,15.614,11,20,"Specialists"
"OTU499",1,1.772,1,3,"NS"
"OTU8145",1,1.526,1,2.52499999999998,"NS"
"OTU6028",4,3.182,1,5,"NS"
"OTU2367",1,1.288,1,2,"NS"
"OTU5995",2,1.74,1,3,"NS"
"OTU1392",5,6.688,4,10,"NS"
"OTU791",3,2.098,1,4,"NS"
"OTU12152",2,1.578,1,3,"NS"
"OTU3383",1,1.338,1,2,"NS"
"OTU560",2,1.622,1,3,"NS"
"OTU777",16,8.812,5,13,"Generalists"
"OTU8077",2,1.522,1,3,"NS"
"OTU4712",2,1.286,1,2,"NS"
"OTU5418",2,3.414,1,6,"NS"
"OTU1204",6,7.472,4,11,"NS"
"OTU738",2,1.642,1,3,"NS"
"OTU4832",5,2.768,1,5,"NS"
"OTU11070",2,1.658,1,3,"NS"
"OTU10442",1,1.316,1,2,"NS"
"OTU1145",2,14.098,10,19,"Specialists"
"OTU1306",2,1.288,1,2,"NS"
"OTU2148",3,4.954,2,8,"NS"
"OTU6330",1,1.8,1,3,"NS"
"OTU2134",13,7.246,4,11,"Generalists"
"OTU3291",8,17.352,13,23,"Specialists"
"OTU1586",1,3.058,1,5,"NS"
"OTU609",3,3.668,2,6,"NS"
"OTU1407",4,6.896,4,10,"NS"
"OTU7229",2,1.336,1,2,"NS"
"OTU3097",10,7.062,4,11,"NS"
"OTU590",1,1.288,1,2,"NS"
"OTU390",12,8.77,5,13,"NS"
"OTU1245",5,2.238,1,4,"Generalists"
"OTU4829",5,9.638,6,14,"Specialists"
"OTU11424",3,3.28,1.475,5,"NS"
"OTU340",3,1.616,1,3,"NS"
"OTU1823",7,5.03,3,8,"NS"
"OTU3571",2,5.67,3,9,"Specialists"
"OTU3246",2,1.52,1,3,"NS"
"OTU11147",3,1.622,1,3,"NS"
"OTU2159",1,1.326,1,2,"NS"
"OTU4256",4,2.628,1,4.52499999999998,"NS"
"OTU9228",2,1.524,1,3,"NS"
"OTU203",7,3.814,2,6,"Generalists"
"OTU4534",15,6.366,4,10,"Generalists"
"OTU1108",2,2.484,1,4,"NS"
"OTU310",6,2.474,1,4,"Generalists"
"OTU1006",4,6.328,4,10,"NS"
"OTU3967",1,1.506,1,3,"NS"
"OTU4573",1,1.714,1,3,"NS"
"OTU10570",2,1.604,1,3,"NS"
"OTU2126",9,4.216,2,7,"Generalists"
"OTU1431",3,1.688,1,3,"NS"
"OTU5074",6,2.052,1,4,"Generalists"
"OTU140",1,1.482,1,2.52499999999998,"NS"
"OTU707",6,11.432,7,16,"Specialists"
"OTU784",10,17.39,12.475,22,"Specialists"
"OTU3915",4,1.666,1,3,"Generalists"
"OTU1697",6,5.302,3,8,"NS"
"OTU5826",2,1.304,1,2,"NS"
"OTU1027",1,1.504,1,3,"NS"
"OTU3674",3,2.756,1,5,"NS"
"OTU1040",5,5.22,3,8,"NS"
"OTU4297",1,3.516,2,6,"Specialists"
"OTU242",2,6.872,4,10,"Specialists"
"OTU12631",1,1.642,1,3,"NS"
"OTU311",6,2.11,1,4,"Generalists"
"OTU36",4,2.474,1,4,"NS"
"OTU2629",8,3.29,1,5,"Generalists"
"OTU3511",3,1.85,1,3,"NS"
"OTU9773",1,1.316,1,2,"NS"
"OTU1434",2,10.326,6,14.525,"Specialists"
"OTU246",2,1.89,1,3,"NS"
"OTU1950",14,9.654,6,13,"Generalists"
"OTU2639",1,1.29,1,2,"NS"
"OTU1571",5,8.336,5,12,"NS"
"OTU109",7,3.944,2,6.52499999999998,"Generalists"
"OTU9226",5,19.044,14,24,"Specialists"
"OTU6936",2,1.26,1,2,"NS"
"OTU4840",1,3.29,1,5,"NS"
"OTU13124",4,6.882,4,10,"NS"
"OTU218",1,28.062,21.475,34,"Specialists"
"OTU1897",2,1.474,1,3,"NS"
"OTU1967",9,5.512,3,9,"NS"
"OTU557",7,11.864,7,16,"NS"
"OTU2958",2,3.084,1,5,"NS"
"OTU4313",4,4.846,2,8,"NS"
"OTU12707",4,1.94,1,3,"Generalists"
"OTU12801",1,1.308,1,2,"NS"
"OTU12895",2,1.518,1,3,"NS"
"OTU1423",2,1.284,1,2,"NS"
"OTU730",12,18.956,14.475,24,"Specialists"
"OTU1465",2,1.47,1,3,"NS"
"OTU1666",6,4.264,2,7,"NS"
"OTU441",4,4.972,3,8,"NS"
"OTU258",3,26.638,20,33,"Specialists"
"OTU1043",1,12.786,9,18,"Specialists"
"OTU260",1,2.072,1,4,"NS"
"OTU3891",1,1.32,1,2,"NS"
"OTU1924",5,2.948,1,5,"NS"
"OTU6570",2,2.532,1,4,"NS"
"OTU349",11,6.856,4,10,"Generalists"
"OTU1679",15,10.192,6,14,"Generalists"
"OTU1148",3,9.64,6,14,"Specialists"
"OTU4880",5,3.24,1,5,"NS"
"OTU9733",13,5.722,3,9,"Generalists"
"OTU8690",16,3.698,2,6,"Generalists"
"OTU5110",9,2.836,1,5,"Generalists"
"OTU1030",2,1.776,1,3,"NS"
"OTU684",2,1.298,1,2,"NS"
"OTU80",5,29.5,23,36,"Specialists"
"OTU7646",3,1.796,1,3,"NS"
"OTU576",3,1.524,1,3,"NS"
"OTU93",7,2.056,1,3.52499999999998,"Generalists"
"OTU3642",4,4.762,2,7,"NS"
"OTU1182",8,6.594,4,10,"NS"
"OTU1794",8,4.7,2,8,"NS"
"OTU2210",7,6.176,3,10,"NS"
"OTU7183",2,2.504,1,4,"NS"
"OTU1214",2,4.316,2,7,"NS"
"OTU6132",1,1.852,1,3,"NS"
"OTU11686",5,3.112,1,5,"NS"
"OTU2040",6,4.406,2,7,"NS"
"OTU1127",3,2.972,1,5,"NS"
"OTU9928",5,2.824,1,5,"NS"
"OTU8229",1,1.654,1,3,"NS"
"OTU2149",2,1.306,1,2,"NS"
"OTU3057",2,10.224,6,14,"Specialists"
"OTU12949",4,1.784,1,3,"Generalists"
"OTU124",1,1.31,1,2,"NS"
"OTU8287",1,12.092,8,17,"Specialists"
"OTU4438",7,4.872,3,8,"NS"
"OTU309",4,3.09,1,5,"NS"
"OTU921",4,2.856,1,5,"NS"
"OTU4461",5,3.156,1,5,"NS"
"OTU11611",1,1.478,1,3,"NS"
"OTU4224",4,2.59,1,4,"NS"
"OTU7918",3,7.152,4,10,"Specialists"
"OTU185",1,11.342,8,15,"Specialists"
"OTU11740",2,2.354,1,4,"NS"
"OTU8753",10,5.482,3,8.52499999999998,"Generalists"
"OTU3675",3,1.67,1,3,"NS"
"OTU2133",3,2.202,1,4,"NS"
"OTU593",2,4.442,2,7,"NS"
"OTU5673",1,1.486,1,2,"NS"
"OTU5089",1,1.294,1,2,"NS"
"OTU47",3,2.382,1,4,"NS"
"OTU10353",3,2.32,1,4,"NS"
"OTU2949",6,4.374,2,7,"NS"
"OTU1597",20,8.602,5,12.525,"Generalists"
"OTU744",1,1.774,1,3,"NS"
"OTU2611",6,7.032,4,10,"NS"
"OTU2145",2,2.986,1,5,"NS"
"OTU11537",1,1.274,1,2,"NS"
"OTU1550",1,15.052,11,21,"Specialists"
"OTU8088",3,1.518,1,3,"NS"
"OTU853",6,4.596,2,7,"NS"
"OTU5450",1,2.394,1,4,"NS"
"OTU6458",6,3.162,1,5,"Generalists"
"OTU65",1,1.796,1,3,"NS"
"OTU86",6,22.66,17,29,"Specialists"
"OTU4105",5,7.218,4,11,"NS"
"OTU5819",10,3.752,2,6,"Generalists"
"OTU6148",5,3.216,1,5.52499999999998,"NS"
"OTU158",2,2.032,1,4,"NS"
"OTU7599",2,3.034,1,5,"NS"
"OTU2279",2,3.222,1,6,"NS"
"OTU350",3,4.168,2,7,"NS"
"OTU380",1,1.846,1,3,"NS"
"OTU155",1,2.674,1,5,"NS"
"OTU77",7,2.876,1,5,"Generalists"
"OTU9345",4,2.312,1,4,"NS"
"OTU4875",9,3.988,2,7,"Generalists"
"OTU335",3,15.896,11,20.525,"Specialists"
"OTU12395",4,22.924,17,29,"Specialists"
"OTU7129",2,1.82,1,3,"NS"
"OTU8870",10,7.068,4,11,"NS"
"OTU2012",2,11.624,7,16,"Specialists"
"OTU420",5,6.818,4,10,"NS"
"OTU904",1,1.506,1,3,"NS"
"OTU7470",2,2.288,1,4,"NS"
"OTU10341",3,11.488,8,16,"Specialists"
"OTU12756",2,1.854,1,3,"NS"
"OTU1076",1,1.266,1,2,"NS"
"OTU172",2,15.658,11,21,"Specialists"
"OTU3278",4,7.288,4,11,"NS"
"OTU770",3,1.542,1,3,"NS"
"OTU8659",13,3.826,2,6.52499999999998,"Generalists"
"OTU2678",1,2.248,1,4,"NS"
"OTU2281",4,1.962,1,3,"Generalists"
"OTU11585",1,16.714,12,22,"Specialists"
"OTU1186",6,6.924,4,10.525,"NS"
"OTU2600",3,2.108,1,4,"NS"
"OTU2839",1,4.828,2,8,"Specialists"
"OTU7868",4,2.82,1,5,"NS"
"OTU2604",21,8.036,5,12,"Generalists"
"OTU2772",7,4.844,2,7,"NS"
"OTU2155",16,10.16,6.475,15,"Generalists"
"OTU5472",4,1.858,1,3,"Generalists"
"OTU6262",1,1.512,1,3,"NS"
"OTU13010",3,2.01,1,3,"NS"
"OTU2255",5,5.376,3,8,"NS"
"OTU425",4,1.938,1,3,"Generalists"
"OTU397",1,1.324,1,2,"NS"
"OTU11931",2,2.46,1,4,"NS"
"OTU4201",3,18.692,14,24,"Specialists"
"OTU735",22,12.656,8,17,"Generalists"
"OTU95",3,1.792,1,3,"NS"
"OTU333",5,6.842,4,10,"NS"
"OTU11109",2,3.586,1.475,6,"NS"
"OTU703",1,1.328,1,2,"NS"
"OTU2762",3,1.482,1,3,"NS"
"OTU4782",5,4.008,2,7,"NS"
"OTU548",2,1.742,1,3,"NS"
"OTU4594",2,1.694,1,3,"NS"
"OTU4364",9,4.158,2,7,"Generalists"
"OTU1278",1,2.294,1,4,"NS"
"OTU4064",6,2.114,1,4,"Generalists"
"OTU2322",2,3.148,1,5,"NS"
"OTU144",4,27.046,21,33,"Specialists"
"OTU12548",4,2.472,1,5,"NS"
"OTU10430",4,6.484,4,10,"NS"
"OTU84",15,20.108,15,25.525,"NS"
"OTU5960",4,2.698,1,5,"NS"
"OTU6325",6,2.364,1,4,"Generalists"
"OTU3538",3,2.298,1,4,"NS"
"OTU61",2,6.696,4,10,"Specialists"
"OTU7017",1,1.992,1,3,"NS"
"OTU2233",15,9.432,6,13,"Generalists"
"OTU6175",2,2.278,1,4,"NS"
"OTU1032",6,13.93,9.475,19,"Specialists"
"OTU2857",9,8.638,5,13,"NS"
"OTU870",8,11.62,7.475,16,"NS"
"OTU11610",1,1.29,1,2,"NS"
"OTU3802",15,7.34,4,11,"Generalists"
"OTU1838",2,12.984,9,18,"Specialists"
"OTU12856",3,5.324,3,8,"NS"
"OTU7535",1,1.268,1,2,"NS"
"OTU5879",3,2.502,1,4,"NS"
"OTU4430",6,3.432,1,6,"NS"
"OTU2662",3,8.428,5,12,"Specialists"
"OTU683",2,13.288,8,18,"Specialists"
"OTU4289",1,1.944,1,3,"NS"
"OTU13080",1,4.402,2,7.52499999999998,"Specialists"
"OTU5956",2,1.294,1,2,"NS"
"OTU7919",2,2.034,1,3,"NS"
"OTU1580",5,10.266,6.475,14,"Specialists"
"OTU415",11,17.782,13,23,"Specialists"
"OTU8592",3,1.826,1,3,"NS"
"OTU2933",3,1.642,1,3,"NS"
"OTU4964",2,1.49,1,3,"NS"
"OTU8150",1,1.464,1,3,"NS"
"OTU7255",6,10.938,7,15.525,"Specialists"
"OTU1238",13,13.028,9,17.525,"NS"
"OTU11427",3,10.628,7,15,"Specialists"
"OTU3847",1,3.844,2,7,"Specialists"
"OTU11623",1,1.896,1,3,"NS"
"OTU1352",2,1.764,1,3,"NS"
"OTU1829",4,3.574,1.475,6,"NS"
"OTU5978",1,1.28,1,2,"NS"
"OTU1876",5,3.956,2,7,"NS"
"OTU9696",4,2.134,1,4,"NS"
"OTU2528",4,3.444,2,6,"NS"
"OTU4863",3,3.25,1.475,5,"NS"
"OTU1429",13,5.504,3,8,"Generalists"
"OTU782",1,4.058,2,7,"Specialists"
"OTU3053",2,1.528,1,3,"NS"
"OTU6807",2,1.788,1,3,"NS"
"OTU3688",3,4.732,2,8,"NS"
"OTU4249",5,3.378,1,6,"NS"
"OTU10526",1,1.306,1,2,"NS"
"OTU6762",3,1.688,1,3,"NS"
"OTU9278",4,2.686,1,5,"NS"
"OTU11941",1,4.848,2,8,"Specialists"
"OTU2000",2,2.07,1,4,"NS"
"OTU11370",2,1.264,1,2,"NS"
"OTU1334",7,2.798,1,5,"Generalists"
"OTU2375",3,1.838,1,3,"NS"
"OTU3860",6,2.682,1,4.52499999999998,"Generalists"
"OTU11251",1,1.638,1,3,"NS"
"OTU3434",2,2.29,1,4,"NS"
"OTU12031",3,1.642,1,3,"NS"
"OTU8795",3,2.604,1,5,"NS"
"OTU10530",3,1.92,1,3,"NS"
"OTU1163",1,9.076,5,13,"Specialists"
"OTU3721",3,1.742,1,3,"NS"
"OTU2686",4,2.336,1,4,"NS"
"OTU1484",4,5.058,3,8,"NS"
"OTU3949",3,1.478,1,3,"NS"
"OTU5604",6,10.51,7,15,"Specialists"
"OTU4593",1,1.52,1,3,"NS"
"OTU1957",2,1.276,1,2,"NS"
"OTU1492",2,1.27,1,2,"NS"
"OTU3122",5,4.288,2,7,"NS"
"OTU6313",5,2.254,1,4,"Generalists"
"OTU2046",2,1.542,1,3,"NS"
"OTU1010",2,2.624,1,4.52499999999998,"NS"
"OTU6358",1,1.794,1,3,"NS"
"OTU7400",3,1.888,1,3,"NS"
"OTU10851",1,2.356,1,4,"NS"
"OTU10490",4,2.368,1,4,"NS"
"OTU6102",1,2.612,1,4,"NS"
"OTU2442",4,4.874,2.475,8,"NS"
"OTU2852",6,4.238,2,7,"NS"
"OTU6888",1,1.272,1,2,"NS"
"OTU910",27,11.198,8,15.525,"Generalists"
"OTU2438",2,2.828,1,5,"NS"
"OTU78",3,1.506,1,3,"NS"
"OTU3218",6,5.098,2.475,8,"NS"
"OTU3429",4,3.486,2,6,"NS"
"OTU1050",1,9.886,6,14,"Specialists"
"OTU7590",2,3.372,2,6,"NS"
"OTU6049",2,2.256,1,4,"NS"
"OTU8286",2,5.614,3,9,"Specialists"
"OTU6425",4,2.344,1,4,"NS"
"OTU1437",2,3.524,2,6,"NS"
"OTU9744",1,3.826,2,6,"Specialists"
"OTU138",4,1.926,1,3.52499999999998,"Generalists"
"OTU7476",3,1.476,1,3,"NS"
"OTU12705",7,3.644,2,6,"Generalists"
"OTU3435",1,5.186,3,9,"Specialists"
"OTU12313",1,1.272,1,2,"NS"
"OTU6154",7,2.08,1,4,"Generalists"
"OTU4900",2,1.49,1,3,"NS"
"OTU9305",2,1.28,1,2,"NS"
"OTU10547",1,1.806,1,3,"NS"
"OTU2594",3,3.826,2,6,"NS"
"OTU3022",2,1.292,1,2,"NS"
"OTU2123",7,9.248,6,13,"NS"
"OTU11128",2,1.846,1,3,"NS"
"OTU104",5,17.078,12,22.525,"Specialists"
"OTU4390",1,1.324,1,2,"NS"
"OTU4766",4,2.094,1,4,"NS"
"OTU2553",2,1.506,1,3,"NS"
"OTU2763",3,2.22,1,4,"NS"
"OTU4859",1,1.502,1,3,"NS"
"OTU337",4,15.118,10.475,20,"Specialists"
"OTU2340",5,3.056,1,5,"NS"
"OTU10297",2,3.7,2,6,"NS"
"OTU7643",7,4.344,2,7,"NS"
"OTU8922",2,1.282,1,2,"NS"
"OTU667",1,18.172,13,23.525,"Specialists"
"OTU5268",2,1.534,1,3,"NS"
"OTU92",2,1.644,1,3,"NS"
"OTU1705",1,11.262,7,15.525,"Specialists"
"OTU11600",3,1.844,1,3,"NS"
"OTU7735",5,1.984,1,4,"Generalists"
"OTU529",3,10.736,7,15,"Specialists"
"OTU1313",2,14.304,10,19,"Specialists"
"OTU7082",6,3.964,2,6.52499999999998,"NS"
"OTU13",2,1.304,1,2,"NS"
"OTU2609",11,5.624,3,9,"Generalists"
"OTU2464",2,3.392,1,5,"NS"
"OTU10193",2,1.292,1,2,"NS"
"OTU240",3,2.668,1,5,"NS"
"OTU3819",1,1.32,1,2,"NS"
"OTU10231",3,2.252,1,4,"NS"
"OTU297",7,5.69,3,9,"NS"
"OTU2872",3,2.58,1,4,"NS"
"OTU7991",2,1.68,1,3,"NS"
"OTU4652",5,1.876,1,3,"Generalists"
"OTU6586",10,6.544,3,10,"NS"
"OTU4187",7,4.9,2,8,"NS"
"OTU11896",3,1.498,1,3,"NS"
"OTU5444",1,2.492,1,4.52499999999998,"NS"
"OTU4283",1,2.842,1,5,"NS"
"OTU5075",1,2.532,1,4,"NS"
"OTU314",3,4.05,2,7,"NS"
"OTU2006",2,2.478,1,4,"NS"
"OTU3874",1,1.26,1,2,"NS"
"OTU126",2,1.796,1,3,"NS"
"OTU379",5,18.696,14,24,"Specialists"
"OTU7548",2,1.638,1,3,"NS"
"OTU7652",1,1.338,1,2,"NS"
"OTU4710",2,17.412,12,22,"Specialists"
"OTU6305",1,1.272,1,2,"NS"
"OTU4503",2,2.156,1,4,"NS"
"OTU7890",1,1.298,1,2,"NS"
"OTU6909",6,3.398,2,6,"NS"
"OTU5121",1,1.456,1,3,"NS"
"OTU400",1,6.008,3,9,"Specialists"
"OTU4955",1,1.662,1,3,"NS"
"OTU5324",4,7.008,4,11,"NS"
"OTU2113",4,2.488,1,4,"NS"
"OTU587",7,9.668,6,14,"NS"
"OTU1019",4,26.886,22,33,"Specialists"
"OTU4682",6,4.826,3,8,"NS"
"OTU6027",2,11.556,8,16,"Specialists"
"OTU1730",9,13.406,9,18,"NS"
"OTU5310",1,3.67,2,6,"Specialists"
"OTU4296",1,3.06,1,5,"NS"
"OTU5375",1,2.43,1,4,"NS"
"OTU3676",1,2.246,1,4,"NS"
"OTU4307",1,2.042,1,4,"NS"
"OTU119",1,1.45,1,3,"NS"
"OTU4522",2,2.376,1,4,"NS"
"OTU1101",2,1.742,1,3,"NS"
"OTU2232",2,5.82,3,9,"Specialists"
"OTU5212",1,1.282,1,2,"NS"
"OTU3554",3,1.84,1,3,"NS"
"OTU9272",1,1.99,1,3,"NS"
"OTU2178",4,3.152,1,5,"NS"
"OTU5150",2,2.854,1,5,"NS"
"OTU6775",1,1.33,1,2,"NS"
"OTU1327",6,5.764,3,9,"NS"
"OTU3414",2,2.638,1,5,"NS"
"OTU1793",2,1.31,1,2,"NS"
"OTU8142",3,2.268,1,4,"NS"
"OTU6429",2,1.442,1,3,"NS"
"OTU1564",1,1.306,1,2,"NS"
"OTU12494",1,4,2,7,"Specialists"
"OTU459",1,1.642,1,3,"NS"
"OTU4651",2,4.166,2,7,"NS"
"OTU435",1,1.27,1,2,"NS"
"OTU6495",3,1.772,1,3,"NS"
"OTU6097",2,1.628,1,3,"NS"
"OTU1168",2,9.07,6,13,"Specialists"
"OTU6791",5,2.508,1,5,"NS"
"OTU5288",1,2.086,1,4,"NS"
"OTU11767",1,1.904,1,3,"NS"
"OTU418",9,21.578,15,28,"Specialists"
"OTU7425",2,1.31,1,2,"NS"
"OTU959",7,6.058,3,9,"NS"
"OTU2552",1,6.142,3,10,"Specialists"
"OTU668",1,1.484,1,3,"NS"
"OTU434",3,1.66,1,3,"NS"
"OTU1868",2,4.564,2,7,"NS"
"OTU3345",3,3.956,2,7,"NS"
"OTU471",1,1.28,1,2,"NS"
"OTU1563",1,2.398,1,4,"NS"
"OTU7137",5,2.962,1,5,"NS"
"OTU295",16,21.246,16,26,"NS"
"OTU3189",1,1.908,1,3,"NS"
"OTU3905",11,4.332,2,7,"Generalists"
"OTU10154",3,7.274,4,11,"Specialists"
"OTU3553",2,4.234,2,7,"NS"
"OTU2394",6,15.282,11,20.525,"Specialists"
"OTU779",9,11.314,7.475,15.525,"NS"
"OTU7803",2,14.01,10,19,"Specialists"
"OTU4424",3,4.302,2,7,"NS"
"OTU7025",1,2.488,1,4,"NS"
"OTU3355",1,2.432,1,4,"NS"
"OTU2150",6,11.548,7,16,"Specialists"
"OTU7466",2,4.534,2,7,"NS"
"OTU3361",1,1.546,1,3,"NS"
"OTU2773",10,4.138,2,7,"Generalists"
"OTU4668",3,2.092,1,4,"NS"
"OTU8689",1,1.844,1,3,"NS"
"OTU4086",4,3.172,1,5,"NS"
"OTU3332",2,1.686,1,3,"NS"
"OTU6668",2,1.824,1,3,"NS"
"OTU5519",6,2.536,1,4,"Generalists"
"OTU12384",3,1.812,1,3,"NS"
"OTU571",1,1.336,1,2,"NS"
"OTU6556",1,1.326,1,2,"NS"
"OTU2064",1,2.36,1,4,"NS"
"OTU13043",1,1.484,1,3,"NS"
"OTU7038",1,1.878,1,3,"NS"
"OTU618",1,2.19,1,4,"NS"
"OTU12991",1,1.994,1,4,"NS"
"OTU12059",1,6.246,3,9.52499999999998,"Specialists"
"OTU908",3,1.526,1,3,"NS"
"OTU1503",14,10.132,6,14,"NS"
"OTU282",3,2.952,1,5,"NS"
"OTU646",1,20.618,16,26,"Specialists"
"OTU1205",7,6.65,4,10,"NS"
"OTU5374",1,2.3,1,4,"NS"
"OTU2721",1,2.734,1,5,"NS"
"OTU3823",2,2.472,1,4,"NS"
"OTU795",5,1.984,1,3,"Generalists"
"OTU6383",1,1.652,1,3,"NS"
"OTU690",1,2.112,1,4,"NS"
"OTU9101",1,2.398,1,4,"NS"
"OTU1779",1,1.506,1,3,"NS"
"OTU11746",1,1.654,1,3,"NS"
"OTU9516",1,1.304,1,2,"NS"
"OTU624",2,6.31,4,10,"Specialists"
"OTU5153",1,1.292,1,2,"NS"
"OTU1467",3,14.698,10,19,"Specialists"
"OTU1882",4,4.244,2,7,"NS"
"OTU1569",3,5.708,3,9,"NS"
"OTU1610",9,5.48,3,8,"Generalists"
"OTU9386",1,1.326,1,2,"NS"
"OTU304",3,1.72,1,3,"NS"
"OTU2020",1,9.274,6,13,"Specialists"
"OTU2263",3,25.824,20,33,"Specialists"
"OTU3910",1,4.794,2,8,"Specialists"
"OTU884",3,21.62,16,28,"Specialists"
"OTU5376",1,6.654,4,10,"Specialists"
"OTU8022",1,1.77,1,3,"NS"
"OTU4599",1,3.162,1,5,"NS"
"OTU6221",1,2.798,1,5,"NS"
"OTU7718",1,2.22,1,4,"NS"
"OTU1964",12,10.332,6.475,14.525,"NS"
"OTU6611",1,2.576,1,4,"NS"
"OTU7805",1,2.512,1,4,"NS"
"OTU2461",5,3.786,2,6,"NS"
"OTU2847",4,2.418,1,4,"NS"
"OTU3461",11,7.736,4,12,"NS"
"OTU6343",1,1.832,1,3,"NS"
"OTU468",3,1.468,1,3,"NS"
"OTU3406",1,2.112,1,4,"NS"
"OTU9168",6,3.408,2,6,"NS"
"OTU10864",1,1.48,1,3,"NS"
"OTU8887",1,1.832,1,3,"NS"
"OTU452",2,1.668,1,3,"NS"
"OTU9286",1,1.528,1,3,"NS"
"OTU436",6,9.78,6,14,"NS"
"OTU10515",1,1.652,1,3,"NS"
"OTU2755",2,4.404,2,7,"NS"
"OTU2704",4,5.486,3,8,"NS"
"OTU6462",7,4.388,2,7,"NS"
"OTU2549",16,7.578,4.475,11,"Generalists"
"OTU4150",3,2.2,1,4,"NS"
"OTU1447",5,2.374,1,4,"Generalists"
"OTU8137",3,2.54,1,5,"NS"
"OTU928",2,1.808,1,3,"NS"
"OTU4529",12,8.054,5,12,"NS"
"OTU2220",2,1.616,1,3,"NS"
"OTU6084",7,3.414,2,6,"Generalists"
"OTU5196",2,1.798,1,3,"NS"
"OTU3812",2,3.086,1,5,"NS"
"OTU3808",3,1.492,1,3,"NS"
"OTU9488",1,1.496,1,3,"NS"
"OTU10492",1,1.292,1,2,"NS"
"OTU513",4,6.474,4,10,"NS"
"OTU338",2,1.856,1,3,"NS"
"OTU1459",2,1.952,1,3,"NS"
"OTU11813",1,1.654,1,3,"NS"
"OTU2019",6,2.562,1,5,"Generalists"
"OTU8171",2,1.626,1,3,"NS"
"OTU10633",2,1.474,1,3,"NS"
"OTU1272",1,7.646,5,11,"Specialists"
"OTU892",2,3.864,2,6,"NS"
"OTU800",2,2.332,1,4,"NS"
"OTU10896",8,14.71,10,20,"Specialists"
"OTU2158",5,7.906,5,11,"NS"
"OTU601",3,1.786,1,3,"NS"
"OTU693",1,3.138,1,5,"NS"
"OTU4047",4,4.872,3,8,"NS"
"OTU2504",6,3.79,2,7,"NS"
"OTU216",1,1.306,1,2,"NS"
"OTU5249",2,1.516,1,3,"NS"
"OTU11985",1,1.518,1,3,"NS"
"OTU11200",1,5.204,3,8,"Specialists"
"OTU949",1,2.328,1,4,"NS"
"OTU1414",5,4.908,3,8,"NS"
"OTU1851",4,9.328,6,13,"Specialists"
"OTU375",3,7.616,5,11,"Specialists"
"OTU3360",1,1.304,1,2,"NS"
"OTU1361",2,4.49,2,7,"NS"
"OTU1005",6,3.946,2,6,"NS"
"OTU7066",1,1.65,1,3,"NS"
"OTU909",1,19.426,14,24.525,"Specialists"
"OTU536",2,1.3,1,2,"NS"
"OTU2989",1,2.242,1,4,"NS"
"OTU417",1,2.418,1,4,"NS"
"OTU500",2,4.514,2,7,"NS"
"OTU1308",3,2.89,1,5,"NS"
"OTU914",13,9.146,6,13,"NS"
"OTU489",2,2.306,1,4,"NS"
"OTU2912",4,3.93,2,6.52499999999998,"NS"
"OTU5059",1,1.29,1,2,"NS"
"OTU4164",2,1.498,1,3,"NS"
"OTU5627",1,1.782,1,3,"NS"
"OTU3114",1,3.942,2,6,"Specialists"
"OTU2048",2,6.704,4,10,"Specialists"
"OTU6541",3,2.14,1,4,"NS"
"OTU3160",1,1.446,1,2,"NS"
"OTU2917",1,2.12,1,4,"NS"
"OTU2128",6,3.754,2,6,"NS"
"OTU6266",1,2.342,1,4,"NS"
"OTU4077",2,1.28,1,2,"NS"
"OTU2032",2,2.326,1,4,"NS"
"OTU3131",2,3.14,1,5,"NS"
"OTU1986",1,1.288,1,2,"NS"
"OTU371",8,7.224,4,11,"NS"
"OTU2566",1,5.656,3,9,"Specialists"
"OTU3304",6,4.872,2,8,"NS"
"OTU3226",2,3.1,1,5,"NS"
"OTU1806",3,5.81,3,9,"NS"
"OTU2988",5,4.378,2,7,"NS"
"OTU1330",8,3.624,2,6,"Generalists"
"OTU6150",3,2.094,1,4,"NS"
"OTU8565",6,3.934,2,6,"NS"
"OTU1535",3,4.038,2,7,"NS"
"OTU5648",1,4.684,2,8,"Specialists"
"OTU3630",3,1.638,1,3,"NS"
"OTU5211",1,1.316,1,2,"NS"
"OTU3740",2,3.582,2,6,"NS"
"OTU6181",1,1.3,1,2,"NS"
"OTU951",3,7.718,4,11,"Specialists"
"OTU9242",2,1.29,1,2,"NS"
"OTU501",2,1.28,1,2,"NS"
"OTU11145",1,1.834,1,3,"NS"
"OTU3513",1,1.3,1,2,"NS"
"OTU1299",2,1.264,1,2,"NS"
"OTU1873",3,1.9,1,3,"NS"
"OTU12396",1,1.256,1,2,"NS"
"OTU241",1,1.644,1,3,"NS"
"OTU5766",6,3.812,2,7,"NS"
"OTU312",3,17.75,13,23,"Specialists"
